基金代码,基金代码,总市值,一致预期PE,每股一致预期增速,静态pe,毛利率,净利率,roe,roic,经营现金流净额/净利润,资产负债率,静态pb,总市值排名,一致预期PE排名,每股一致预期增速排名,静态pe排名,毛利率排名,净利率排名,roe排名,roic排名,经营现金流净额/净利润排名,资产负债率排名,静态pb排名,股票个数,前十大股票占比,前三大行业占比,股票个数排名,前十大股票占比排名,前三大行业占比排名,换手率,换手率排名,交易效率,交易效率排名
001304.OF,001304.OF,2454.442553,21.51279759,2.6081427,5.6996504,7.75550358,5.64363744,3.85936185,2.7042661,22.36465744,15.67484329,0.9247429,0.589821662,0.208786429,0.021313615,0.044802088,0.042192258,0.046976946,0.033492823,0.04784689,0.072205307,0.024358417,0.041757286,28,19.46,15.72,0.196389735,0.07046542,0.033927795,4.308281141,0.753371031,0.026720932602202308,0.5150065245759026
001305.OF,001305.OF,388.5154184,32.44597024,113.339442,42.6572244,38.02884608,18.46370316,20.07064895,19.09021288,78.4170421,34.62695603,6.53762336,0.050891692,0.600695955,0.989560679,0.857764245,0.81600696,0.806872553,0.973466725,0.986950848,0.912570683,0.239669421,0.863418878,77,17.72,30.19,0.876250544,0.057416268,0.170508917,7.356144141,0.923879948,-2.2939736017334242,0.31535450195737275
001306.OF,001306.OF,1080.231002,46.05830121,26.20967712,42.58735048,39.05694603,20.1092464,12.86365403,12.4959644,67.90673229,33.9877711,5.78759951,0.291431057,0.908220966,0.428447151,0.856894302,0.843410178,0.892561983,0.494997825,0.713788604,0.69769465,0.224445411,0.769464985,33,52.64,32.7,0.32122662,0.706176599,0.223575468,3.806829141,0.704654197,-5.49147623276534,0.177903436276642
001313.OF,001313.OF,727.1646962,49.13767351,61.92629022,33.19557363,40.01569128,15.11150656,13.39105568,13.10633708,74.51053436,36.77803377,8.32122455,0.169638973,0.935189213,0.909090909,0.670726403,0.862113963,0.554588952,0.546759461,0.755110918,0.838625489,0.315354502,0.955632884,63,48.83,56.71,0.80861244,0.615919965,0.753153545,3.888676735,0.714658547,-5.501573282614349,0.17703349282296652
001314.OF,001314.OF,652.9860867,38.09850817,27.17412511,15.83039052,5.75113313,2.63483026,2.23536514,2.33729119,11.38486665,9.94505734,1.13729281,0.143105698,0.786428882,0.454980426,0.195302305,0.023488473,0.016528926,0.014354067,0.040452371,0.019573728,0.007829491,0.065245759,19,15.74,10.85,0.043497173,0.044367116,0.013484124,0.443738944,0.028708134,-0.31590745391055863,0.4745541539799913
001318.OF,001318.OF,7732.97854,20.04764188,1.29642997,7.54474204,7.61604489,10.46852632,4.65206358,2.64781234,26.64645507,18.33760542,1.03742662,0.987820792,0.161374511,0.014354067,0.068725533,0.041322314,0.198782079,0.053066551,0.045672031,0.099608525,0.039582427,0.055241409,31,22.28,18.2,0.275119617,0.096563723,0.044802088,2.956560621,0.587211831,3.1682539344759815,0.7490213136146151
001319.OF,001319.OF,621.5999994,34.63420249,48.0117077,45.21372292,33.56327726,11.91328676,11.47582342,12.34994581,45.18047475,38.44172633,6.65807289,0.134406264,0.683775555,0.809482384,0.883427577,0.673336233,0.298390605,0.366246194,0.703784254,0.264027838,0.381035233,0.875598086,69,34.16,72.1,0.848194867,0.262287951,0.899086559,3.942602847,0.72292301,0.08634686860712876,0.5232709873858199
001320.OF,001320.OF,3244.353513,21.09321059,23.88820649,20.75086817,30.54031879,21.24880829,15.33980257,8.97446406,58.16106587,54.02645871,3.4586378,0.727707699,0.196607221,0.373640713,0.298825576,0.539364941,0.92953458,0.73292736,0.36015659,0.478903871,0.915615485,0.333623314,38,54.57,57.52,0.447803393,0.747716398,0.764245324,1.947079652,0.371900826,3.6571094781283247,0.7751196172248804
001322.OF,001322.OF,1026.111578,38.99814197,35.69360603,30.53202389,30.74317631,11.03133677,8.44851177,8.59457818,24.37967826,37.05755658,4.71132059,0.275772075,0.808177468,0.640713354,0.6046107,0.547629404,0.234449761,0.173988691,0.325793823,0.0830796,0.324488908,0.585036973,51,25.26,41.92,0.680948238,0.128316659,0.478903871,6.854911006,0.909525881,-1.4005496747655368,0.371900826446281
001323.OF,001323.OF,1001.865877,39.7251124,36.56072079,34.8419497,32.35940071,13.25130112,9.78962411,9.31518248,28.84667533,40.29689901,5.08763929,0.26707264,0.819921705,0.658982166,0.713353632,0.6246194,0.399304045,0.250108743,0.394954328,0.115267508,0.46846455,0.656372336,55,27.28,44.11,0.734884732,0.153327534,0.540669856,15.0887203,0.989125707,-0.8800614078584252,0.41061331013484126
001327.OF,001327.OF,2809.794515,26.5300095,19.31482444,13.58652141,12.90367674,7.29081443,6.40957628,4.33134856,27.38139876,24.65199506,1.62265468,0.648977816,0.375815572,0.265332753,0.15876468,0.10569813,0.086124402,0.098738582,0.106133101,0.103523271,0.082209656,0.102218356,116,18.13,15.18,0.938451501,0.06046107,0.031752936,2.321614161,0.471944324,6.656882198436935,0.8664636798608091
001339.OF,001339.OF,697.5084172,33.00889603,43.08083147,28.91227849,33.58580304,12.94615819,11.4360907,10.92080913,62.52349314,42.61327059,5.06595176,0.157024793,0.619834711,0.754240974,0.550674206,0.674641148,0.368856024,0.364071335,0.570682906,0.575032623,0.575902566,0.651152675,68,20.09,33.62,0.841670291,0.075250109,0.247063941,11.35708685,0.973901696,-0.11242729115873602,0.49717268377555457
001345.OF,001345.OF,3516.205622,27.2464357,27.93010211,19.68967774,19.13444127,12.12042549,8.9225249,6.41299895,44.73336213,39.3128072,2.79517005,0.766420183,0.401913876,0.476294041,0.277511962,0.171813832,0.315354502,0.194867334,0.173553719,0.257938234,0.424097434,0.223140496,45,34.63,27.03,0.588299261,0.269247499,0.12353197,2.871798229,0.574597651,2.1604598949002276,0.6933449325793823
001348.OF,001348.OF,6745.000595,18.55574685,19.25669132,14.84998997,14.42906299,15.79132793,11.10750399,5.20100346,31.81395604,44.80079376,2.50262607,0.958677686,0.116137451,0.264027838,0.181818182,0.119182253,0.606350587,0.337973032,0.133971292,0.137016094,0.681165724,0.19399739,59,36.24,45.1,0.776424532,0.292518486,0.555893867,2.974865586,0.58938669,2.6952167545764194,0.7237929534580252
001349.OF,001349.OF,2905.040323,24.17424142,35.13104551,26.86837025,36.60982987,18.65270163,18.04894443,14.20908655,74.76364478,44.96361542,5.02209252,0.665506742,0.301000435,0.632013919,0.489778164,0.776859504,0.820791649,0.90430622,0.822531535,0.844715094,0.687255328,0.643323184,30,52.69,44.58,0.249021314,0.710743802,0.548499348,1.429345555,0.240104393,-8.996446650019488,0.09743366681165724
001352.OF,001352.OF,4168.115806,21.74036261,10.64054656,7.33716509,11.55624579,7.14669541,6.28995073,4.55444331,26.23718703,18.68986652,1.4234591,0.834710744,0.217920835,0.115267508,0.066115702,0.08568943,0.080469769,0.096128752,0.113962592,0.096998695,0.043932144,0.08568943,38,20.05,20.19,0.447803393,0.074815137,0.059591127,0.475772804,0.033057851,6.091669586057297,0.8542844715093519
001357.OF,001357.OF,1811.516512,37.55618536,29.3415598,30.14698106,29.89516109,15.59865493,15.77075185,13.53226526,69.66159764,35.27624295,5.67262215,0.469769465,0.770334928,0.512396694,0.59199652,0.518486298,0.589821662,0.765985211,0.787733797,0.744671596,0.267507612,0.752066116,39,44.46,32.75,0.471944324,0.494997825,0.22553284,1.694914998,0.309264898,-6.696715406609434,0.13875598086124402
001359.OF,001359.OF,2838.966257,35.15215203,32.6054581,24.97198976,35.6177497,19.0290049,18.82511886,15.39515697,75.13097816,35.76588189,5.22408433,0.655502392,0.698129622,0.578512397,0.418877773,0.747281427,0.845585037,0.9369291,0.892996955,0.853414528,0.283166594,0.676816007,33,51.26,42.43,0.32122662,0.675293606,0.492387995,0.849135615,0.100913441,4.5441535390080166,0.8120922140060896
001363.OF,001363.OF,4860.829498,18.99257591,3.32628026,5.57756883,5.93919861,4.73815023,3.22039347,2.105433,17.30958121,13.5626494,0.64293344,0.875598086,0.129186603,0.027838191,0.042627229,0.026098304,0.031317964,0.021313615,0.034797738,0.041757286,0.017398869,0.024793388,42,10.7,8.87,0.535450196,0.016093954,0.006959548,0.531750248,0.039582427,5.870836772980686,0.8494997825141366
001364.OF,001364.OF,3128.120548,36.77827897,15.7977416,30.23013745,22.12367745,12.70568856,8.65643711,6.56180228,30.4771084,30.77355335,4.04739254,0.703784254,0.750326229,0.199652023,0.594171379,0.233579817,0.351457155,0.183123097,0.180078295,0.128751631,0.155284906,0.451500652,45,32.21,33.65,0.588299261,0.22662027,0.248803828,1.019012183,0.137451066,-6.1511627776093025,0.1544149630274032
001365.OF,001365.OF,1772.611294,38.75422372,48.43174314,41.05850802,39.08918874,18.12603625,12.17657768,10.82358028,74.19638686,35.65060625,5.13008538,0.460635059,0.804262723,0.816876903,0.835580687,0.844280122,0.784254023,0.427142236,0.560243584,0.833405829,0.27968682,0.663331883,34,51.98,57.28,0.345802523,0.693344933,0.759025663,6.128783766,0.879512832,-2.775538088709916,0.2879512831665942
001366.OF,001366.OF,2835.452798,23.08714869,24.12030172,36.22570636,34.09113128,17.78373847,18.82442764,14.43530171,76.61104845,50.07381778,5.69625815,0.654197477,0.268812527,0.377555459,0.748586342,0.693344933,0.761200522,0.936494128,0.836885602,0.886037408,0.848629839,0.75554589,35,41.84,41.47,0.372118312,0.430404524,0.467159635,4.332973406,0.755980861,-0.31199552208837156,0.47498912570682905
001370.OF,001370.OF,3828.954253,28.65636174,5.15232432,6.86034311,8.12093423,5.63030546,3.97095514,2.37105996,17.14981562,13.46993066,1.26660294,0.801652893,0.454545455,0.044802088,0.058721183,0.046107003,0.046541975,0.03523271,0.041757286,0.040887342,0.016963897,0.073945194,23,19.51,11.63,0.096128752,0.070900391,0.014789039,1.525962723,0.269247499,4.538077395747759,0.8112222705524141
001371.OF,001371.OF,6651.513913,36.45711596,18.92046058,22.04039971,29.72814908,17.42333402,14.32863313,11.44337018,48.63437544,41.49640958,2.75139161,0.956067856,0.739886907,0.257068291,0.344062636,0.508481949,0.730752501,0.63723358,0.62983906,0.31491953,0.524140931,0.218355807,74,37.73,58.51,0.866681166,0.330578512,0.780339278,2.256017696,0.450195737,-2.8021511760340387,0.2866463679860809
001373.OF,001373.OF,2690.262584,43.9896671,24.59226691,32.68930435,49.58675814,22.73145524,19.03529881,18.18168548,76.2824944,33.56765933,6.91668967,0.629404089,0.883427577,0.391039582,0.66246194,0.966942149,0.964332318,0.943453676,0.976076555,0.877337973,0.210961288,0.892127012,75,62.1,60.58,0.869508482,0.871683341,0.807525011,0.858758662,0.103523271,-13.892297810674082,0.05176163549369291
001382.OF,001382.OF,3378.400675,40.16110356,14.65018355,30.90245658,53.70091834,25.38952549,20.20993739,18.88021349,95.62249107,30.78797096,6.07994166,0.74554154,0.826881253,0.177468465,0.615919965,0.983036103,0.990430622,0.975206612,0.98477599,0.998695085,0.155719878,0.809917355,21,80.02,74.92,0.066985646,0.992605481,0.915615485,1.695830446,0.30969987,-0.5491915728938389,0.44454110482818615
001384.OF,001384.OF,3243.327989,32.0208677,61.58187268,32.16102252,45.49729019,22.12997114,22.30808947,19.72505701,65.10549164,36.2736355,7.0658675,0.727272727,0.585036973,0.906046107,0.648977816,0.933449326,0.952588082,0.993910396,0.992170509,0.632448891,0.299260548,0.908655937,25,62.87,66.1,0.132666377,0.879730318,0.862113963,2.712067799,0.551979121,-6.477831648042807,0.1418007829491083
001387.OF,001387.OF,529.563327,33.18141838,56.83140066,37.61977603,37.2367766,14.64278354,12.57821923,10.90101076,78.53827438,34.17300155,5.31751505,0.097868639,0.626359287,0.878642888,0.775554589,0.796868204,0.515006525,0.462374946,0.567203132,0.9169204,0.228360157,0.692909961,46,24.64,39.64,0.607003045,0.117877338,0.414093084,2.086261238,0.411483254,-7.514908485300629,0.11874728142670726
001392.OF,001392.OF,4931.25914,9.806018226,22.56399611,11.56047128,9.08479015,23.01568212,13.62003457,3.34022647,46.50468562,72.68549183,1.63772792,0.878642888,0.011744237,0.338842975,0.124401914,0.058286211,0.970856894,0.566333188,0.067855589,0.282731622,0.993040452,0.102653328,27,57.87,74.55,0.17137886,0.805567638,0.913440626,0.733785842,0.076120052,16.754358692028294,0.9656372335798173
001396.OF,001396.OF,3001.585662,28.61575422,72.79289229,36.23531485,35.95918093,16.49812426,13.75606978,12.46814468,56.07370965,42.62242691,5.17727913,0.684645498,0.451935624,0.945628534,0.749456285,0.757720748,0.657677251,0.582862114,0.711613745,0.440626359,0.578512397,0.668116572,43,48.26,39.93,0.551326664,0.598086124,0.42431492,2.264150106,0.453240539,0.5407343297405914,0.5645933014354066
001398.OF,001398.OF,2034.318511,29.05601691,134.7677118,55.17063554,41.93414702,18.68685773,18.89999363,16.81676838,73.70350925,41.73053609,6.93698071,0.517616355,0.47107438,0.996520226,0.950848195,0.891257068,0.824706394,0.939103958,0.948673336,0.824706394,0.533710309,0.893431927,53,56.05,58.51,0.705524141,0.772727273,0.779904306,3.065006588,0.601565898,-4.914330158040103,0.1996520226185298
001399.OF,001399.OF,7117.638824,17.45882507,7.15997213,5.59732313,5.92824149,6.23132298,4.45255986,2.13104624,13.54806341,17.47361139,0.98784421,0.976511527,0.088299261,0.070030448,0.043062201,0.025663332,0.059591127,0.046976946,0.03523271,0.026968247,0.033492823,0.050021749,53,14.19,17.68,0.705524141,0.033492823,0.042192258,0.643589054,0.056546324,5.582106140046316,0.843410178338408
001403.OF,001403.OF,1287.399935,34.53357808,28.68081016,-4.16401171,31.89227038,16.86894146,12.99351824,10.42087551,50.23948037,44.53570691,5.35740388,0.355806873,0.680295781,0.491953023,0.009134406,0.603740757,0.683340583,0.506742062,0.518486298,0.332753371,0.670291431,0.699869508,35,52.26,42.24,0.372118312,0.699434537,0.487603306,4.585760944,0.779469334,1.431264898050909,0.6381035232709874
001404.OF,001404.OF,1012.594161,37.10068505,85.58353257,44.45005578,34.78341189,14.82244144,13.31236722,12.3774049,63.29609259,36.82657246,6.67794075,0.270117442,0.75815572,0.96737712,0.87646803,0.719878208,0.530665507,0.537625054,0.705524141,0.592431492,0.317094389,0.877337973,50,43.31,51.88,0.6661592,0.467159635,0.688125272,3.043881833,0.598086124,-5.39856815131496,0.18138321009134406
001408.OF,001408.OF,3667.408122,10.85188054,9.70892358,5.23917655,3.9125354,6.10052018,4.0655402,1.42873825,13.34645247,25.9218631,0.52857837,0.782079165,0.018703784,0.100913441,0.039147455,0.012179208,0.056981296,0.038277512,0.017398869,0.026098304,0.094823836,0.020008699,25,25.08,22.21,0.132666377,0.126141801,0.074380165,1.718903486,0.315354502,3.2973346241733084,0.7564158329708569
001409.OF,001409.OF,812.6019867,38.24743858,44.95435418,45.78972572,38.87680493,15.17201167,16.62453416,15.87759192,76.18816878,39.0578339,7.70528321,0.205306655,0.791648543,0.777729448,0.887342323,0.839495433,0.561548499,0.819486733,0.915180513,0.873858199,0.408873423,0.940843845,51,46.55,53.89,0.680948238,0.556328839,0.714658547,1.269458415,0.20139191,-8.866423702425891,0.10047846889952153
001410.OF,001410.OF,441.8229292,37.1086627,56.90741192,47.45520418,25.43890109,9.78472345,7.28197204,8.2647653,36.87056362,44.51016964,5.37145673,0.066115702,0.759895607,0.87907786,0.903436277,0.334493258,0.163114398,0.125706829,0.298390605,0.178338408,0.668986516,0.703349282,147,23.5,76.32,0.959547629,0.10569813,0.923879948,2.311616611,0.468899522,9.56048481172642,0.9195302305350153
001411.OF,001411.OF,1632.737005,30.16906775,13.73208791,10.98103727,9.29296443,3.9910114,3.66304908,3.22596284,14.81898866,12.4807136,1.41568998,0.43062201,0.519791214,0.15876468,0.114397564,0.062200957,0.024358417,0.030013049,0.064375816,0.029578077,0.013484124,0.084384515,79,9.54,7.85,0.881905176,0.011744237,0.004349717,2.777583618,0.562418443,0.0017434758646392994,0.5132666376685515
001412.OF,001412.OF,5696.355028,20.52092426,7.94744768,9.25435008,10.93968299,7.64703568,6.56893829,4.09960346,27.10843607,21.03168579,1.64896599,0.912135711,0.179643323,0.078729883,0.090039147,0.080469769,0.09569378,0.10569813,0.094823836,0.101783384,0.05785124,0.103523271,44,18.9,17.86,0.568290561,0.067420618,0.043062201,0.680387931,0.064810787,8.69337382470413,0.9047411918225315
001413.OF,001413.OF,7025.37511,19.71951389,16.91377786,14.01785253,13.08102633,14.02917802,9.91763486,4.67323488,34.6292761,39.00224818,2.27564463,0.972161809,0.148325359,0.221400609,0.168334058,0.107003045,0.464549804,0.260983036,0.116572423,0.156589822,0.406263593,0.172683776,58,32.88,39.29,0.767290126,0.240539365,0.402783819,0.858478346,0.103088299,17.248393799323626,0.9686820356676816
001416.OF,001416.OF,2464.999007,40.73919921,71.15739349,44.43976481,36.56234239,17.94970167,18.90646458,16.07673096,72.27885892,39.77719162,7.45353584,0.59199652,0.837755546,0.941278817,0.875598086,0.775554589,0.772074815,0.939973902,0.925619835,0.799043062,0.445411048,0.930404524,245,32.47,35.74,0.983036103,0.230969987,0.296215746,1.462839428,0.251413658,-12.39881395239505,0.06307090039147456
001417.OF,001417.OF,964.9494137,57.22114102,35.56116932,53.72349436,50.96517254,19.73093609,18.55674483,17.07030955,79.89895417,32.87889311,10.4325487,0.256633319,0.973901696,0.639408438,0.941278817,0.973031753,0.875598086,0.92692475,0.957372771,0.930839495,0.196172249,0.990865594,73,58.73,86.38,0.863636364,0.819051762,0.964114833,2.255218941,0.449760766,-16.561970375008485,0.03697259678120922
001418.OF,001418.OF,5712.279064,10.90083547,3.93058487,8.85086922,2.85694716,2.9757088,1.79357382,1.00354707,15.17409666,16.65581356,0.29825139,0.913005655,0.019138756,0.032187908,0.083514572,0.007394519,0.020008699,0.010439321,0.01261418,0.031317964,0.029578077,0.013049152,17,24.29,18.23,0.029578077,0.114397564,0.045454545,0.711078176,0.069160505,13.861672826814475,0.9543279686820356
001419.OF,001419.OF,3759.475716,20.12985226,19.71846983,10.87359376,10.4933541,7.58619672,6.61755699,4.17538009,23.88957078,25.47652738,1.72483629,0.792518486,0.163549369,0.277511962,0.113092649,0.07568508,0.09308395,0.109177903,0.099608525,0.080469769,0.090909091,0.111352762,163,12.13,16.64,0.967812092,0.021313615,0.038277512,1.679721747,0.307090039,4.3580095828812295,0.8073075250108743
001421.OF,001421.OF,1208.216435,36.94160299,48.23196817,37.25118979,28.85611533,18.91632037,12.47564401,9.6650606,47.0046193,48.49768881,5.55268503,0.329708569,0.752501087,0.813397129,0.770334928,0.472379295,0.839930405,0.451500652,0.433666812,0.290561114,0.809482384,0.733362331,101,14.67,37.6,0.920835146,0.037407569,0.345802523,4.646534029,0.783819052,-2.556251338281117,0.29969551979121356
001424.OF,001424.OF,1183.778717,14.820632,31.65973221,16.8636209,13.2460824,11.4094014,12.64378495,7.3811822,35.94392466,58.40716118,2.07464497,0.321879078,0.043497173,0.557198782,0.211831231,0.10830796,0.261418008,0.47107438,0.224880383,0.166594171,0.963462375,0.153110048,48,56.62,39.97,0.637451066,0.784688995,0.425402349,1.649710122,0.300565463,4.86027053666826,0.8234014789038713
001430.OF,001430.OF,6769.082411,21.11798328,18.46113575,14.55793714,12.44696451,13.01439611,9.41545762,4.43094003,28.13815918,36.86191835,2.20775,0.959547629,0.197477164,0.248803828,0.178338408,0.100043497,0.374075685,0.223140496,0.109177903,0.11091779,0.318399304,0.166594171,60,29.21,36.94,0.785558939,0.177468465,0.331883428,1.47927971,0.256633319,12.043240706654457,0.9421487603305785
001437.OF,001437.OF,887.6192051,53.50931274,17.51220226,55.00016985,49.50136942,18.18344115,10.79895488,11.01797654,62.21093474,36.36314508,6.60818229,0.23183993,0.958242714,0.233579817,0.949108308,0.965637234,0.787733797,0.316224445,0.580252284,0.56676816,0.302740322,0.869508482,23,79.52,65.78,0.096128752,0.992170509,0.859939104,2.603592396,0.530665507,-3.7306179012208194,0.24184428012179207
001441.OF,001441.OF,1403.439287,35.48005482,68.56579818,34.90106371,31.08250543,15.19729145,14.95821179,13.29242498,82.55505089,42.28982765,4.68607641,0.382340148,0.707699,0.935624184,0.716398434,0.561113528,0.56415833,0.694214876,0.772509787,0.965202262,0.563723358,0.583732057,33,64.07,51.09,0.32122662,0.897346672,0.673771205,1.455939598,0.247933884,4.5961526557779635,0.8138321009134406
001443.OF,001443.OF,1821.222825,25.58169448,48.75721877,20.84492168,9.83354506,5.93420833,5.50408941,4.78841802,21.46958359,15.81885277,1.83464132,0.47107438,0.337973032,0.821661592,0.301870378,0.066985646,0.052631579,0.07568508,0.12092214,0.065245759,0.026098304,0.123096999,30,21.39,13.67,0.249021314,0.088734232,0.024793388,0.25082293,0.009569378,-2.6041464390835376,0.2962157459765115
001445.OF,001445.OF,1396.276945,21.57067468,73.59144779,17.65355883,29.9341268,11.81998189,13.15480108,10.85109904,65.39614144,44.27901308,4.36306206,0.380600261,0.213136146,0.947803393,0.230100043,0.520661157,0.293170944,0.521096129,0.561548499,0.641583297,0.657242279,0.517181383,58,37.38,27.8,0.767290126,0.318399304,0.134841235,6.632395092,0.901261418,-0.4876548373756016,0.4532405393649413
001447.OF,001447.OF,6629.619507,23.57543127,6.71407629,8.95544875,9.61664673,7.70909802,5.99287198,3.84847591,20.082159,19.08044033,1.55749446,0.955632884,0.284036538,0.064810787,0.085254458,0.064375816,0.097868639,0.089604176,0.08568943,0.056981296,0.047411918,0.09569378,24,22.01,18.83,0.114397564,0.09308395,0.049586777,0.329212496,0.016963897,19.349350062337855,0.9747716398434102
001449.OF,001449.OF,488.73377,28.38168358,54.79422982,41.901469,31.71822396,13.43737041,7.22571647,7.13156984,2.37311701,41.4637956,4.21730777,0.084819487,0.444541105,0.861244019,0.846889952,0.595476294,0.414963027,0.123966942,0.207046542,0.008264463,0.521096129,0.49108308,39,53.63,51.21,0.471944324,0.729012614,0.676381035,3.696177753,0.69030013,0.6943762560977678,0.5763375380600261
001457.OF,001457.OF,1879.286697,28.63564681,50.80306064,32.40344739,33.70165023,16.5690268,15.04150913,12.30016009,48.41559813,49.91504811,4.75242445,0.481513702,0.453240539,0.835580687,0.655067421,0.678990866,0.664201827,0.703784254,0.698129622,0.311439756,0.844715094,0.594171379,50,34.06,32.39,0.6661592,0.260548064,0.216180948,5.687396786,0.857764245,2.0570211346601126,0.6881252718573293
001463.OF,001463.OF,2741.649487,35.60562603,32.01475953,38.47652675,29.75568428,15.83378944,14.43194517,12.32985467,67.68415396,37.56874656,5.87692758,0.63723358,0.712048717,0.565898217,0.792083515,0.510656807,0.608960418,0.647672901,0.701174424,0.692909961,0.341452806,0.785123967,27,61.7,41.61,0.17137886,0.863201392,0.47107438,5.124589688,0.823836451,-6.0909695449553025,0.15789473684210525
001466.OF,001466.OF,6504.543133,16.34004171,31.59092338,11.15521194,10.31017324,12.68200144,8.97491465,3.8251349,17.03321368,39.29649779,1.87766819,0.947368421,0.064375816,0.555458895,0.117442366,0.07307525,0.349717268,0.197477164,0.084384515,0.040452371,0.422357547,0.128751631,60,30.29,39.57,0.785558939,0.191605046,0.410178338,2.322404335,0.472379295,4.893339604449197,0.82557633753806
001468.OF,001468.OF,1046.718453,27.62850765,91.42314101,19.81783986,28.94794757,11.38658721,9.53986172,8.99986787,15.8933362,47.93522538,4.48383307,0.282296651,0.416702914,0.973466725,0.280991736,0.478033928,0.260548064,0.230969987,0.363201392,0.033492823,0.792083515,0.5415398,54,44.45,48.46,0.71922575,0.494562853,0.632883863,3.709000295,0.691605046,2.7866205332830796,0.7272727272727273
001470.OF,001470.OF,1474.289471,26.63283492,10.47582065,7.13843352,6.78671693,2.97760465,3.33055982,2.75304968,14.67496893,8.57874214,1.05545716,0.393649413,0.378860374,0.112657677,0.063940844,0.033492823,0.020443671,0.023488473,0.05045672,0.028708134,0.006089604,0.056981296,80,6.85,6.13,0.884949978,0.005654632,0.003479774,0.261100221,0.010439321,3.924518930223351,0.7868638538494998
001471.OF,001471.OF,117.524913,27.45229296,9.79942504,16.0497877,20.61253437,7.88988665,7.51931565,7.37300362,51.33686425,22.71685076,1.94841064,0.007394519,0.41061331,0.103088299,0.199217051,0.196607221,0.104393214,0.134841235,0.224445411,0.353197042,0.066550674,0.134406264,22,50.67,37.51,0.081557199,0.662026968,0.344062636,3.345572147,0.64984776,5.3687168026270635,0.838190517616355
001473.OF,001473.OF,2960.819461,28.17481309,22.27729826,24.84964294,36.22067176,15.26705881,15.77342596,11.42454673,67.72640588,49.03925431,4.34513711,0.674206177,0.438886472,0.330143541,0.415832971,0.766420183,0.565898217,0.766420183,0.627664202,0.693779904,0.822966507,0.514571553,29,54.39,46.58,0.221835581,0.745106568,0.592866464,1.776695757,0.330143541,7.4718654489362875,0.8829926054806437
001474.OF,001474.OF,1804.591198,19.42572967,67.38941135,36.03330022,30.65134008,14.52089863,14.42014145,10.9901979,48.69971456,42.84723702,3.8603383,0.466289691,0.136146151,0.932144411,0.742931709,0.54414963,0.50630709,0.645498043,0.577207482,0.315789474,0.593736407,0.415397999,54,33.71,36.5,0.71922575,0.255110918,0.318181818,3.30752133,0.642453241,-1.5224166853672267,0.36363636363636365
001475.OF,001475.OF,271.5094048,32.38472555,18.23008442,35.99290311,24.55345782,8.46567208,8.21800572,7.95789864,76.2874383,45.03267866,3.26592888,0.026968247,0.597216181,0.24445411,0.742061766,0.307090039,0.11831231,0.163114398,0.274032188,0.877772945,0.689865159,0.299260548,46,65.45,82.43,0.607003045,0.909525881,0.947368421,0.788715289,0.088734232,-0.9818386695430212,0.4032187907785994
001476.OF,001476.OF,1029.367805,36.76376929,41.26935926,36.24811457,27.87709155,12.01388,15.05606445,12.97190065,58.32866732,44.4474708,5.92234881,0.277511962,0.748586342,0.735972162,0.750326229,0.432796868,0.307090039,0.705524141,0.74554154,0.48368856,0.665941714,0.791648543,68,44.54,62.94,0.841670291,0.497172684,0.836885602,0.690855304,0.066985646,-1.862839457913462,0.33884297520661155
001479.OF,001479.OF,7389.069224,17.71868686,15.00234989,11.15578146,11.24713735,12.22445318,8.91054915,4.13990377,27.54654834,34.79307777,1.96521377,0.981731187,0.094388865,0.185732927,0.117877338,0.082644628,0.324053936,0.193562418,0.09830361,0.104828186,0.245759026,0.135711179,50,29.66,34.98,0.6661592,0.18399304,0.279034363,2.015102285,0.391039582,5.6598621940424225,0.8455850369725968
001480.OF,001480.OF,389.7807178,30.20167631,91.98052525,48.27308759,27.20523476,12.98774458,12.21576724,12.33462911,69.64725835,32.38179224,5.76355428,0.051761635,0.521966072,0.97477164,0.907785994,0.409743367,0.371900826,0.43062201,0.702044367,0.743801653,0.18399304,0.767725098,21,66.64,83.91,0.066985646,0.923444976,0.954327969,3.143510162,0.618094824,0.1636449903100383,0.5315354501957372
001482.OF,001482.OF,1509.631288,45.53592213,46.2419246,42.47646093,39.05729103,16.53094749,15.11586032,13.57258623,75.65467805,34.31064742,7.32548183,0.401478904,0.901261418,0.79338843,0.856024358,0.84384515,0.660287081,0.712048717,0.790343628,0.864723793,0.234014789,0.92431492,45,36.04,42.2,0.588299261,0.28969117,0.486298391,5.114760322,0.823401479,-3.8911319371887467,0.234884732492388
001484.OF,001484.OF,7679.240213,27.80478671,14.37461201,11.22815932,11.52720442,7.93062266,5.58242941,3.55683686,18.63379805,17.45546137,2.0251579,0.986515876,0.425837321,0.171813832,0.118747281,0.084384515,0.105263158,0.078294911,0.076120052,0.049586777,0.03262288,0.145280557,28,21.44,18.5,0.196389735,0.089604176,0.04784689,0.61391927,0.05045672,7.155979954823702,0.8782079164854284
001487.OF,001487.OF,2266.656047,22.78450219,127.2492202,37.09857403,38.78253535,18.83810118,20.06591001,15.00787561,81.24415829,46.36758167,5.71960656,0.550239234,0.257938234,0.993910396,0.766855154,0.837320574,0.835580687,0.973031753,0.873858199,0.947368421,0.742496738,0.759025663,19,86.39,73.21,0.043497173,0.998695085,0.90430622,1.503807677,0.26446281,-4.989412771830131,0.1966072205306655
