日期,小盘价值,小盘成长,大盘价值,大盘成长
2022/1/10,0.5312,-0.435,2.5271,-0.346
2022/1/11,0.5004,-0.5229,0.5883,-0.8759
2022/1/12,0.039,-0.0681,-0.4466,0.4756
2022/1/13,-0.7785,-0.8123,-1.1186,-0.6691
2022/1/14,-2.0105,-1.6188,-2.7049,-2.4241
2022/1/17,-0.1745,1.8128,-1.7714,1.0494
2022/1/18,1.2793,1.1071,2.299,1.6788
2022/1/19,0.3226,-1.3806,2.7589,-0.6547
2022/1/20,-0.902,-2.3334,2.8056,-0.3698
2022/1/21,-2.3184,-2.8789,1.0504,-0.0789
2022/1/24,-1.822,-1.1467,-0.8478,-0.7475
2022/1/25,-4.1951,-3.1331,-2.2856,-1.8878
2022/1/26,-3.1069,-3.0692,-1.6544,-1.356
2022/1/27,-1.1608,-2.4085,-0.4505,-1.5581
2022/1/28,-2.1756,-3.129,-2.7956,-3.4287
2022/2/7,1.9552,1.0561,1.505,-0.9739
2022/2/8,4.351,1.7171,4.7834,-2.1464
2022/2/9,3.2456,1.7882,1.5294,-1.0395
2022/2/10,2.0441,1.0579,0.8401,0.1647
2022/2/11,-0.2886,-2.5533,1.8294,-2.9639
2022/2/14,-2.6868,-2.9009,-1.4768,-2.1657
2022/2/15,-1.656,0.525,-3.5233,2.3444
2022/2/16,0.6775,1.7714,-0.1545,2.871
2022/2/17,0.2641,0.4501,0.6191,0.6564
2022/2/18,1.0627,1.029,1.0478,0.5386
2022/2/21,2.0242,1.4001,0.9482,-0.7583
2022/2/22,-0.8659,-0.8523,-1.5795,-2.4468
2022/2/23,-0.7156,0.795,-1.7309,0.3196
2022/2/24,-1.528,0.0547,-2.3958,-0.126
2022/2/25,-1.4242,-1.2471,-2.1518,-0.2376
2022/2/28,1.2476,1.6867,-0.5596,2.191
2022/3/1,0.863,0.8938,0.8192,1.7017
2022/3/2,0.9025,-0.4147,0.6724,-0.2673
2022/3/3,1.957,-0.9536,0.4409,-3.427
2022/3/4,0.2804,-1.3728,-0.2424,-3.1219
2022/3/7,-2.2657,-2.9414,-2.7668,-5.5134
2022/3/8,-4.6755,-5.012,-4.2703,-4.7896
2022/3/9,-5.143,-4.3307,-4.0366,-0.8755
2022/3/10,0.1951,0.3274,-1.3924,2.1627
2022/3/11,2.4072,2.0522,0.3414,2.5848
2022/3/14,-1.8881,-2.3632,-2.1377,-3.6718
2022/3/15,-8.8461,-8.045,-7.9123,-7.2472
2022/3/16,-4.1557,-2.7335,-2.004,1.2206
2022/3/17,4.4647,5.3141,5.2106,8.102
2022/3/18,4.0873,3.1491,3.8292,2.7397
2022/3/21,2.4581,1.3916,1.1989,-0.1217
2022/3/22,1.076,0.036,0.2763,-1.0079
2022/3/23,1.3299,0.3478,1.2338,0.0309
2022/3/24,-0.0236,-0.6013,-0.5723,0.2624
2022/3/25,-1.0494,-2.699,-0.9689,-3.34
2022/3/28,0.2638,-1.6271,0.121,-4.0961
2022/3/29,0.7425,-1.3352,0.6261,-1.9836
2022/3/30,1.7327,0.9256,1.8139,3.4104
2022/3/31,2.2912,0.7521,2.7089,2.454
2022/4/1,1.1993,-0.9016,2.1226,-0.1132
2022/4/6,2.2365,0.0819,2.8195,-0.3443
2022/4/7,-0.7334,-2.3945,0.0884,-2.6634
2022/4/8,-1.7309,-2.3837,-0.022,-1.0242
2022/4/11,-2.0867,-3.634,-0.6392,-3.594
2022/4/12,-1.3346,-2.3957,-1.4318,-0.8361
2022/4/13,0.5443,-0.4304,0.0313,1.5139
2022/4/14,1.1153,-0.1225,0.5894,0.1641
2022/4/15,0.7961,0.4196,1.5743,1.472
2022/4/18,-2.2807,-0.1052,-1.97,0.2058
2022/4/19,-0.4937,1.0521,-2.7183,-0.9726
2022/4/20,-2.1266,-2.0787,-1.7678,-3.2149
2022/4/21,-6.4563,-5.9099,-2.3259,-3.8995
2022/4/22,-2.9833,-4.932,0.9209,-2.1246
2022/4/25,-5.4875,-8.5639,-2.4632,-5.1645
2022/4/26,-8.1817,-9.7865,-5.0128,-5.0401
2022/4/27,0.6036,2.2115,-0.6505,4.4686
2022/4/28,3.3395,4.2774,1.9591,5.0396
2022/4/29,3.3722,3.3155,2.7885,2.7094
2022/5/5,4.1865,5.7367,1.2748,1.0463
2022/5/6,-1.536,0.0506,-2.2977,-3.8927
2022/5/9,-1.6161,-0.6491,-3.1691,-4.0043
2022/5/10,2.1623,2.2391,-0.0535,0.1832
2022/5/11,1.0957,2.1747,0.3712,3.902
2022/5/12,-0.1603,1.2474,-1.2064,2.1222
2022/5/13,1.3917,1.2714,0.8245,-0.2026
2022/5/16,2.1331,0.7942,1.0417,-0.8389
2022/5/17,-0.1062,0.1901,0.0611,0.3526
2022/5/18,-1.3066,0.2667,0.0759,0.9828
2022/5/19,-0.0966,0.5714,-0.5966,-0.2546
2022/5/20,1.9651,2.2776,1.5446,2.5582
2022/5/23,1.9924,2.6655,0.4378,1.5999
2022/5/24,-2.6594,-2.5738,-2.2217,-3.6042
2022/5/25,-0.9718,-2.2505,-0.583,-2.709
2022/5/26,3.4512,2.3287,1.1274,-0.0948
2022/5/27,0.8812,0.5168,0.8549,0.2987
2022/5/30,0.2098,0.4436,-0.1143,1.8668
2022/5/31,0.9139,2.6043,0.0501,3.8497
2022/6/1,0.9284,2.0169,0.3311,2.4844
2022/6/2,0.1909,1.4539,-0.9754,0.4394
2022/6/6,0.7223,3.5287,-0.8433,3.3472
