日期,小盘价值,小盘成长,大盘价值,大盘成长
2019/12/31,1.9848,1.2203,1.085,2.1398
2020/1/2,2.0316,2.5832,1.781,1.4879
2020/1/3,1.4597,2.6302,1.4145,0.1805
2020/1/6,0.6142,1.9713,-1.1303,-1.2931
2020/1/7,1.9367,3.3101,-0.4093,0.7148
2020/1/8,-0.0995,0.3955,-0.42,0.655
2020/1/9,-0.4455,0.4361,-0.1735,1.3149
2020/1/10,0.9327,1.4684,0.5491,2.0095
2020/1/13,0.866,1.1873,0.2816,1.1721
2020/1/14,0.9366,1.3876,0.56,0.5444
2020/1/15,-0.5509,-0.2556,-1.1626,-0.5099
2020/1/16,-1.1609,-0.2916,-1.8198,-0.1981
2020/1/17,-0.9925,-0.5052,-0.4156,-0.3183
2020/1/20,0.2086,0.9672,0.6399,0.5624
2020/1/21,-0.7536,0.0731,-1.526,-1.2037
2020/1/22,-1.0906,-0.1388,-1.8499,-1.2068
2020/1/23,-2.8776,-1.9916,-2.6081,-2.8808
2020/2/3,-12.0656,-11.4521,-9.6137,-10.88
2020/2/4,-7.8486,-6.5157,-4.7359,-4.0987
2020/2/5,3.9088,5.3218,2.9128,5.9394
2020/2/6,4.8603,6.2283,1.4249,4.2116
2020/2/7,2.6699,4.0869,0.6603,1.6903
2020/2/10,1.9088,2.0028,-0.2426,0.3492
2020/2/11,1.3606,0.6377,1.3457,2.1248
2020/2/12,0.9278,1.6903,1.396,1.8815
2020/2/13,0.0136,1.0444,-0.1978,-0.2765
2020/2/14,-0.8914,-0.8489,0.2843,-0.4163
2020/2/17,3.0161,3.4488,2.21,2.3335
2020/2/18,3.3068,4.3307,0.4838,1.3512
2020/2/19,-0.3156,-0.5318,-1.0767,-0.3906
2020/2/20,0.8071,-0.321,1.4355,2.7117
2020/2/21,2.5343,2.9592,0.9694,2.8016
2020/2/24,0.7757,2.5765,-1.6355,-0.1813
2020/2/25,-0.5275,0.732,-2.0199,-0.5433
2020/2/26,-0.9766,-3.4384,-0.6078,-1.9856
2020/2/27,-0.3774,-2.8697,0.5948,-1.1705
2020/2/28,-3.7169,-5.0582,-2.1873,-3.1116
2020/3/2,0.4085,-1.7419,0.4936,-0.7061
2020/3/3,5.3573,5.2346,2.9964,4.2202
2020/3/4,2.0387,1.5127,0.7945,1.436
2020/3/5,2.9511,1.4962,2.8677,3.3419
2020/3/6,1.2673,0.9443,0.153,1.3039
2020/3/9,-3.7793,-4.7099,-4.6214,-5.2794
2020/3/10,-1.7058,-2.118,-1.3767,-1.5386
2020/3/11,0.4323,0.7735,0.3141,0.9718
2020/3/12,-3.123,-3.6429,-2.58,-4.0691
2020/3/13,-3.229,-3.1535,-3.2183,-4.2013
2020/3/16,-4.5307,-5.9677,-4.9794,-6.4727
2020/3/17,-3.4486,-4.8612,-3.7453,-5.8894
2020/3/18,-1.9599,-1.5445,-2.503,-2.3715
2020/3/19,-1.7017,-1.4358,-4.6736,-2.9586
2020/3/20,1.4188,1.2871,-0.738,0.8634
2020/3/23,-2.1774,-3.5732,-1.0231,-1.4073
2020/3/24,-1.7856,-2.8295,-0.1656,-0.7878
2020/3/25,3.7532,4.495,5.5365,6.3833
2020/3/26,1.3262,1.8622,2.0612,2.6298
2020/3/27,-0.4822,-1.6071,0.043,-0.2385
2020/3/30,-1.0914,-3.1178,-0.0747,-0.6463
2020/3/31,-1.1239,-2.2325,-1.1417,0.5957
2020/4/1,-0.4398,-0.0332,-0.685,1.3618
2020/4/2,0.7837,2.267,0.7163,1.627
2020/4/3,0.59,1.4719,0.1187,1.6598
2020/4/7,1.6217,2.3243,0.7508,2.4664
2020/4/8,2.2967,3.4513,0.7973,2.0478
2020/4/9,0.2658,1.1505,-0.6438,-0.3327
2020/4/10,-0.9225,-1.6773,0.2917,-0.1197
2020/4/13,-1.4283,-3.546,0.2908,-0.3879
2020/4/14,1.1851,1.4845,1.2385,2.0258
2020/4/15,0.6484,2.2988,0.298,1.03
2020/4/16,-0.3789,0.5478,-1.1518,-0.9405
2020/4/17,0.2064,0.5267,0.9616,1.286
2020/4/20,0.8691,0.8193,1.2993,1.6681
2020/4/21,0.341,0.3731,-1.0007,-1.1972
2020/4/22,0.1872,0.1698,-0.8838,0.1418
2020/4/23,0.343,0.2801,0.136,1.6539
2020/4/24,-1.4824,-2.2413,-0.8933,-0.5673
2020/4/27,-0.807,-1.9395,-0.0271,0.298
2020/4/28,-1.0602,-1.4896,1.2899,2.101
2020/4/29,-1.1101,-1.2655,2.1631,0.7982
2020/4/30,1.9475,2.5704,2.4099,0.3953
2020/5/6,2.5809,4.5833,0.2113,2.1201
2020/5/7,0.7056,1.9211,-1.0744,1.2691
2020/5/8,0.7636,1.3362,0.5003,1.3393
2020/5/11,0.9796,1.3032,1.5516,1.0076
2020/5/12,-0.2898,0.2764,0.1214,0.4113
2020/5/13,0.1572,0.8009,-0.6242,1.2581
2020/5/14,-0.5375,-0.5252,-1.359,-0.5874
2020/5/15,-1.1047,-0.8177,-1.3755,-1.7869
2020/5/18,0.2286,-0.6047,-0.0695,0.231
2020/5/19,0.884,0.2249,0.9415,1.8433
2020/5/20,-0.0967,-0.0708,0.6587,0.2265
2020/5/21,-1.376,-2.2266,-0.6919,-0.8388
2020/5/22,-2.2208,-3.069,-2.7295,-2.5817
2020/5/25,-1.6566,-2.2019,-2.0943,-1.91
2020/5/26,1.4131,2.1913,0.8495,2.0872
2020/5/27,1.2455,1.9104,0.8508,0.3339
2020/5/28,-0.346,-1.0226,0.9252,-1.3391
2020/5/29,0.3862,0.6292,0.2768,0.8485
2020/6/1,2.7453,4.4115,1.2252,4.1486
2020/6/2,2.8026,3.4162,2.7839,2.7859
2020/6/3,0.5145,0.0364,1.0523,-0.3093
2020/6/4,0.2414,0.441,-0.0576,0.4202
2020/6/5,0.2629,0.4293,-0.1099,1.1119
2020/6/8,0.0541,-0.4409,1.2013,1.3148
2020/6/9,0.8048,0.3891,1.3511,1.3805
2020/6/10,0.7992,0.7522,-0.5925,1.0545
2020/6/11,-0.7451,-0.2234,-2.2956,-0.8279
2020/6/12,-0.5904,-0.0997,-1.6208,-0.6837
2020/6/15,0.55,0.316,-1.7365,-0.7785
2020/6/16,2.1922,2.5056,-0.384,0.2832
2020/6/17,2.5956,2.7968,1.0643,1.6472
2020/6/18,1.289,0.3886,0.2606,0.9906
2020/6/19,0.6055,0.541,0.8854,2.8823
2020/6/22,-0.4028,0.6204,-0.2159,2.0244
2020/6/23,-0.5928,0.7439,-1.1919,1.3277
2020/6/24,-0.2798,0.581,0.41,1.7535
2020/6/29,-0.92,-0.4423,0.0659,0.4146
2020/6/30,0.1415,1.2098,-0.7636,1.8483
2020/7/1,1.8084,1.8405,2.9848,3.9306
2020/7/2,3.436,1.3814,5.2293,3.3443
2020/7/3,4.1758,2.3605,4.2165,2.0718
2020/7/6,6.6865,5.2336,9.2002,4.7103
2020/7/7,5.1886,4.9843,6.6543,6.0723
2020/7/8,2.4922,2.899,0.2602,3.0215
2020/7/9,4.4611,4.7249,1.0658,3.2317
2020/7/10,0.7718,2.4507,-3.556,1.8555
2020/7/13,1.6128,2.9352,-3.3949,2.6952
2020/7/14,1.8863,1.5801,-0.9581,2.5257
2020/7/15,-2.7082,-4.0293,-2.7524,-1.1563
2020/7/16,-5.5073,-7.7331,-3.5864,-6.8299
2020/7/17,-3.9908,-5.0581,-1.9074,-4.5232
2020/7/20,4.1745,3.4331,4.4211,3.6864
2020/7/21,4.4524,3.8406,3.1828,2.9564
2020/7/22,0.5784,1.7903,-1.067,2.2623
2020/7/23,0.1864,0.7297,-1.335,1.921
2020/7/24,-4.5712,-5.3635,-4.0311,-4.3438
2020/7/27,-4.217,-5.0139,-3.0688,-4.1373
2020/7/28,0.8679,1.4013,0.1886,2.7574
2020/7/29,2.6893,3.8567,1.9696,4.3311
2020/7/30,2.2262,2.0798,0.7169,2.4055
2020/7/31,1.3079,0.9523,-0.7405,0.8848
2020/8/3,3.697,4.0721,1.3826,2.3574
2020/8/4,2.5527,2.1266,2.8833,0.538
2020/8/5,0.0068,0.4617,0.639,-0.493
2020/8/6,-0.5414,0.8876,-0.5507,-1.2312
2020/8/7,-1.242,-1.2111,-0.2724,-2.6787
2020/8/10,0.6094,-0.8105,0.3432,-1.3762
2020/8/11,-0.8609,-1.857,0.6027,-0.7267
2020/8/12,-2.9353,-3.491,-0.4614,-2.1259
2020/8/13,-0.4733,-1.2987,-0.1923,-1.8041
2020/8/14,0.8498,0.847,1.2952,1.4903
2020/8/17,2.7586,3.0234,4.1807,3.1523
2020/8/18,3.0872,2.9632,1.8938,1.7836
2020/8/19,-0.3845,-1.1872,-1.8238,-1.443
2020/8/20,-2.3735,-2.9037,-2.0735,-3.0133
2020/8/21,-0.9831,-0.3789,-0.5911,0.0093
2020/8/24,0.8317,1.484,0.3878,3.0093
2020/8/25,-0.2232,0.723,-0.2787,2.4873
2020/8/26,-2.5603,-2.6151,-1.3269,-0.1722
2020/8/27,-1.2144,-1.6397,-1.2008,-0.019
2020/8/28,2.1787,2.5133,1.9048,3.7353
2020/8/31,1.2102,1.3072,1.3396,2.5298
2020/9/1,-0.0512,0.1464,-0.5263,0.5516
2020/9/2,0.1347,0.9706,-0.2327,1.2322
2020/9/3,-0.7654,-0.3386,-0.6153,-0.1915
2020/9/4,-1.3299,-1.4435,-0.7195,-2.0757
2020/9/7,-2.3453,-2.3907,-1.2391,-4.7617
2020/9/8,-0.5254,-1.224,0.7429,-3.2568
2020/9/9,-0.3586,-2.516,0.1643,-2.9211
2020/9/10,-3.1619,-5.4417,-0.9883,-2.2666
2020/9/11,-1.0009,-0.9533,0.2953,2.2925
2020/9/14,1.0943,3.1027,0.7667,2.3848
2020/9/15,0.8206,2.1224,1.6095,1.73
2020/9/16,0.4202,0.1039,0.8139,-0.6054
2020/9/17,-0.0027,-0.0661,-0.0646,-2.3864
2020/9/18,1.962,1.7531,2.528,0.6389
2020/9/21,1.1906,0.7855,1.4014,0.443
2020/9/22,-2.255,-2.2905,-2.7559,-1.6703
2020/9/23,-1.5756,-1.3401,-2.0181,0.3669
2020/9/24,-2.4751,-2.2134,-1.9746,-0.9668
2020/9/25,-2.6191,-2.9136,-1.8853,-1.8026
2020/9/28,-0.6031,-1.2606,0.2311,0.6234
2020/9/29,-0.1041,0.0924,0.0393,1.3827
2020/9/30,-0.2659,0.696,-0.9559,1.2539
2020/10/9,2.1131,2.9046,0.6818,2.9826
2020/10/12,5.4091,6.4608,3.6728,5.92
2020/10/13,2.612,3.3037,2.7314,3.8296
2020/10/14,-0.1243,-0.0097,-0.1817,-0.2227
2020/10/15,-0.6927,-1.1128,-0.0467,-1.2869
2020/10/16,-0.3497,-1.2883,0.8156,-1.2682
2020/10/19,-0.5814,-1.2737,0.3154,-1.8981
2020/10/20,-0.2249,0.0671,-0.1957,0.3843
2020/10/21,-0.2912,-0.6626,1.0818,0.9618
2020/10/22,-1.5618,-2.4416,0.9832,-0.8961
2020/10/23,-1.5398,-2.7089,-0.1484,-2.6462
2020/10/26,-1.0564,-1.4093,-0.671,-2.5809
2020/10/27,-0.5818,0.8699,-1.2762,0.246
2020/10/28,-0.1212,1.0473,-0.8628,2.1711
2020/10/29,0.1913,0.6897,-0.0228,3.2496
2020/10/30,-2.2571,-2.1365,-0.883,-0.1201
2020/11/2,-1.577,-1.344,-0.1179,-0.6216
2020/11/3,2.0381,2.3589,2.24,1.932
2020/11/4,1.2217,1.2063,2.5825,1.9575
2020/11/5,1.8285,1.9013,2.5861,2.4757
2020/11/6,1.7378,1.291,1.9641,1.3188
2020/11/9,1.4437,1.2029,1.9338,1.9726
2020/11/10,1.3236,1.5437,0.9671,1.2614
2020/11/11,-0.2257,-1.7205,0.179,-2.3561
2020/11/12,0.5867,-0.5289,-0.0182,-0.8856
2020/11/13,-0.5431,1.0542,-1.8569,-0.2714
2020/11/16,1.3649,1.8893,-0.1667,-0.0506
2020/11/17,2.1899,0.5318,2.1365,0.0927
2020/11/18,0.1446,-1.0975,1.6788,-2.1756
2020/11/19,-0.1535,-0.4704,1.4997,0.1547
2020/11/20,0.4914,0.9118,0.4545,1.8726
2020/11/23,2.4125,2.3455,1.1057,1.4596
2020/11/24,1.1042,1.4633,0.2145,0.1901
2020/11/25,-1.9895,-1.5437,-1.3731,-2.8965
2020/11/26,-2.0208,-2.7408,0.1904,-2.2548
2020/11/27,-0.2888,-0.9368,2.2034,0.8057
2020/11/30,-0.5769,-0.6339,0.7611,0.5065
2020/12/1,0.7422,0.9438,1.1451,1.4265
2020/12/2,1.5362,1.9469,2.2179,2.1874
2020/12/3,-0.5667,0.0567,-0.7282,0.5518
2020/12/4,-0.7974,0.4568,-1.6654,1.3368
2020/12/7,-1.0335,0.6182,-2.6274,1.2231
2020/12/8,-1.33,0.0272,-2.6101,0.3144
2020/12/9,-1.6608,-1.1515,-1.6902,-1.3368
2020/12/10,-0.8812,-0.9036,-1.1189,-1.0978
2020/12/11,-0.8112,-1.0745,-1.4126,-0.4375
2020/12/14,-1.0506,-0.3815,-0.502,0.3187
2020/12/15,0.0473,1.3064,0.4356,1.7012
2020/12/16,-0.498,-0.3612,-0.0183,1.537
2020/12/17,0.9249,0.8885,1.3336,1.9394
2020/12/18,1.5961,1.5029,0.64,0.6562
2020/12/21,1.252,2.2861,-0.6905,1.2974
2020/12/22,-1.7745,-0.8432,-2.3634,1.0321
2020/12/23,-1.7956,-1.9749,-1.4716,0.1809
2020/12/24,-0.3422,-0.2805,0.6771,0.6252
2020/12/25,0.3294,0.391,0.3222,0.8654
2020/12/28,1.2493,0.853,0.9494,1.9228
2020/12/29,-1.5798,-1.624,0.5133,0.2867
2020/12/30,-0.7258,0.0354,0.1625,1.6754
2020/12/31,1.4713,2.7334,1.6347,4.5446
2021/1/4,2.0772,4.081,0.7811,4.6548
2021/1/5,1.003,2.3718,-0.8011,5.9152
2021/1/6,-0.2935,-0.3853,1.1599,4.5752
2021/1/7,-0.4219,0.0396,2.7081,3.6941
2021/1/8,-0.1062,0.9493,1.9332,1.3476
2021/1/11,-1.577,-0.4443,0.3965,-2.3691
2021/1/12,-0.8821,0.0972,1.6633,1.6448
2021/1/13,0.983,0.3737,2.3993,1.9612
2021/1/14,-0.292,-0.8722,-0.4442,-3.6584
2021/1/15,-0.1399,-0.1798,-0.1203,-3.5447
2021/1/18,1.4385,2.0675,1.2451,-0.2506
2021/1/19,0.7919,0.4083,0.0983,-1.5502
2021/1/20,-0.291,-0.257,-1.0076,-0.0355
2021/1/21,0.9372,2.9982,-0.1555,4.4207
2021/1/22,0.1348,2.3234,-0.7295,3.8743
2021/1/25,-1.013,0.639,-0.8733,3.3386
2021/1/26,-1.4468,-1.9816,-0.7494,-0.7891
2021/1/27,-0.9506,-2.0594,-0.6795,-2.3233
2021/1/28,-1.8724,-2.6604,-1.4073,-3.1326
2021/1/29,-3.3283,-3.5,-2.5524,-3.2891
2021/2/1,-0.5106,-0.4267,0.3988,1.2827
2021/2/2,0.8873,2.1912,1.2313,3.9024
2021/2/3,-0.562,0.8147,-0.2202,3.2423
2021/2/4,-1.9647,-3.2476,0.017,0.8904
2021/2/5,-2.7632,-4.0949,1.3195,0.4463
2021/2/8,-0.0145,-0.3435,1.3512,2.3867
2021/2/9,3.9096,3.943,1.053,4.9937
2021/2/10,3.1594,4.1468,1.641,6.5159
2021/2/18,4.0794,2.9621,2.1573,0.3773
2021/2/19,6.2022,2.4967,2.005,-3.6849
2021/2/22,4.4724,0.9669,-0.2423,-5.7606
2021/2/23,1.4379,-1.0381,-0.8388,-5.6184
2021/2/24,-1.3644,-2.4099,-0.7775,-3.9441
2021/2/25,-0.8879,-1.8165,1.4885,-3.9044
2021/2/26,-2.2888,-2.4065,-0.044,-2.5927
2021/3/1,-0.566,0.5744,-2.3261,0.3342
2021/3/2,0.8503,2.2638,-0.9455,1.0745
2021/3/3,1.1478,1.115,1.7599,-0.2252
2021/3/4,1.2247,-0.6553,1.5157,-3.5656
2021/3/5,-2.0712,-2.9274,-2.4355,-4.9919
2021/3/8,-1.749,-3.0248,-2.2897,-5.2696
2021/3/9,-1.9317,-4.4796,-2.3801,-7.4219
2021/3/10,-2.0636,-2.511,-1.4293,-0.3046
2021/3/11,1.8331,2.1899,2.3947,5.1637
2021/3/12,4.0741,2.9201,3.7659,3.2974
2021/3/15,2.3499,-0.3304,0.8014,-3.9435
2021/3/16,1.3498,-0.1882,0.7481,-3.1071
2021/3/17,-0.0312,1.3267,-0.1314,3.0148
2021/3/18,0.3815,1.5339,-1.0164,3.3821
2021/3/19,-0.613,-0.7591,-2.1986,-1.6752
2021/3/22,0.7902,-0.3144,-1.3619,-3.2874
2021/3/23,0.0509,-0.5782,0.184,-1.2117
2021/3/24,-3.5842,-3.9138,-2.4949,-2.5996
2021/3/25,-2.4709,-1.6104,-2.048,-1.2354
2021/3/26,0.5189,3.4332,0.7196,3.5497
2021/3/29,2.2952,3.3905,1.4445,3.7308
2021/3/30,0.8288,0.9935,1.0073,1.9797
2021/3/31,0.0099,-0.2189,0.2662,0.3222
2021/4/1,1.0227,0.3074,0.0001,1.0261
2021/4/2,0.1591,1.0696,0.2246,4.665
2021/4/6,-0.2627,0.863,-0.6124,1.3595
2021/4/7,1.7509,0.956,-0.6087,-2.4827
2021/4/8,0.5776,0.2019,-0.4411,-0.9677
2021/4/9,-0.4057,-0.3884,-1.2071,-1.5741
2021/4/12,-0.9231,-2.7063,-1.3476,-4.0017
2021/4/13,-2.2174,-2.7263,-0.9382,-1.7584
2021/4/14,-0.0989,1.064,-0.3759,1.6214
2021/4/15,0.777,1.2176,-0.569,0.8439
2021/4/16,1.2184,0.6653,-0.1796,-0.3624
2021/4/19,2.0119,2.67,1.9266,3.5014
2021/4/20,0.3112,1.5937,1.0683,3.5605
2021/4/21,-0.5131,-0.2595,-0.5186,0.4904
2021/4/22,-0.0067,0.5607,-0.6969,0.1229
2021/4/23,-0.0669,1.0022,-0.2838,2.0587
2021/4/26,-0.8473,0.175,-1.2679,0.4542
2021/4/27,-0.9515,-0.4702,-1.4092,-0.8399
2021/4/28,0.2097,0.3321,0.1768,1.9079
2021/4/29,1.2618,0.4248,1.4369,1.6766
2021/4/30,-0.247,-0.354,-0.3057,0.1661
2021/5/6,0.967,0.1481,-1.6354,-2.6755
2021/5/7,2.9733,-0.0121,-0.0217,-4.572
2021/5/10,2.7595,0.5822,0.2528,-2.5049
2021/5/11,1.1384,-0.0351,0.099,0.9888
2021/5/12,0.5074,0.2802,-0.1269,1.817
2021/5/13,-1.2278,-0.7378,-1.1788,-0.6168
2021/5/14,-1.5746,-0.9757,0.5338,0.9798
2021/5/17,0.423,2.1006,2.3836,5.1616
2021/5/18,0.1605,1.2614,0.8799,2.3961
2021/5/19,-0.1455,0.2228,-0.7393,-0.2935
2021/5/20,-2.4011,-0.4592,-0.5661,0.599
2021/5/21,-1.3297,-0.3959,-0.2322,-0.3483
2021/5/24,0.6252,0.3988,-0.8698,-0.405
2021/5/25,0.971,1.5893,2.3893,4.1059
2021/5/26,1.3237,1.4571,3.1634,3.215
2021/5/27,0.6296,1.5391,0.4519,0.1432
2021/5/28,0.1378,1.7707,-0.1264,0.0988
2021/5/31,0.1434,1.6894,-0.7481,0.1291
2021/6/1,0.8154,1.7474,-0.9404,1.1285
2021/6/2,0.1997,-0.4827,-0.4065,-0.5359
2021/6/3,-0.2632,-0.6481,-0.869,-1.9657
2021/6/4,-0.6642,0.8399,-0.2945,-0.2526
2021/6/7,-0.7238,0.946,-0.0338,0.3963
2021/6/8,-0.5084,-0.4962,-0.4261,-1.8619
2021/6/9,0.0845,-0.9193,0.1839,-1.2814
2021/6/10,0.9717,1.2318,0.0096,1.9162
2021/6/11,-0.0692,0.3376,-0.297,0.8985
2021/6/15,-1.3652,-1.8215,-1.6751,-1.3652
2021/6/16,-2.4888,-3.2746,-1.2253,-3.8246
2021/6/17,-1.6206,-1.0851,-0.4947,-2.0198
2021/6/18,0.0077,1.9704,-1.6492,1.3577
2021/6/21,0.2351,1.7879,-2.0594,0.4932
2021/6/22,1.1425,1.2605,-0.4629,1.1444
2021/6/23,1.7023,0.8736,1.3633,1.2577
2021/6/24,1.0162,0.3196,0.755,0.7504
2021/6/25,0.8643,0.3333,1.4243,2.5248
2021/6/28,-0.529,1.2469,0.3282,3.4357
2021/6/29,-2.1485,-0.0345,-2.4212,0.4701
2021/6/30,-0.8504,0.5682,-1.0942,0.4778
2021/7/1,-0.6773,-0.2862,1.6545,1.5752
2021/7/2,-1.2042,-2.1729,-1.0531,-3.6283
2021/7/5,0.1325,-0.003,-2.8532,-3.8865
2021/7/6,0.8964,0.8203,0.2033,-0.9004
2021/7/7,0.724,1.9907,0.7686,1.3823
2021/7/8,-1.1504,1.8968,-2.1788,1.86
2021/7/9,-0.0245,0.9786,-2.8589,-1.557
2021/7/12,2.2045,2.7908,-0.9183,1.1144
2021/7/13,2.5142,2.1581,0.2369,2.0255
2021/7/14,1.2587,-0.4208,-1.3341,-0.7381
2021/7/15,0.3755,-0.2147,-0.2787,1.2129
2021/7/16,1.5088,0.2102,0.9187,-0.7228
2021/7/19,0.0408,-1.503,-0.6384,-1.5316
2021/7/20,-0.9014,-0.5352,-1.0758,1.1939
2021/7/21,0.2311,2.0207,-1.9248,1.6661
2021/7/22,1.9247,2.3349,-0.0423,0.8393
2021/7/23,1.219,0.6485,0.3458,-2.7722
2021/7/26,-1.621,-1.6459,-3.7378,-6.0128
2021/7/27,-4.4574,-4.2279,-6.0331,-8.3683
2021/7/28,-5.015,-3.76,-2.1471,-3.1003
2021/7/29,-0.6123,2.7252,0.5073,4.3502
2021/7/30,2.1217,5.2969,-0.6505,0.28
2021/8/2,1.5922,2.8504,1.5551,0.1965
2021/8/3,-0.0679,-0.1798,2.6257,2.9381
2021/8/4,0.6057,0.9644,0.0914,1.8871
2021/8/5,1.0093,1.9792,-0.6123,0.7177
2021/8/6,0.7873,-0.0023,0.1851,-2.1961
2021/8/9,2.3551,1.0411,2.6624,-1.2026
2021/8/10,1.0624,0.9678,3.346,1.6415
2021/8/11,1.6398,1.1378,1.7005,0.124
2021/8/12,2.7635,0.8943,0.3114,-2.9934
2021/8/13,1.7645,-0.2992,-0.773,-2.5426
2021/8/16,0.4876,-1.706,0.5306,-1.5883
2021/8/17,-2.0721,-3.4895,-0.2295,-3.5604
2021/8/18,-1.2021,-2.1404,1.637,-2.5543
2021/8/19,-0.3076,0.6878,0.719,0.0476
2021/8/20,-0.6859,0.4888,-2.6305,-3.6213
2021/8/23,1.7675,2.123,-0.5186,-0.8017
2021/8/24,2.5321,2.8953,0.5915,4.5587
2021/8/25,2.7775,1.6281,-0.4146,2.7191
2021/8/26,2.063,-0.2023,-2.2222,-1.641
2021/8/27,1.5242,-0.9367,-0.6962,-2.2392
2021/8/30,2.3564,1.0991,-0.8399,0.2794
2021/8/31,3.1929,1.1443,-0.3548,-2.1797
2021/9/1,1.324,-1.8958,4.3531,-0.9386
2021/9/2,2.699,-1.4257,3.9672,-0.3953
2021/9/3,3.0604,0.005,0.8591,-1.618
2021/9/6,0.3704,0.9735,0.6144,3.4435
2021/9/7,3.4245,3.645,2.5714,4.0777
2021/9/8,4.7274,2.1927,1.8322,-0.3307
2021/9/9,4.3066,1.2175,0.0985,-1.3125
2021/9/10,1.1971,1.2599,0.9655,0.7878
2021/9/13,1.4657,0.8896,1.4019,0.3572
2021/9/14,-0.0889,-0.64,-2.1926,-0.5995
2021/9/15,-1.5078,-0.804,-3.9436,-1.5925
2021/9/16,-0.3667,-1.6306,-2.2527,-2.7764
2021/9/17,-2.8078,-2.9833,-0.8204,1.0325
2021/9/22,0.5385,-0.6941,0.1669,0.6666
2021/9/23,2.3327,1.3776,0.5757,-0.9322
2021/9/24,-2.9365,-0.332,-0.448,1.7497
2021/9/27,-7.542,-4.5903,-1.6218,4.0286
2021/9/28,-2.7177,-2.7348,1.0128,1.8316
2021/9/29,-2.0894,-2.6442,1.0648,-1.5953
2021/9/30,-2.0174,-1.3622,-1.0091,0.968
2021/10/8,1.3599,1.5112,1.0318,2.3862
2021/10/11,-1.0776,-0.5363,2.5481,-0.2258
2021/10/12,-2.9629,-2.5092,0.3061,-1.8502
2021/10/13,-3.575,-1.3632,-1.3745,1.7455
2021/10/14,-1.2092,1.5622,-1.6494,2.1749
2021/10/15,0.0818,0.6542,-0.5581,0.4819
2021/10/18,1.8683,0.5713,-0.0256,-0.7637
2021/10/19,2.5477,1.7834,0.7037,-0.6042
2021/10/20,-0.2917,1.0538,0.2544,1.0042
2021/10/21,-0.0665,-0.1882,1.1265,-0.4207
2021/10/22,-1.3324,-0.7829,2.2857,0.9993
2021/10/25,-1.4647,0.333,0.0897,1.4108
2021/10/26,0.3882,0.8807,-0.9333,-0.2571
2021/10/27,-1.2848,-0.9511,-2.0052,-1.7085
2021/10/28,-3.569,-3.3376,-2.1086,-1.61
2021/10/29,-2.005,-0.9684,-1.5228,1.388
2021/11/1,1.417,2.2145,0.0468,0.7032
2021/11/2,-2.0994,-0.6389,-1.2357,-1.3993
2021/11/3,-2.1028,-0.6466,-1.6963,-1.3768
2021/11/4,1.0862,1.6487,0.1363,0.2037
2021/11/5,-2.2757,-0.1267,-0.8593,0.8636
2021/11/8,-1.9855,-1.1598,-0.744,-0.1094
2021/11/9,0.8499,0.7173,-0.4912,0.3061
2021/11/10,-0.3221,0.9301,-0.795,-0.7137
2021/11/11,0.4449,1.1767,2.5996,0.4157
2021/11/12,1.0957,1.6847,2.252,0.6365
2021/11/15,0.0125,0.6909,-0.4964,-0.8311
2021/11/16,-1.2414,-0.8055,-0.3665,0.6262
2021/11/17,-0.0741,0.5565,-0.9501,1.0551
2021/11/18,1.2734,1.0515,-1.296,-0.9755
2021/11/19,1.4264,1.2933,0.3876,0.0557
2021/11/22,1.9071,3.2442,0.5834,2.5896
2021/11/23,0.947,1.5183,-0.5653,1.2902
2021/11/24,0.8754,0.1203,0.2818,0.2259
2021/11/25,0.0059,0.0554,-0.3089,0.0977
2021/11/26,-0.9529,-0.0042,-1.6346,-0.7441
2021/11/29,-0.7843,0.4913,-1.5461,0.1949
2021/11/30,0.0359,0.5113,-0.6576,-0.083
2021/12/1,1.895,0.2625,0.7912,-1.0887
2021/12/2,1.3043,-0.6427,2.1347,0.0925
2021/12/3,0.9561,-0.0288,1.6799,1.5451
2021/12/6,0.7689,-0.5013,1.1687,0.146
2021/12/7,-0.1359,-1.8966,2.0026,-0.9582
2021/12/8,1.054,0.7261,1.5083,2.5965
2021/12/9,0.8087,1.7672,1.2458,4.3893
2021/12/10,-0.5013,0.063,0.6787,1.3921
2021/12/13,0.1604,0.8017,-0.3603,0.5076
2021/12/14,-0.1709,0.8923,-1.034,0.8838
2021/12/15,-0.366,-0.2148,-1.1856,-1.3556
2021/12/16,1.7093,0.5378,1.0881,-1.0779
2021/12/17,1.0151,-0.7799,0.1964,-1.9359
2021/12/20,-1.2642,-3.4726,-1.1186,-4.0724
2021/12/21,0.9037,-0.8996,0.9439,-1.729
2021/12/22,1.9768,1.9942,0.4944,0.5927
2021/12/23,0.7238,1.1452,-0.2681,1.3631
2021/12/24,-0.2641,-1.2573,0.0243,0.6388
2021/12/27,-0.7915,-2.0053,-0.1944,-0.5886
2021/12/28,-0.5283,0.3415,0.5896,0.7226
2021/12/29,-1.0387,0.3224,-0.7721,-1.2994
2021/12/30,0.1244,0.7409,-0.7492,-1.2299
2021/12/31,1.2768,1.8393,0.9357,1.1596
2022/1/4,2.0297,0.6384,1.1422,-0.8869
2022/1/5,-0.1837,-2.151,1.5325,-3.1037
2022/1/6,-0.3754,-1.7921,0.1484,-3.5598
2022/1/7,0.9548,-0.6084,1.236,-2.2085
