基金代码,基金代码,总市值,一致预期PE,每股一致预期增速,静态pe,毛利率,净利率,roe,roic,经营现金流净额/净利润,资产负债率,静态pb,总市值排名,一致预期PE排名,每股一致预期增速排名,静态pe排名,毛利率排名,净利率排名,roe排名,roic排名,经营现金流净额/净利润排名,资产负债率排名,静态pb排名,股票个数,前十大股票占比,前三大行业占比,股票个数排名,前十大股票占比排名,前三大行业占比排名,换手率,换手率排名,交易效率,交易效率排名
000057.OF,000057.OF,5307.220209,17.93553659,20.00926889,20.17622943,17.92094029,24.84551224,7.26039215,3.72332928,49.33837111,61.07244984,3.2007087,0.911014911,0.130832131,0.273208273,0.463203463,0.198172198,0.98027898,0.62000962,0.289081289,0.328523329,0.977873978,0.376623377,33,46.5,55.67,0.431697932,0.578643579,0.769119769,1.537266782,0.52958153,11.562999225725806,0.708032708032708
000058.OF,000058.OF,6988.037719,15.71122882,8.60104536,6.67689919,6.73540094,9.01326047,3.46495864,1.28537883,20.41228937,25.20593603,1.18881464,0.971620972,0.073593074,0.083213083,0.143819144,0.055315055,0.165945166,0.143819144,0.061568062,0.06974507,0.134199134,0.089466089,48,20.38,25.07,0.714045214,0.10990861,0.142857143,0.754030881,0.226070226,2.6558309884393183,0.3246753246753247
000061.OF,000061.OF,1639.325986,33.62784708,34.47392274,36.85085483,27.02175103,10.20137578,5.8459279,4.82842591,51.87842044,43.08261556,3.78337154,0.422799423,0.688311688,0.648869649,0.881673882,0.461760462,0.221260221,0.408369408,0.497835498,0.367003367,0.667147667,0.503126503,89,27.57,27.3,0.907166907,0.19047619,0.17989418,2.654800333,0.77970178,0.111787638531986,0.15776815776815778
000063.OF,000063.OF,1115.186353,48.66096903,50.57817025,44.75583723,41.45597132,15.18784348,6.67448153,6.02666659,60.72052632,38.27615788,7.18507974,0.312169312,0.937469937,0.837421837,0.945646946,0.898508899,0.55988456,0.52958153,0.702741703,0.5998076,0.455988456,0.932659933,54,37.19,56.15,0.788840789,0.358104858,0.777296777,3.549602874,0.87974988,-7.024943354268875,0.04136604136604136
000073.OF,000073.OF,2339.286157,48.83670624,35.27264927,34.73089087,39.14150539,19.5164453,9.34865746,7.98404067,71.16151485,33.90564032,7.49926202,0.554112554,0.938912939,0.659451659,0.845598846,0.86002886,0.836459836,0.891774892,0.905723906,0.828763829,0.2996633,0.945646946,55,40.75,46.82,0.796296296,0.440596441,0.622895623,2.50220453,0.757575758,4.908892767450949,0.4713804713804714
000082.OF,000082.OF,3351.441691,24.2661274,34.7005595,17.34410938,24.401265,16.92744186,7.2351535,4.49880928,54.55567517,49.17358046,3.6347885,0.733525734,0.33044733,0.652236652,0.356421356,0.354497354,0.671957672,0.619047619,0.422318422,0.43049543,0.844636845,0.46993747,153,28.72,32.13,0.961279461,0.207311207,0.266474266,0.925830098,0.297258297,15.780526018284618,0.7864357864357865
000083.OF,000083.OF,3417.545742,34.25188195,30.96288346,26.43220338,47.50474141,23.36385935,10.94886017,9.30088186,79.18618201,35.82110133,6.70890326,0.743626744,0.705146705,0.565656566,0.657046657,0.957190957,0.958633959,0.972582973,0.963443963,0.954304954,0.364598365,0.903799904,38,55.75,64.56,0.548340548,0.77970178,0.860990861,0.605546191,0.172679173,72.8561343885986,0.9773929773929774
000117.OF,000117.OF,2988.722122,43.68194436,25.50414076,33.61333274,43.61476581,21.84183161,10.15216133,7.98472829,76.52761826,38.84094082,7.22727521,0.674362674,0.886002886,0.435305435,0.826358826,0.923520924,0.924963925,0.941798942,0.906204906,0.929292929,0.482924483,0.936988937,51,43.02,55.58,0.757335257,0.493746994,0.767676768,0.90923722,0.28956229,32.84492807058647,0.922077922077922
000120.OF,000120.OF,2699.978485,26.72323459,38.46893524,19.79846764,26.76256736,15.19054526,8.0516975,5.17943511,55.34110234,47.51781134,4.92120439,0.623376623,0.426647427,0.714285714,0.449254449,0.44973545,0.56036556,0.73977874,0.565656566,0.44973545,0.803270803,0.69023569,45,38.99,30.66,0.664021164,0.3999519,0.23977874,1.557467659,0.535353535,4.355102014994713,0.4314574314574315
000124.OF,000124.OF,2286.005712,45.99251545,36.20808706,31.95046285,33.57622936,17.08180805,7.71254251,6.81278231,52.76956882,30.44339667,6.61037582,0.543049543,0.913419913,0.673881674,0.802789803,0.710918711,0.683501684,0.693602694,0.802789803,0.382876383,0.215007215,0.894660895,30,44.25,48.24,0.355940356,0.525252525,0.657527658,4.204257516,0.923520924,1.0699321111708988,0.21741221741221742
000126.OF,000126.OF,2776.991198,38.92337179,26.45237514,29.69409662,35.84382622,20.88515152,8.85732,7.44197934,63.26122578,35.73438148,6.35975212,0.638768639,0.806637807,0.463203463,0.745069745,0.776334776,0.897065897,0.844636845,0.864838865,0.664261664,0.362193362,0.875420875,26,50.62,38.41,0.254449254,0.681818182,0.412217412,0.191463468,0.041366041,-18.567163110197082,0.012506012506012507
000127.OF,000127.OF,1492.956365,49.90862681,39.26711673,42.6960474,44.18254606,16.3427314,8.13363243,7.26481583,69.13685243,44.78405425,10.13240546,0.384319384,0.945646946,0.728715729,0.933621934,0.929292929,0.63973064,0.749398749,0.846079846,0.787397787,0.729196729,0.992303992,42,57.31,48.84,0.622174122,0.809042809,0.673881674,1.979767755,0.647907648,2.7181195806474787,0.3294853294853295
000136.OF,000136.OF,1457.895744,45.17016562,20.01456159,32.2755204,31.22099336,14.00434243,6.29747957,6.31289059,60.03517508,23.42906124,5.84571733,0.372775373,0.903799904,0.274170274,0.807599808,0.636363636,0.474747475,0.47041847,0.74025974,0.58008658,0.108225108,0.826358826,20,49.92,47.71,0.112313612,0.664261664,0.644540645,3.585531801,0.882154882,0.18649275117668856,0.16113516113516113
000165.OF,000165.OF,2729.207765,24.28063335,22.53557546,9.99697832,16.91520313,8.48141723,5.41526016,3.63940494,38.96487066,34.82499961,2.41197639,0.626743627,0.330928331,0.341029341,0.19047619,0.184704185,0.149110149,0.350649351,0.278980279,0.191919192,0.33044733,0.243867244,49,26.18,20.36,0.731842232,0.17027417,0.092111592,1.876309018,0.623376623,1.6571970022903761,0.25252525252525254
000166.OF,000166.OF,334.4952659,38.31440343,25.14156775,22.47835641,15.13927266,4.65417482,1.47374495,1.71123722,19.86408039,16.93271754,2.21066666,0.081289081,0.799422799,0.422318422,0.54016354,0.153439153,0.057720058,0.039442039,0.091871092,0.067340067,0.064454064,0.211640212,106,7.34,35.49,0.926647427,0.017316017,0.335738336,0.135912574,0.027417027,9.258480013777087,0.6455026455026455
000167.OF,000167.OF,3563.320928,42.3770076,25.91152707,34.34497411,54.22147101,26.1985048,12.45725686,11.09178682,86.32179169,35.60271429,7.30937361,0.765752766,0.871091871,0.448773449,0.83982684,0.986050986,0.987012987,0.993265993,0.995670996,0.990860991,0.354497354,0.94035594,22,66.42,76.3,0.155363155,0.922318422,0.931697932,2.456191231,0.750841751,12.859441456087504,0.7306397306397306
000172.OF,000172.OF,3018.577844,17.01265612,40.93659567,18.49713312,25.62677422,21.44429735,8.70856661,5.3844639,64.66451383,55.04769255,3.09908896,0.680615681,0.109187109,0.74987975,0.401635402,0.405964406,0.912457912,0.822991823,0.605098605,0.694083694,0.939393939,0.358826359,143,28.53,41.08,0.955747956,0.204906205,0.482443482,1.647875032,0.558441558,9.083129988221097,0.6397306397306397
000173.OF,000173.OF,3049.861073,28.75361777,22.26736578,21.8753803,27.86079201,15.40362361,7.61440349,5.0862549,52.27853028,42.94267368,3.84322195,0.686868687,0.512746513,0.332371332,0.516113516,0.493987494,0.572390572,0.676767677,0.552669553,0.372775373,0.658970659,0.510822511,51,47.31,33.85,0.757335257,0.5995671,0.2996633,0.748944944,0.224146224,23.809288563673114,0.8768638768638769
000190.OF,000190.OF,5250.765866,23.18349025,4.68239544,5.52273762,8.85506546,9.04847638,2.60447807,1.56074901,21.22680248,16.93660695,1.12223846,0.906685907,0.285714286,0.037518038,0.119288119,0.076960077,0.168350168,0.091871092,0.080808081,0.075036075,0.064935065,0.084656085,22,20.34,22.32,0.155363155,0.108225108,0.10966811,0.318682339,0.071669072,3.7715634753138922,0.3949013949013949
000195.OF,000195.OF,7772.220014,11.84260829,0.53615973,0.56793715,0.94919486,1.23038213,0.43943189,0.1717586,3.34248857,3.29750669,0.1196822,0.985569986,0.025974026,0.003367003,0.051467051,0.006734007,0.009139009,0.01010101,0.008177008,0.008177008,0.006734007,0.011544012,11,4.66,2.76,0.021885522,0.007215007,0.004810005,0.021525569,0.002886003,154.80160826410676,0.9937469937469937
000199.OF,000199.OF,3739.198165,23.93908234,33.18669321,23.5506157,22.72029981,19.46691641,7.4857797,4.3342131,54.12239876,55.46519155,3.45968973,0.787878788,0.316498316,0.621452621,0.572390572,0.305435305,0.833092833,0.654641655,0.392496392,0.414622415,0.944203944,0.426647427,47,40.61,42.46,0.695526696,0.434824435,0.519240019,2.761536076,0.795574796,6.4249790231601525,0.5363155363155363
000209.OF,000209.OF,413.871466,51.83843024,46.90275731,46.18446902,38.94701541,15.26367712,5.82656612,5.29396403,55.1659288,36.52602137,6.22927208,0.104858105,0.958152958,0.812890813,0.954785955,0.854737855,0.564213564,0.405964406,0.587301587,0.445887446,0.388648389,0.863876864,61,26.91,47.64,0.830928331,0.17965368,0.641654642,1.73972904,0.589225589,-7.717988313858347,0.037037037037037035
000214.OF,000214.OF,1600.834018,28.2049041,9.44581301,3.78615261,7.04242661,3.23720004,1.57290468,1.25428879,13.19837518,11.22852594,0.90968604,0.412698413,0.49013949,0.095719096,0.090909091,0.058201058,0.031746032,0.043771044,0.060606061,0.035113035,0.033670034,0.064454064,103,8.58,8.22,0.922077922,0.021164021,0.022126022,0.334937829,0.076479076,9.747727301355381,0.6604136604136605
000219.OF,000219.OF,96.34721528,42.3071182,53.92499256,40.2319666,39.90673013,12.0069316,4.7361054,4.45230541,72.52127098,31.30887515,4.01041711,0.005772006,0.868205868,0.858585859,0.914862915,0.877344877,0.337181337,0.254449254,0.414622415,0.858585859,0.233766234,0.547378547,26,56.07,49.56,0.254449254,0.787397787,0.686387686,0.655839655,0.189033189,-9.866731495520808,0.02837902837902838
000220.OF,000220.OF,1111.61408,64.69513902,25.46236116,52.47364591,49.05644319,18.06018177,8.03510567,7.55070937,72.23205431,25.16961219,8.50291973,0.311207311,0.98989899,0.433862434,0.976911977,0.964886965,0.746993747,0.736411736,0.876382876,0.853294853,0.133237133,0.96969697,23,55.03,78.84,0.177970178,0.764790765,0.945646946,1.320360871,0.454545455,3.678816448355656,0.3900913900913901
000242.OF,000242.OF,423.986237,24.78446129,52.5717525,36.74822728,29.37612896,11.96989028,6.55329776,6.11556624,73.91683524,38.54908195,3.09406708,0.107744108,0.348244348,0.850889851,0.880711881,0.563251563,0.334776335,0.508898509,0.714285714,0.885040885,0.467532468,0.357864358,37,42.8,36.33,0.53006253,0.487253487,0.352573353,0.545202376,0.148629149,33.40969952045844,0.9244829244829245
000251.OF,000251.OF,5163.544853,9.477680178,25.76519088,11.63330496,6.64652833,21.73378358,6.56358541,0.52622668,33.3001319,70.35560776,1.52892359,0.899470899,0.016354016,0.443482443,0.221260221,0.054353054,0.922077922,0.511784512,0.02020202,0.14045214,0.994227994,0.126022126,36,54.62,79.49,0.511303511,0.756613757,0.949254449,0.639905288,0.185185185,39.300193499885566,0.9393939393939394
000259.OF,000259.OF,2585.752437,36.88028252,48.66317988,16.0318009,28.80158774,13.1239793,5.81545264,4.63196395,54.74589168,38.61932707,6.0553128,0.597883598,0.770562771,0.822991823,0.317460317,0.537277537,0.414141414,0.404521405,0.45983646,0.435305435,0.472342472,0.845598846,61,26.39,27.86,0.830928331,0.172679173,0.18999519,1.665658549,0.563732564,6.171246919827145,0.5252525252525253
000263.OF,000263.OF,1344.328791,42.79665728,26.86500566,30.82360151,36.41864903,12.87497549,5.55063177,5.05966541,45.82611051,36.56776702,5.46749648,0.354978355,0.877344877,0.473785474,0.776334776,0.791245791,0.392015392,0.373737374,0.543049543,0.272727273,0.390572391,0.775372775,41,35.8,42.01,0.606060606,0.334295334,0.506974507,1.510652044,0.516113516,2.150586829643212,0.291967291967292
000264.OF,000264.OF,430.4585639,31.6658267,32.64051658,73.21774299,14.21236752,4.24239919,2.17850088,2.10491842,67.78013692,26.08892098,2.85928372,0.11014911,0.623857624,0.60990861,0.992303992,0.141895142,0.04954305,0.066859067,0.119288119,0.756613757,0.147667148,0.315055315,24,60.67,55.8,0.1998557,0.864357864,0.770562771,3.527377668,0.878787879,6.440881475807994,0.5377585377585378
000270.OF,000270.OF,576.7012658,31.99638717,8.90228904,4.89021682,6.35804784,2.10290784,1.12472838,0.87669608,14.0411172,9.65276337,0.84471686,0.172679173,0.636844637,0.08994709,0.103896104,0.050505051,0.015392015,0.026455026,0.038480038,0.037999038,0.026936027,0.057239057,29,10.62,5.4,0.32996633,0.034151034,0.010582011,0.410183719,0.100529101,-7.953109469954365,0.03655603655603656
000273.OF,000273.OF,6562.091662,17.5107599,24.67536781,17.74011134,19.03140627,21.89255343,8.3439022,3.52821546,44.52032317,61.14773957,3.12257888,0.956709957,0.121693122,0.408850409,0.36988937,0.222703223,0.925925926,0.770562771,0.26022126,0.253006253,0.978354978,0.361712362,43,49.01,60.68,0.635642136,0.645021645,0.824434824,4.734095538,0.942760943,1.8556388732516533,0.26936026936026936
000279.OF,000279.OF,2198.66549,19.61995246,26.48448404,11.72111152,28.30894138,14.73627581,6.67395854,4.92990374,55.73732688,39.03009526,3.20197015,0.527176527,0.171717172,0.465127465,0.224146224,0.510822511,0.521885522,0.529100529,0.522847523,0.458393458,0.489177489,0.377104377,51,29.27,30.08,0.757335257,0.219336219,0.227032227,0.874794489,0.272727273,7.431208280051249,0.5776815776815777
000294.OF,000294.OF,1964.923686,26.402013,92.71995296,-9.61900854,27.42303785,18.48439423,6.4269723,5.23549974,55.16556854,43.83013003,5.024728,0.482443482,0.414141414,0.959114959,0.028860029,0.478114478,0.775372775,0.488215488,0.575276575,0.445406445,0.696007696,0.707551708,52,43.56,44.18,0.770562771,0.513708514,0.565656566,1.306832652,0.45021645,30.888117073156813,0.9158249158249159
000308.OF,000308.OF,5064.225233,23.15263099,60.00777634,29.68678763,33.77300783,18.24728594,8.4898393,6.14039648,66.98616787,44.89576372,4.63763,0.895141895,0.283790284,0.891774892,0.744588745,0.717652718,0.758537759,0.792688793,0.717652718,0.742183742,0.731601732,0.650793651,29,54.49,36.76,0.32996633,0.751803752,0.366041366,3.271695897,0.855218855,8.49065693589431,0.6156806156806157
000309.OF,000309.OF,1579.614489,33.10795617,29.53212249,19.66757367,30.03394324,16.78792643,5.93818327,4.87411117,53.0174975,48.50743779,4.24152073,0.405483405,0.672919673,0.535353535,0.443482443,0.587782588,0.666185666,0.42039442,0.506493506,0.387205387,0.831649832,0.589225589,27,65.85,49.11,0.279461279,0.917748918,0.678210678,4.09370183,0.916305916,1.7212353006178767,0.25637325637325636
000326.OF,000326.OF,168.1654905,18.37330417,12.65293425,13.23889613,27.05608886,9.57257076,4.89624861,4.24671644,65.63446854,40.2447178,1.96289442,0.021164021,0.138528139,0.135161135,0.252525253,0.463203463,0.190957191,0.272727273,0.376142376,0.717652718,0.541606542,0.177970178,46,36.17,25.15,0.679172679,0.343434343,0.145502646,1.852015645,0.62000962,0.9665146700205112,0.20875420875420875
000327.OF,000327.OF,176.2024871,17.8741353,12.5124899,12.98487218,27.06176368,9.81855508,4.97382766,3.98282627,63.6930332,40.10694644,1.93412036,0.023569024,0.128908129,0.134199134,0.245791246,0.464165464,0.199134199,0.284271284,0.337181337,0.676286676,0.536796537,0.172198172,48,34.94,24.66,0.714045214,0.322751323,0.138047138,2.323968174,0.720538721,7.478500064863627,0.5791245791245792
000328.OF,000328.OF,2112.600603,37.88772727,35.37627563,25.28031067,31.20449652,14.73039714,7.14714875,6.09802001,60.62535865,34.13930174,5.18330145,0.508898509,0.788359788,0.662337662,0.622895623,0.633477633,0.521404521,0.603655604,0.710918711,0.596921597,0.308321308,0.735449735,49,28.6,38.91,0.731842232,0.205387205,0.422077922,2.498106028,0.756613757,5.803084251634494,0.5122655122655123
000336.OF,000336.OF,929.123882,35.35970647,31.23722928,32.03196688,26.99297231,10.68270565,4.97023946,3.89321449,55.31578615,40.79440611,4.13308761,0.266955267,0.734487734,0.574314574,0.804713805,0.46031746,0.249158249,0.282828283,0.317460317,0.448773449,0.56950457,0.572871573,18,60.49,54.89,0.077922078,0.858585859,0.762385762,1.685191395,0.57046657,7.606544733157744,0.5844155844155844
000339.OF,000339.OF,2511.361617,49.3565405,59.31191961,40.50489589,44.3217897,20.06076133,9.16660791,8.12764273,83.59756269,38.08351861,8.33688513,0.57960558,0.941317941,0.887926888,0.918229918,0.930735931,0.862914863,0.872053872,0.915343915,0.983645984,0.444925445,0.966810967,49,46.28,72.7,0.731842232,0.573352573,0.912457912,7.028049382,0.97979798,2.7277824596822113,0.33044733044733043
000354.OF,000354.OF,644.8244727,23.1723918,39.11499732,22.06140286,26.54606122,10.23703966,5.4322019,4.37134817,65.91660397,40.47420509,3.5739345,0.192400192,0.284271284,0.723905724,0.526214526,0.43963444,0.225589226,0.354016354,0.398268398,0.721500722,0.554112554,0.455507456,46,43.07,42.28,0.679172679,0.495911496,0.512746513,2.258111542,0.708032708,-0.4556439577332444,0.13323713323713324
000362.OF,000362.OF,2004.926104,21.31892034,48.7970582,14.08007824,27.01518351,12.91744535,6.53901828,4.61979863,61.73784013,39.3438634,2.92520762,0.488215488,0.220779221,0.825396825,0.270803271,0.461279461,0.395863396,0.505531506,0.453583454,0.621452621,0.501683502,0.326599327,31,46.39,48.78,0.382395382,0.575517076,0.671476671,1.781202116,0.601250601,5.701312225479077,0.5084175084175084
000390.OF,000390.OF,405.7711431,43.96859356,83.74063957,32.03983487,28.92742134,7.59330147,3.12380495,3.28978483,41.45773324,40.01018473,4.68185582,0.101010101,0.888888889,0.93987494,0.805194805,0.543530544,0.118807119,0.123617124,0.227994228,0.218855219,0.533429533,0.656084656,49,35.01,43.55,0.731842232,0.325156325,0.55026455,1.268439585,0.436267436,6.696231551304037,0.5555555555555556
000398.OF,000398.OF,7008.929099,12.31372892,25.43455679,10.30411115,12.88932074,14.9018056,5.17128828,2.27716434,39.96182645,43.79824466,1.30504785,0.972101972,0.027898028,0.432900433,0.196248196,0.126022126,0.535353535,0.310726311,0.134680135,0.202020202,0.692640693,0.104377104,18,42.31,36.52,0.077922078,0.475709476,0.357383357,0.982692477,0.322270322,3.1159084878188197,0.36075036075036077
000404.OF,000404.OF,285.0400862,44.0736645,40.62197108,34.06534605,28.84526518,12.46181334,4.9943273,4.75908828,65.05303609,29.41397039,4.30874212,0.061087061,0.89033189,0.743626744,0.834054834,0.539201539,0.367003367,0.288600289,0.485329485,0.707551708,0.1996152,0.5998076,28,59.47,63.37,0.303270803,0.843193843,0.848484848,2.142483139,0.686387686,-5.138306042930312,0.05194805194805195
000408.OF,000408.OF,805.3566688,28.87586608,34.24112142,23.60582534,40.82278287,18.06830239,10.21571558,8.2908163,73.72846356,42.16612843,4.79306346,0.236652237,0.521404521,0.641654642,0.574314574,0.890812891,0.747474747,0.945646946,0.924482924,0.883116883,0.622895623,0.671476671,31,54.53,53.78,0.382395382,0.752284752,0.746993747,1.546793538,0.531505532,14.806179355786783,0.7652717652717653
000409.OF,000409.OF,3710.924392,23.43655048,25.55455183,21.16518223,21.89212536,28.06532275,5.47292046,2.93209207,60.09973247,48.59325728,2.15328406,0.784030784,0.299182299,0.437710438,0.494468494,0.284271284,0.995189995,0.358826359,0.189033189,0.582491582,0.833573834,0.201539202,34,48.58,50.87,0.45959596,0.633477633,0.706108706,2.564918551,0.766233766,-2.868152506102717,0.07936507936507936
000410.OF,000410.OF,2633.940695,18.91770259,37.34936947,1.86241511,26.69420938,11.84343134,7.78081314,4.88180207,59.87850842,47.63030315,3.1668687,0.607503608,0.151996152,0.696488696,0.063973064,0.445406445,0.325156325,0.701298701,0.50986051,0.572871573,0.806156806,0.368446368,33,38.47,43.16,0.431697932,0.386243386,0.539201539,2.445444796,0.748917749,2.4843624889580207,0.3126503126503126
000411.OF,000411.OF,2898.459661,16.67389448,37.09037957,16.41444987,23.60148772,19.7261224,8.98604932,5.26093524,58.11313481,55.56127175,3.03659326,0.656084656,0.097162097,0.691197691,0.329004329,0.331409331,0.845598846,0.857623858,0.57960558,0.521404521,0.945165945,0.347282347,115,31.13,41.26,0.934583935,0.249158249,0.488215488,1.119356157,0.37037037,14.928404391668524,0.7686387686387687
000417.OF,000417.OF,510.9821376,36.35430795,34.30079654,34.18642074,34.44709063,15.60083701,6.33801832,5.52932201,75.17068092,37.99974661,4.45195967,0.14959115,0.759499759,0.643578644,0.836940837,0.737854738,0.585858586,0.475709476,0.628667629,0.905242905,0.443001443,0.621452621,22,64.03,48.59,0.155363155,0.902837903,0.667147667,1.637753648,0.556517557,-4.312926488440954,0.05772005772005772
000418.OF,000418.OF,947.7084322,36.62180312,82.1383969,-3.78861522,37.76330348,11.96712989,6.38453405,5.86066522,66.13781729,48.47592772,6.28981604,0.271284271,0.765271765,0.938431938,0.038480038,0.826839827,0.333814334,0.480519481,0.683501684,0.726791727,0.831168831,0.867724868,40,48.79,41.96,0.586580087,0.637085137,0.505531506,2.718514063,0.788359788,4.575439119220035,0.44636844636844636
000423.OF,000423.OF,1251.671535,28.07592795,17.17888001,16.35046269,20.98470512,12.75402969,3.14243186,2.32115854,22.18677176,28.66641012,2.36664381,0.33958634,0.481481481,0.21019721,0.327561328,0.261183261,0.382876383,0.125541126,0.137566138,0.08032708,0.181337181,0.236652237,20,39.64,39.52,0.112313612,0.415584416,0.438191438,1.09772486,0.361712362,28.854591750796278,0.9042809042809042
000431.OF,000431.OF,2539.794911,28.47828927,36.58939433,27.76338272,30.10440213,16.78204362,9.78965124,6.78935251,78.37948436,53.74370851,5.21191117,0.586820587,0.501683502,0.681096681,0.695526696,0.592592593,0.665704666,0.928811929,0.799422799,0.945165945,0.922558923,0.73977874,40,49.53,39.23,0.586580087,0.654641655,0.430976431,2.521324824,0.75998076,6.520297449782295,0.5444925444925445
000432.OF,000432.OF,1826.288004,28.14511318,26.32452825,28.73691808,30.69728273,14.755948,6.50776259,4.76661587,46.64051636,42.12023472,6.7454562,0.454545455,0.486291486,0.46031746,0.721019721,0.615680616,0.522847523,0.502645503,0.486772487,0.281385281,0.621452621,0.906685907,35,42.97,34.59,0.487493987,0.492544493,0.314814815,1.531464537,0.526695527,1.0072219713436303,0.2106782106782107
000433.OF,000433.OF,2173.196365,13.91789518,13.93184217,15.65572768,26.90507991,12.33430735,7.45315201,4.29533669,65.98983349,55.80621359,2.26731394,0.520923521,0.045695046,0.15007215,0.304954305,0.455507456,0.359307359,0.646945647,0.385281385,0.725348725,0.947089947,0.22029822,35,49.91,40.29,0.487493987,0.663780664,0.463924964,3.099758223,0.836459836,3.874733590794639,0.4021164021164021
000452.OF,000452.OF,660.4625285,66.69076557,32.16580493,52.3326716,53.64083237,23.08945252,9.81772369,9.42002395,83.62496024,24.05613387,10.76180001,0.199134199,0.992784993,0.596440596,0.975949976,0.983645984,0.953823954,0.929292929,0.966810967,0.984126984,0.115440115,0.996632997,44,47.22,88.25,0.648629149,0.595478595,0.98027898,2.607371782,0.772486772,0.20824166839127126,0.164021164021164
