基金代码,基金代码,基金代码.1,总市值,一致预期PE,每股一致预期增速,静态pe,毛利率,净利率,roe,roic,经营现金流净额/净利润,资产负债率,静态pb,总市值排名,一致预期PE排名,每股一致预期增速排名,静态pe排名,毛利率排名,净利率排名,roe排名,roic排名,经营现金流净额/净利润排名,资产负债率排名,静态pb排名,股票个数,前十大股票占比,前三大行业占比,股票个数排名,前十大股票占比排名,前三大行业占比排名,换手率,换手率排名,交易效率,交易效率排名
001739.OF,001739.OF,001739.OF,6933.090722,30.02514475,7.75743486,34.2401317,25.06328887,12.30646543,10.61095249,7.48996844,40.69511886,31.61040448,5.06124668,0.928940568,0.25538329,0.094315245,0.23126615,0.265719208,0.292420327,0.272179156,0.198105082,0.149440138,0.24203273,0.262273902,15,62.14,45.84,0.016365202,0.835486649,0.48535745,1.422850832,0.158053402,13.018887562487649,0.6856158484065461
001740.OF,001740.OF,001740.OF,1200.206062,50.81387657,41.2639334,75.60727227,29.78201693,10.76464488,9.94544962,10.82178746,65.83244218,41.06245056,8.35770949,0.158484065,0.790267011,0.641257537,0.757105943,0.416020672,0.213608958,0.234280792,0.404392765,0.517657192,0.683462532,0.542204996,58,45.15,58.28,0.750861326,0.413006029,0.716838932,5.871839406,0.516795866,5.008241194394818,0.38242894056847543
001741.OF,001741.OF,001741.OF,5114.458725,30.7083276,29.79431974,51.50014036,30.57298512,20.64123228,17.12756853,11.81056096,61.86847891,52.45111124,8.01010902,0.781653747,0.276916451,0.43712317,0.432385874,0.449612403,0.848837209,0.781653747,0.490525409,0.413436693,0.950043066,0.509043928,121,28.43,35.68,0.940783807,0.164513351,0.266580534,4.028616503,0.432385874,6.825563130549485,0.4797588285960379
001743.OF,001743.OF,001743.OF,654.1218279,35.68200573,21.47404953,-0.91687932,38.13250898,14.02402398,12.37552767,12.93663599,63.03531472,34.52975065,5.29994574,0.061584841,0.416881998,0.289405685,0.005598622,0.735572782,0.389750215,0.395348837,0.591300603,0.443152455,0.340223945,0.276055125,17,65.62,60.35,0.026055125,0.892764858,0.750645995,3.978648253,0.431093885,-5.271345878386199,0.015073212747631352
001744.OF,001744.OF,001744.OF,519.2397255,63.16398284,2.57908779,8.55187657,4.93832571,2.34841804,1.3231545,1.49533338,8.32667878,3.23390298,0.9292367,0.039190353,0.93583118,0.02540913,0.031869078,0.01464255,0.016795866,0.009905254,0.013781223,0.011197244,0.004737295,0.024978467,14,10.22,7.45,0.01205857,0.031869078,0.010766581,71.46611395,0.595176572,-0.017181126300767614,0.0710594315245478
001745.OF,001745.OF,001745.OF,4677.681931,21.71216148,1.55238504,5.8869335,4.46052563,3.46287722,2.92649086,1.8733669,11.64078695,11.84959792,0.95407536,0.73126615,0.079242033,0.018087855,0.017657192,0.012489233,0.030577089,0.021963824,0.020241171,0.018087855,0.035745047,0.02540913,50,11.43,9.27,0.638888889,0.039621016,0.02411714,0.240100708,0.008182601,30.362071068944957,0.892334194659776
001747.OF,001747.OF,001747.OF,3942.7889,38.38284238,17.2386431,22.04367176,11.85363617,6.32397133,6.51459414,5.34767543,31.17932535,17.84630074,3.3128623,0.625753661,0.495262705,0.219638243,0.136950904,0.086993971,0.098191214,0.114125754,0.120585702,0.108957795,0.077950043,0.154177433,49,17.58,17.39,0.624031008,0.083118002,0.075366064,0.557434734,0.039621016,22.163222035604267,0.8359173126614987
001749.OF,001749.OF,001749.OF,1466.865049,44.79771748,23.40141889,53.35208205,28.67001225,15.39561595,15.79844291,13.47055439,57.87700053,40.72692248,10.10098173,0.204995693,0.65503876,0.324289406,0.453919035,0.375107666,0.481912145,0.673557278,0.63910422,0.329888028,0.669681309,0.706287683,44,48.49,36.54,0.530146425,0.49870801,0.284237726,2.632015806,0.317829457,10.674447682249214,0.6093884582256676
001753.OF,001753.OF,001753.OF,1574.848613,49.13849119,91.39098385,92.06661249,26.95056491,12.33126964,10.06695975,10.1796422,61.69058303,42.64190966,9.12520101,0.225667528,0.751076658,0.970714901,0.905684755,0.31955211,0.294573643,0.239879414,0.353143842,0.41042205,0.745478036,0.608527132,45,55.21,73.85,0.554048234,0.687338501,0.875107666,8.905738189,0.565030146,3.5711786620095083,0.2967269595176572
001758.OF,001758.OF,001758.OF,4283.60047,19.98640327,-15.85558157,24.09706918,10.58331678,15.17840529,10.22466803,3.90213882,13.47096106,68.05979871,3.48445712,0.673557278,0.063307494,0.001722653,0.155469423,0.075366064,0.466838932,0.249354005,0.084840655,0.026270457,0.98794143,0.164513351,32,53.05,63.69,0.250430663,0.630275624,0.79414298,2.039413127,0.250215332,19.894577887553233,0.8135228251507322
001759.OF,001759.OF,001759.OF,2348.948792,64.40385954,38.06621817,109.4355435,53.77309935,19.49748858,15.42045892,15.49170688,73.18353785,29.25636024,15.06976044,0.378552972,0.940999139,0.586563307,0.970714901,0.97588286,0.780361757,0.646856158,0.785529716,0.741171404,0.18044789,0.947028424,42,55.24,60.01,0.486864772,0.687769165,0.74461671,3.090876852,0.362618432,5.737017787857178,0.42204995693367786
001760.OF,001760.OF,001760.OF,2102.087238,38.45721831,21.5412225,54.37630115,23.50841973,12.95658888,8.21346027,6.35264364,55.4299101,50.68282528,6.79996456,0.334625323,0.496985357,0.290697674,0.467700258,0.226098191,0.327734711,0.158484065,0.147286822,0.288113695,0.928509905,0.393626184,34,52.64,42.91,0.29672696,0.621016365,0.425495263,3.262987594,0.378552972,4.706483812025183,0.36218776916451334
001761.OF,001761.OF,001761.OF,5803.811895,27.74085063,8.26057867,10.33435932,7.54597382,4.75119252,4.20846002,2.96861258,18.0105109,12.08351323,1.84630103,0.863479759,0.196813092,0.105081826,0.045650301,0.038329027,0.059862188,0.04952627,0.045650301,0.05081826,0.037898363,0.065891473,33,13.36,11.26,0.274547804,0.055986219,0.041343669,1.349668829,0.148148148,6.238358091324045,0.4509043927648579
001763.OF,001763.OF,001763.OF,1208.50322,15.67043758,11.91182144,25.44114007,17.07678201,11.1633017,10.98402468,7.06528734,59.0430929,58.37059508,4.20017351,0.160637382,0.033591731,0.147286822,0.16838932,0.132644272,0.231696813,0.296296296,0.17786391,0.354435831,0.97459087,0.207579673,35,59.29,41.47,0.322782084,0.779069767,0.391042205,2.15375134,0.261412575,10.957406127487308,0.6214470284237726
001764.OF,001764.OF,001764.OF,9050.602435,35.15764762,6.28391264,39.10879127,30.33978509,7.07002617,7.2606012,5.91220061,48.72259959,36.1340599,0.57212353,0.977174849,0.397502153,0.069336779,0.285099053,0.435400517,0.112403101,0.133505599,0.133505599,0.204134367,0.424633936,0.016365202,32,48.84,71.7,0.250430663,0.51335056,0.860034453,2.125453444,0.258828596,8.858849283739005,0.5559862187769165
001765.OF,001765.OF,001765.OF,3911.477896,30.19544552,6.54601062,9.1916935,5.54529792,3.97877117,2.84655081,2.12733871,8.86399151,9.70243781,1.45927272,0.620585702,0.261843239,0.07622739,0.03875969,0.018518519,0.041343669,0.018087855,0.024978467,0.012489233,0.018087855,0.043066322,83,7.29,7.19,0.885874246,0.012489233,0.010335917,1.310810945,0.138673557,8.990604041683524,0.5615848406546081
001766.OF,001766.OF,001766.OF,1779.797952,76.66439164,41.46857389,86.37258765,43.77370688,19.81780433,17.64980485,16.20441968,73.82495339,25.12155309,15.40899658,0.275193798,0.980189492,0.647717485,0.863910422,0.861757106,0.799310939,0.823858742,0.83290267,0.761843239,0.129198966,0.956072351,41,56.63,81.29,0.468130922,0.721360896,0.92118863,2.836980336,0.338070629,-2.3033921444847123,0.02627045650301464
001780.OF,001780.OF,001780.OF,4264.565514,58.48177209,24.30520763,70.85661533,39.73444855,19.38293519,13.70781397,13.04642994,59.85059255,39.80001006,12.76991165,0.669681309,0.900086133,0.345391904,0.695090439,0.784237726,0.775193798,0.502583979,0.602067183,0.372093023,0.625322997,0.872093023,38,60.17,37.75,0.400947459,0.795865633,0.312230835,2.976740233,0.354005168,3.7392756937954825,0.3053402239448751
001781.OF,001781.OF,001781.OF,3678.053398,45.88300986,44.25839714,73.81746159,52.27907392,24.05239472,22.25965983,20.52352807,78.26592025,35.82982636,12.23690273,0.583118002,0.678294574,0.694659776,0.736434109,0.962962963,0.96124031,0.972006891,0.970284238,0.88372093,0.406115418,0.843238587,26,56.65,67.37,0.120155039,0.723514212,0.827304048,6.093413395,0.522825151,2.3430318976413385,0.2140396210163652
001782.OF,001782.OF,001782.OF,208.9350814,16.38826724,49.61221766,21.97597325,22.12851184,5.18407588,1.1519012,8.41395213,72.40004451,47.01849572,2.61522676,0.004306632,0.037898363,0.760120586,0.135658915,0.195090439,0.071490095,0.008182601,0.241171404,0.717484927,0.870801034,0.116709733,27,58.56,42.66,0.138027562,0.762704565,0.422049957,1.822421665,0.218776916,10.654305149516535,0.6080964685615848
001789.OF,001789.OF,001789.OF,4625.432873,35.82070415,14.18140073,18.1549393,12.48466383,8.10163205,6.72902636,4.95118436,24.88586348,18.19998771,3.52737604,0.724806202,0.420327304,0.171403962,0.114556417,0.090008613,0.137381568,0.119293712,0.112403101,0.088716624,0.083118002,0.166236003,88,15.01,14.98,0.895994832,0.064599483,0.062015504,0.845030876,0.071490095,16.030588816023332,0.748062015503876
001790.OF,001790.OF,001790.OF,1641.516684,61.08646995,64.74781906,120.4146467,27.52025999,11.98577064,8.92418054,8.97484139,77.67004218,36.19459586,8.42830965,0.239018088,0.920327304,0.888888889,0.989233419,0.339793282,0.275193798,0.185615848,0.273471146,0.867355728,0.427217916,0.551248923,25,62.46,63.32,0.105943152,0.841085271,0.789405685,1.515582452,0.171403962,25.558203177190126,0.867786391042205
001795.OF,001795.OF,001795.OF,1219.707058,62.29945252,67.5134112,89.76508745,33.06110073,11.74225089,10.25989562,10.37854543,56.2624911,28.46571778,10.48890517,0.162790698,0.929371232,0.907838071,0.891042205,0.546511628,0.261412575,0.250215332,0.369078381,0.303186908,0.164082687,0.732127476,38,41.65,47.05,0.400947459,0.338931955,0.506459948,4.289105665,0.448320413,-2.699155496324197,0.023255813953488372
001796.OF,001796.OF,001796.OF,4221.445231,67.68408955,28.62121497,60.71948772,22.40779023,9.95887556,10.39341204,9.69726056,44.09112496,19.45804508,9.09811622,0.664944014,0.955641688,0.419465978,0.559862188,0.20327304,0.184323859,0.258828596,0.313092162,0.169250646,0.08957795,0.605512489,70,31.18,33.61,0.842377261,0.190783807,0.224806202,2.004079625,0.244186047,4.50009932614329,0.3475452196382429
001797.OF,001797.OF,001797.OF,5097.740961,26.14300443,5.564004,34.30629091,15.97064135,12.04786836,8.07566087,5.2724619,30.08639852,29.96564679,3.7444442,0.779931094,0.16580534,0.058570198,0.231696813,0.125753661,0.278208441,0.154177433,0.118863049,0.105512489,0.19121447,0.178294574,42,29.01,31.61,0.486864772,0.171834625,0.186046512,1.29338291,0.133936262,3.7420102527873973,0.305770887166236
001798.OF,001798.OF,001798.OF,1739.262412,31.53456305,18.05861683,25.05479619,27.35378453,15.05013011,13.7258697,11.06695,64.65841371,46.28022289,7.27545917,0.264857881,0.298018949,0.232988803,0.163652024,0.333763997,0.456933678,0.504737295,0.425925926,0.486218777,0.850990525,0.437984496,51,43.48,33.22,0.655900086,0.379414298,0.216192937,2.173464142,0.264427218,11.849652907685286,0.6507321274763135
001801.OF,001801.OF,001801.OF,6253.467596,64.09772614,11.95779417,38.46697305,16.41910714,7.53310737,7.73232441,7.31677391,31.84307488,12.93325806,6.55661534,0.902239449,0.939276486,0.148148148,0.275193798,0.12833764,0.124031008,0.145133506,0.190353144,0.111972438,0.045219638,0.374246339,29,27.54,24.73,0.180017227,0.157838071,0.108957795,1.403299153,0.155900086,14.36129277703626,0.7149009474590869
001808.OF,001808.OF,001808.OF,1744.903548,48.22301556,62.81223011,73.9132948,34.34304667,17.1659327,15.94973825,16.06751153,65.15005412,40.52768534,10.04151263,0.266149871,0.730404823,0.876830319,0.737295435,0.604651163,0.625322997,0.686907838,0.824289406,0.498277347,0.656761413,0.699827735,31,41.61,50.8,0.225452196,0.337639966,0.591300603,10.13355018,0.572351421,2.4121494812590942,0.22049956933677864
001809.OF,001809.OF,001809.OF,1370.771633,55.45884974,73.31714522,87.71010075,38.6875428,17.09714776,10.46299112,11.32325651,57.45064855,37.36644237,11.80374089,0.188630491,0.87166236,0.932385874,0.875107666,0.753660637,0.619293712,0.263565891,0.447459087,0.322997416,0.486218777,0.819121447,32,70.58,84.5,0.250430663,0.940137812,0.938199828,2.887297442,0.34496124,6.54354039704095,0.46339362618432384
001810.OF,001810.OF,001810.OF,586.1265195,11.35107362,9.40227334,14.76702098,23.34627007,10.33365102,10.94596714,8.18435816,50.86609434,49.51548034,1.87269592,0.051679587,0.011627907,0.121016365,0.088716624,0.223944875,0.199397071,0.293712317,0.228682171,0.227390181,0.913436693,0.068906115,87,46.62,48.79,0.893626184,0.446167097,0.544358312,1.114933738,0.109388458,17.635947025221334,0.7790697674418605
001811.OF,001811.OF,001811.OF,3798.044573,43.33736094,38.31210791,98.03298504,28.4580863,13.36189989,12.86240278,10.0766779,64.68674758,43.58991001,8.41899216,0.603789836,0.619293712,0.591731266,0.941860465,0.364341085,0.350129199,0.426356589,0.341515935,0.48794143,0.779500431,0.54952627,39,57.08,39.3,0.426141258,0.733419466,0.348837209,3.744847451,0.413867356,5.818319497682523,0.42678725236864773
001815.OF,001815.OF,001815.OF,4124.607061,79.72633659,39.7971046,111.3436902,48.17488378,26.11737818,18.90273198,18.28368886,78.7867392,30.12309595,16.83361891,0.647286822,0.98664944,0.617140396,0.975021533,0.919035314,0.981050818,0.893626184,0.927217916,0.895348837,0.195521102,0.982773471,37,57.21,75.6,0.375107666,0.737295435,0.887596899,4.92446477,0.482342808,-2.0377284433288776,0.02756244616709733
001816.OF,001816.OF,001816.OF,1483.086857,49.49348513,12.84012677,29.2108202,13.35573882,5.73207374,5.44271493,5.58095497,27.33241959,10.73010969,4.10878469,0.208440999,0.760551249,0.157192076,0.189491817,0.097760551,0.084409991,0.085701981,0.125753661,0.098191214,0.02670112,0.200689061,18,29.51,19.31,0.031007752,0.17786391,0.082687339,2.955764684,0.351851852,3.858670766904663,0.3143841515934539
001822.OF,001822.OF,001822.OF,1620.548288,43.05013553,44.69650991,83.5498977,37.46496675,16.51250298,13.08045156,13.01479493,63.22097655,37.0459554,10.23989463,0.234280792,0.612833764,0.700258398,0.835486649,0.716192937,0.573212748,0.447028424,0.599052541,0.446167097,0.468561585,0.714039621,56,48.67,57.59,0.726098191,0.506029285,0.70456503,7.138449128,0.543496985,2.3449848040998744,0.2144702842377261
001824.OF,001824.OF,001824.OF,7223.113711,37.09267404,23.32051093,75.81340779,37.22347645,15.66214782,12.4513957,11.09639087,47.51579903,37.03305913,3.97871819,0.936261843,0.4625323,0.322566753,0.758828596,0.708440999,0.503445306,0.400516796,0.427648579,0.19379845,0.466838932,0.189061154,26,51.0,79.62,0.120155039,0.57622739,0.913867356,8.179039735,0.558139535,1.1705599361536783,0.14082687338501293
001825.OF,001825.OF,001825.OF,4412.263239,52.56238448,79.03897941,81.34771113,38.48651726,18.48827822,14.74536444,13.79469929,78.23490038,34.69384704,9.45746648,0.695090439,0.824720069,0.947028424,0.810508183,0.748062016,0.718346253,0.588716624,0.66580534,0.882428941,0.347975883,0.639534884,28,56.88,38.43,0.15913006,0.730620155,0.324289406,7.345213002,0.547372954,3.9634020091824698,0.31826012058570197
001827.OF,001827.OF,001827.OF,6325.348361,40.70946389,70.32242116,61.29840031,34.29698163,18.00445311,17.10649319,13.89082062,70.56694708,36.03947895,9.95794849,0.906546081,0.555555556,0.922049957,0.567183463,0.60292851,0.686046512,0.779931094,0.674418605,0.658053402,0.418604651,0.69379845,32,53.38,38.7,0.250430663,0.639534884,0.330318691,4.416896836,0.457364341,8.583533552559523,0.5447889750215331
001829.OF,001829.OF,001829.OF,4483.57312,34.54284258,49.99681027,54.99446211,35.05870164,20.49213625,15.70323632,13.34050069,59.72649627,36.87542206,8.83778469,0.708871662,0.37166236,0.765719208,0.478897502,0.637381568,0.841515935,0.666236003,0.626184324,0.369939707,0.456072351,0.590008613,33,51.8,39.31,0.274547804,0.594099914,0.349698536,2.114635175,0.257105943,6.511727451994172,0.46124031007751937
001830.OF,001830.OF,001830.OF,1604.520774,26.63172606,58.79673189,36.46011186,30.11467873,14.92387578,16.56992829,14.95742599,68.2094138,38.03473128,7.74032395,0.23126615,0.175710594,0.855727821,0.248923342,0.426356589,0.443152455,0.747200689,0.749784668,0.57881137,0.521533161,0.479758829,77,50.94,41.44,0.870585702,0.575366064,0.390180879,24.23517386,0.590008613,1.450326502836155,0.15977605512489235
001832.OF,001832.OF,001832.OF,5338.990823,34.80216413,12.62598608,46.13401524,41.23687193,20.80244182,18.75415651,15.09640562,78.25738827,42.11477138,10.16052057,0.809646856,0.378122308,0.154608096,0.368217054,0.820413437,0.8583118,0.885874246,0.761412575,0.883290267,0.728682171,0.709732989,24,70.65,73.4,0.092807924,0.942291128,0.87166236,0.600023058,0.043066322,98.81462610391883,0.9909560723514211
001837.OF,001837.OF,001837.OF,10273.57195,34.90297118,7.88963193,111.0704975,51.04667268,38.012131,28.9775561,30.50762591,79.35887135,30.4060848,6.91087492,0.98794143,0.382428941,0.098191214,0.973729543,0.950043066,0.99870801,0.996985357,0.999138674,0.910852713,0.20327304,0.405254091,20,82.48,84.73,0.048664944,0.993109388,0.940568475,1.868854124,0.224375538,12.622583971139312,0.6709732988802756
001838.OF,001838.OF,001838.OF,537.6305535,50.18759561,33.91315304,50.67340111,22.48161747,10.70329013,6.58915288,7.47176645,56.82723324,46.73340389,6.69320497,0.042635659,0.779500431,0.517226529,0.419465978,0.205426357,0.211886305,0.115848407,0.196382429,0.310508183,0.862187769,0.385874246,25,80.56,94.3,0.105943152,0.98794143,0.993970715,5.294743139,0.498277347,15.942609251096286,0.7454780361757106
001839.OF,001839.OF,001839.OF,291.8740646,30.90798128,91.76626672,37.55958775,37.05647719,18.14258982,16.61140881,17.04234841,69.59200151,35.57188731,6.6119517,0.011627907,0.2833764,0.971576227,0.263565891,0.702842377,0.69379845,0.749784668,0.880706288,0.626614987,0.392764858,0.379414298,246,7.35,26.69,0.984065461,0.01335056,0.12704565,15.26360614,0.585701981,0.5381852522251351,0.10163652024117141
001849.OF,001849.OF,001849.OF,1247.163347,27.65389891,28.49443438,41.72741663,30.26043741,16.10904878,13.76803072,11.83406884,65.70335823,47.74060684,6.83523489,0.166666667,0.194659776,0.417743325,0.313092162,0.432816537,0.543066322,0.509043928,0.493109388,0.515073213,0.883290267,0.395348837,100,11.56,27.55,0.914728682,0.041774332,0.136950904,5.057043017,0.488802756,3.2159967801990326,0.26916451335055985
001850.OF,001850.OF,001850.OF,3808.822266,39.18850988,8.45772694,15.01979476,7.83353018,3.93531648,3.83905658,3.22854097,16.87110558,10.1221119,2.29288493,0.605512489,0.513781223,0.106373816,0.091300603,0.041774332,0.039190353,0.037037037,0.053832903,0.044788975,0.020241171,0.10163652,46,8.84,7.52,0.574074074,0.024978467,0.011627907,0.80498061,0.066322136,16.369612753778007,0.7549526270456502
001852.OF,001852.OF,001852.OF,1656.797805,44.89011665,48.28951392,71.32783497,34.25953859,14.16574941,15.30914121,14.75271047,78.63569326,41.5527512,11.80296221,0.243755383,0.657622739,0.74461671,0.70327304,0.60163652,0.399224806,0.636520241,0.735142119,0.891042205,0.703703704,0.818690784,34,53.52,55.61,0.29672696,0.642549526,0.674418605,2.036635631,0.249784668,6.22414589387099,0.4500430663221361
001856.OF,001856.OF,001856.OF,1124.924461,30.30385531,48.00940644,46.06584572,29.20820706,14.25556204,15.72433092,14.37598023,74.1999431,38.62451839,6.86548078,0.142980189,0.265719208,0.74203273,0.366925065,0.390611542,0.405684755,0.66838932,0.708440999,0.77002584,0.558570198,0.399655469,34,54.91,53.26,0.29672696,0.679371232,0.635658915,1.345554267,0.147717485,37.90076780307219,0.9259259259259259
001857.OF,001857.OF,001857.OF,6522.834921,47.41251921,15.30115574,66.53029107,47.8444661,20.94268152,20.58794755,18.35915206,78.6058461,30.94225471,13.98303583,0.915590009,0.717054264,0.187338501,0.642118863,0.916451335,0.868647717,0.943583118,0.929801895,0.889750215,0.219638243,0.920757967,26,77.35,62.37,0.120155039,0.979758829,0.774332472,1.169108732,0.115417743,49.29983189108539,0.9556416881998278
001858.OF,001858.OF,001858.OF,2025.433949,50.40856195,52.81561928,77.01241633,38.44573039,17.81618189,17.64973019,16.54525773,72.53557763,36.97057125,11.19154686,0.3208441,0.7833764,0.79543497,0.773040482,0.745478036,0.673126615,0.823428079,0.850990525,0.723514212,0.462101637,0.785099053,72,36.58,51.43,0.851421189,0.25796727,0.604651163,4.877192462,0.478466839,8.305309615234945,0.5366063738156761
001861.OF,001861.OF,001861.OF,1755.496138,62.02311918,38.43088625,78.7605452,54.10738249,21.14299734,15.87707513,15.06051183,69.9837072,25.79520275,12.22120045,0.269164513,0.926356589,0.595607235,0.786821705,0.978036176,0.878122308,0.682601206,0.75667528,0.640826873,0.136089578,0.841515935,26,63.01,89.85,0.120155039,0.850344531,0.964470284,5.474917988,0.502153316,0.06699728485503659,0.07622739018087855
001864.OF,001864.OF,001864.OF,2840.840819,64.31431403,38.0858527,85.88672743,34.54743721,15.20739529,13.11131533,12.44874688,63.0989871,29.47514876,11.20773741,0.464254953,0.940137812,0.586993971,0.860465116,0.615417743,0.469422911,0.45047373,0.547803618,0.444444444,0.183893196,0.788113695,38,42.16,39.17,0.400947459,0.350129199,0.345391904,2.936247494,0.348837209,6.6532436451353165,0.4715762273901809
001866.OF,001866.OF,001866.OF,6145.327026,44.82177288,34.62164459,63.88438621,37.43227069,18.65370509,14.86777033,12.74376493,70.71436544,36.31889776,8.57577583,0.894056848,0.655469423,0.529285099,0.603789836,0.715762274,0.730404823,0.598621878,0.578380706,0.664082687,0.433677864,0.565030146,32,63.56,48.21,0.250430663,0.862187769,0.532730405,3.671547502,0.40913006,2.099317422912645,0.19982773471145565
001869.OF,001869.OF,001869.OF,1344.537338,43.88538538,24.48153403,50.2619736,27.79833696,15.55017686,16.04290971,13.3880334,60.04251081,44.14369052,9.46196816,0.184754522,0.633936262,0.347975883,0.416020672,0.34625323,0.496985357,0.694229113,0.631782946,0.375538329,0.796296296,0.64039621,39,50.67,39.44,0.426141258,0.568044789,0.354651163,2.788872595,0.33419466,7.473230658641829,0.5060292850990525
001874.OF,001874.OF,001874.OF,10922.29438,44.91845618,9.99176056,85.79441547,55.03508413,42.94644663,32.35786798,32.79331171,88.14143449,30.60686496,9.7652701,0.993109388,0.658914729,0.124892334,0.860034453,0.985788114,0.999569337,1.0,1.0,0.994832041,0.207579673,0.666236003,24,87.2,75.44,0.092807924,0.997416021,0.885443583,1.157390477,0.11369509,16.96190829294338,0.7678725236864772
001875.OF,001875.OF,001875.OF,11153.47143,43.6367102,10.27819415,83.74939432,55.33374505,43.03881333,31.88210837,32.41492598,87.87989782,30.8309831,9.67009336,0.994832041,0.627906977,0.127906977,0.840654608,0.98794143,1.0,0.999569337,0.999569337,0.993970715,0.215331611,0.658914729,16,87.54,75.55,0.021533161,0.99870801,0.886950904,2.466427515,0.301033592,9.58083706749436,0.5796726959517657
001877.OF,001877.OF,001877.OF,639.0657927,30.64748335,37.59737024,56.50856931,34.70925819,18.91269071,14.32709936,14.27625815,77.41165409,32.03616653,7.61326858,0.059862188,0.275624462,0.57751938,0.499138674,0.622739018,0.745047373,0.554694229,0.701119724,0.861326443,0.254521964,0.467269595,29,49.85,49.33,0.180017227,0.546080965,0.554263566,3.905639242,0.425064599,-2.357244535285218,0.025409130060292853
001878.OF,001878.OF,001878.OF,7508.26386,33.47662621,13.49529561,42.90551141,32.05475711,14.00848496,14.09410548,14.20848976,71.69131854,41.93476996,5.18026228,0.945305771,0.341085271,0.164082687,0.328165375,0.509474591,0.388458226,0.537037037,0.69379845,0.695951766,0.718346253,0.269595177,39,54.98,68.26,0.426141258,0.682170543,0.835055986,0.998961249,0.094315245,36.538598335559655,0.9190353143841516
001880.OF,001880.OF,001880.OF,1916.394239,43.83571878,106.0073926,72.14584185,26.91253694,12.4345127,15.84341922,14.51482606,70.54363057,46.35034322,11.10472261,0.298018949,0.633074935,0.990525409,0.715762274,0.318690784,0.301464255,0.678294574,0.716192937,0.656761413,0.852282515,0.777777778,27,72.91,66.17,0.138027562,0.956072351,0.820628768,6.017673057,0.521533161,4.963233245989888,0.38027562446167096
001892.OF,001892.OF,001892.OF,4473.658553,45.90404122,33.78663548,58.87085423,47.69293367,28.30959175,18.51806755,16.80496217,66.96216417,36.24901927,12.1182178,0.706287683,0.679586563,0.511627907,0.532730405,0.914298019,0.993540052,0.876399655,0.866925065,0.544358312,0.429801895,0.836347976,38,55.77,54.33,0.400947459,0.698966408,0.65503876,7.709283129,0.552971576,2.1367323983775823,0.20111972437553832
001897.OF,001897.OF,001897.OF,263.9464526,30.20555642,88.15002224,36.90574516,37.0050626,18.50715421,16.51406309,17.03358426,70.51883481,35.8982372,6.40278053,0.009043928,0.263996555,0.966838932,0.256244617,0.699397071,0.720930233,0.741171404,0.880275624,0.655469423,0.411283376,0.358742463,268,7.51,25.94,0.987080103,0.015073213,0.119724376,19.64431473,0.588716624,0.24469470002224913,0.08527131782945736
001898.OF,001898.OF,001898.OF,6023.056683,54.32571659,27.65507673,66.4358477,52.88947774,20.4828317,19.86373839,17.00363495,80.75998905,27.76316256,13.23875521,0.882859604,0.852282515,0.403100775,0.639534884,0.968561585,0.840654608,0.925495263,0.878552972,0.936261843,0.154608096,0.89707149,35,66.44,81.49,0.322782084,0.899655469,0.924203273,0.359060401,0.017657192,84.84533288871363,0.9879414298018949
001900.OF,001900.OF,001900.OF,3810.465395,38.82701755,-45.58609258,34.93018955,21.29115238,2.73302987,6.20589247,6.06047563,65.02537016,47.15723102,3.93034325,0.606373816,0.505598622,0.000861326,0.235572782,0.180017227,0.021102498,0.1042205,0.139965547,0.494832041,0.873815676,0.187338501,45,44.06,53.58,0.554048234,0.391042205,0.643195521,2.403053588,0.291128338,2.302466752148017,0.21102497846683893
001901.OF,001901.OF,001901.OF,6106.54386,33.8270813,1.42750586,28.57288044,12.60699268,10.15440158,9.21307514,6.87775912,35.55143182,26.00395327,3.84620747,0.889319552,0.350990525,0.017657192,0.185615848,0.09086994,0.191645134,0.201119724,0.167527993,0.126614987,0.137812231,0.183031869,29,44.74,31.27,0.180017227,0.403531438,0.181955211,1.156272218,0.113264427,14.101739448694424,0.710594315245478
001903.OF,001903.OF,001903.OF,8008.584801,25.67556209,2.38878325,10.24480051,5.9523436,6.50393751,4.11190821,2.23690055,20.090371,17.97737437,1.41337015,0.958656331,0.154608096,0.022825151,0.044788975,0.021963824,0.103359173,0.044788975,0.026270457,0.063738157,0.079672696,0.041774332,51,18.47,16.56,0.655900086,0.090008613,0.071059432,0.527114133,0.034883721,20.248310454616476,0.8169681309216192
001907.OF,001907.OF,001907.OF,1140.292952,22.79523357,40.76221042,35.10161509,25.46587329,10.62462463,12.66812652,11.034977,70.07986789,49.21587481,5.12565051,0.145133506,0.096037898,0.631352283,0.238587425,0.273040482,0.210594315,0.416020672,0.422049957,0.642980189,0.906976744,0.265719208,96,34.92,50.42,0.909560724,0.237726098,0.582687339,2.36082667,0.285960379,9.839277302810208,0.5891472868217055
001910.OF,001910.OF,001910.OF,7352.487302,40.32690402,18.69386773,65.03355716,42.89884143,18.35826702,16.63831471,14.57233017,69.4897435,42.41000694,10.59042739,0.940137812,0.543066322,0.24461671,0.621016365,0.850129199,0.708871662,0.751507321,0.720499569,0.621016365,0.738587425,0.740310078,65,46.13,48.05,0.817398794,0.433247201,0.529069767,1.620305795,0.189061154,17.555312563700358,0.7777777777777778
