基金代码,总市值,一致预期PE,每股一致预期增速,静态pe,毛利率,净利率,roe,roic,经营现金流净额/净利润,资产负债率,静态pb,总市值排名,一致预期PE排名,每股一致预期增速排名,静态pe排名,毛利率排名,净利率排名,roe排名,roic排名,经营现金流净额/净利润排名,资产负债率排名,静态pb排名,股票个数,前十大股票占比,前三大行业占比,股票个数排名,前十大股票占比排名,前三大行业占比排名,换手率,换手率排名
000001.OF,1474.432688,51.13234087,29.62728126,48.86075161,27.6121869,12.97608192,10.1433581,10.0201217,54.75571023,24.73771848,7.35065277,0.335361489,0.885468862,0.220114531,0.613457409,0.362204724,0.330708661,0.227272727,0.308518253,0.212598425,0.096635648,0.5365068,81,20.42,49.42,0.831424481,0.098067287,0.534359341,1.769616197,0.33321403
000006.OF,508.8422037,40.31651276,125.4708617,68.05717469,37.75285405,19.3029148,16.34649973,15.133286,78.73562496,33.93269009,9.22071133,0.067287044,0.594130279,0.984609878,0.884395132,0.799212598,0.797780959,0.804939155,0.846098783,0.924481031,0.290980673,0.771295634,132,14.22,40.78,0.939692198,0.057265569,0.328203293,7.172676345,0.905511811
000011.OF,961.5338151,28.48985925,52.61235276,-28.36222513,23.62036552,9.35029259,13.33159441,11.76421861,67.628226,44.43965927,5.44663702,0.193629205,0.202219041,0.57408733,0.006084467,0.205440229,0.136363636,0.514316392,0.498210451,0.521474588,0.811023622,0.304581246,35,54.56,45.08,0.256442377,0.743020759,0.445060845,2.095747367,0.410164639
000017.OF,3712.440446,51.04624662,29.04541547,61.26067116,39.63753879,18.75944198,15.54443727,16.46523817,72.30582549,37.69873179,10.8804137,0.761274159,0.884395132,0.211524696,0.811023622,0.840372226,0.766642806,0.742304939,0.902648533,0.728704366,0.452755906,0.909448819,46,45.57,63.28,0.465998568,0.522548318,0.772548318,3.749248831,0.68503937
000020.OF,2312.42629,44.41635133,54.17847609,54.19926894,30.92503182,16.54067976,14.77170624,14.33970181,67.43062525,37.24106606,9.74515036,0.53614889,0.739799571,0.597351467,0.699713672,0.539012169,0.615604868,0.664638511,0.793486042,0.515032212,0.431281317,0.831066571,57,38.54,40.54,0.640658554,0.338940587,0.322297781,2.478665424,0.497136722
000021.OF,2382.753837,45.32351643,65.45608294,54.56282769,30.19186917,15.45183757,13.61719829,11.65257846,64.82711546,44.18752884,8.63716401,0.552612742,0.763063708,0.749463135,0.705440229,0.498568361,0.532211883,0.543664996,0.487115247,0.417680744,0.801360057,0.700429492,128,29.59,45.69,0.933786686,0.188260558,0.460272011,2.217894141,0.440944882
000029.OF,541.3138325,32.09466955,57.30185389,32.4837001,22.82285652,9.79371047,10.61906109,9.24550293,61.58755495,38.62414369,5.17676465,0.075876879,0.301717967,0.641374374,0.33392985,0.187902649,0.152469578,0.263779528,0.244810308,0.327487473,0.504652827,0.283822477,83,22.75,43.02,0.838403722,0.114889048,0.386542591,7.290259256,0.908732999
000030.OF,3162.93118,38.57787338,66.25427136,49.82225113,41.49658003,22.040065,17.60307251,14.8899453,78.46633712,41.54650342,9.14540532,0.696850394,0.531496063,0.757695061,0.625984252,0.869362921,0.910164639,0.869362921,0.83285612,0.918396564,0.675375805,0.765926986,131,34.11,40.1,0.938260558,0.249821045,0.309591983,2.097511766,0.411596278
000031.OF,1876.308357,45.23623602,70.5347265,67.97593186,33.9197879,16.19727762,14.37219447,13.93104436,73.88166382,38.54996777,10.07655003,0.435934145,0.760558339,0.7956335,0.882963493,0.678596994,0.589835361,0.623478883,0.756621331,0.784896206,0.50071582,0.856120258,40,62.83,44.26,0.349856836,0.88027917,0.421259843,1.590159777,0.288117394
000039.OF,1867.904008,46.77007248,81.58366574,74.01707336,30.76726705,13.62684871,11.57373604,10.25961348,67.84266461,41.18594356,8.33992121,0.434502505,0.799212598,0.875447387,0.933428776,0.530780243,0.378668576,0.335361489,0.330708661,0.527559055,0.653901217,0.670365068,51,44.2,49.75,0.550286328,0.493199714,0.540443808,3.817217599,0.693629205
000056.OF,5728.101601,36.68762032,30.23500054,36.1685855,34.26233378,15.73682812,15.26580062,13.99151943,63.36431638,31.6946748,7.5400446,0.92662849,0.464924839,0.229420186,0.401216893,0.691839656,0.55583393,0.711882606,0.763421618,0.372226199,0.216893343,0.564423765,40,42.09,54.97,0.349856836,0.431102362,0.635289907,1.88807511,0.360057266
000057.OF,5902.327312,35.96821266,23.22561821,8.39611928,38.05701367,17.87351122,16.04497815,14.0714884,72.36644309,39.79996832,7.57918268,0.935576235,0.437007874,0.14781675,0.065497495,0.806728704,0.710450966,0.77845383,0.770221904,0.730493916,0.57444524,0.570150322,40,50.65,55.44,0.349856836,0.64889048,0.642984968,1.866706827,0.356120258
000058.OF,3964.874927,25.21188225,19.69876145,9.91146081,8.67743491,7.11514151,4.9469765,3.44598834,24.16606264,16.65648688,1.722774,0.792770222,0.124910523,0.113457409,0.080171797,0.042591267,0.089835361,0.068002863,0.053328561,0.056907659,0.05511811,0.066213314,54,12.82,17.07,0.599498926,0.050465283,0.058697208,0.796568809,0.095561918
000061.OF,546.2219987,43.72659359,41.10076759,45.15756306,23.59000767,10.4418257,9.92960103,8.51286126,55.6590431,33.7695398,4.22552367,0.077308518,0.72297781,0.395132427,0.552612742,0.204724409,0.174302076,0.213672155,0.20293486,0.224409449,0.282390838,0.211524696,80,27.89,32.45,0.826950608,0.16678597,0.164459556,1.551359789,0.278811739
000063.OF,1736.91337,50.24434721,73.27113955,68.11193876,22.34798102,9.69278135,8.31661182,8.38097586,50.90846445,27.10274784,7.26172366,0.404438082,0.871510379,0.81460272,0.885110952,0.177881174,0.14781675,0.136005727,0.195060845,0.173944166,0.127415891,0.524695777,61,36.93,51.26,0.691839656,0.306728704,0.568002863,9.04225513,0.943450251
000066.OF,787.0120571,39.00877614,53.05621628,14.23948833,29.84946247,15.14182329,15.13870474,12.22751926,78.2431473,38.37473233,8.24949551,0.141374374,0.547602004,0.580529707,0.124910523,0.480314961,0.502863278,0.700787402,0.558697208,0.915891195,0.495347173,0.655332856,35,50.24,65.91,0.256442377,0.639584825,0.807086614,11.65039333,0.973872584
000072.OF,1612.691047,42.34353557,9.97375846,12.49973538,6.82014569,3.93814412,2.52117904,2.23473495,13.19666254,8.44435567,1.48006437,0.378668576,0.679312813,0.040443808,0.104509664,0.028274875,0.041517538,0.025411596,0.027201145,0.019685039,0.009663565,0.049749463,163,3.31,7.16,0.957587688,0.001073729,0.010379384,0.325909491,0.020042949
000073.OF,3067.405545,44.03686568,54.26149409,64.19839957,43.23574139,21.01045199,18.79191512,17.77880656,74.65730399,34.89803028,12.01620156,0.68503937,0.729778096,0.599498926,0.848604152,0.895848246,0.877952756,0.917322835,0.939155333,0.807086614,0.327129563,0.958482462,45,50.05,47.01,0.445776664,0.635289907,0.491052255,3.859016128,0.700071582
000082.OF,2639.945435,30.76533217,46.23599879,31.932326,30.57107412,18.55165012,15.52374292,12.39004499,63.74029756,43.44536905,6.90307554,0.61059413,0.260558339,0.473872584,0.324266285,0.520758769,0.755905512,0.739441661,0.583392985,0.384037223,0.771295634,0.472798855,189,24.24,26.85,0.967072298,0.131352899,0.10146743,1.290552623,0.211882606
000083.OF,6403.256236,45.33871095,54.76090741,51.98538677,53.77893629,25.191186,26.74399882,24.54485118,84.21922616,36.9419889,15.20283974,0.954903364,0.764137437,0.606299213,0.662848962,0.988904796,0.970651396,0.998568361,0.997852541,0.989978525,0.414817466,0.997852541,37,62.64,69.49,0.292770222,0.878668576,0.840372226,0.753534707,0.084108805
000117.OF,5661.443717,47.56095553,43.32617664,64.35162272,55.59732929,28.33868026,21.97696396,20.49869019,84.32251457,30.77918139,13.12384065,0.919828203,0.822476736,0.428418039,0.850751611,0.993199714,0.989620616,0.976377953,0.977093772,0.990336435,0.189334288,0.982820329,48,56.76,73.1,0.501610594,0.783106657,0.87115247,0.705992202,0.07337151
000120.OF,3290.914646,34.05777648,39.88661149,50.6784665,19.96687788,12.38116374,10.53583572,8.27557108,49.14456226,43.17471473,5.76847773,0.715103794,0.36972083,0.373299928,0.642090193,0.131710809,0.288117394,0.255189692,0.190050107,0.158554044,0.75876879,0.338582677,53,30.77,37.08,0.58285612,0.2043665,0.250894775,3.256885351,0.623478883
000124.OF,2440.062771,37.85961176,55.8286674,56.70346494,30.5689198,14.40995567,15.46227532,13.48499379,70.57534475,39.56904607,9.35619907,0.567287044,0.510737294,0.623478883,0.739441661,0.520400859,0.440944882,0.734073014,0.702219041,0.64745884,0.560844667,0.789549034,40,52.3,47.94,0.349856836,0.688618468,0.508947745,1.902150655,0.363994273
000126.OF,2540.249209,41.71734147,70.34883653,71.61343933,23.53883493,11.4649943,16.16859236,13.7168603,72.64496098,51.92432421,10.63066345,0.59341446,0.652469578,0.793128132,0.915533286,0.20329277,0.229420186,0.788833214,0.731567645,0.739083751,0.961703651,0.896564066,51,57.8,85.57,0.550286328,0.801002147,0.953829635,2.279516233,0.452040086
000127.OF,1842.592529,42.93653725,39.44552036,55.42894763,38.62634335,18.20257023,16.85043314,15.70286066,73.62273092,32.54974696,9.41345853,0.431639227,0.699713672,0.367573372,0.716535433,0.818897638,0.732283465,0.835003579,0.869362921,0.775590551,0.24123121,0.79670723,63,47.37,43.53,0.713314245,0.568897638,0.403901217,3.327881723,0.633858268
000136.OF,3908.097365,55.62848477,64.27910726,62.77453649,35.74471657,16.59618837,12.40882949,10.47219373,61.40476146,35.50130142,9.12926513,0.784896206,0.941302792,0.736578382,0.83321403,0.746599857,0.618826056,0.418754474,0.350035791,0.323550465,0.349677881,0.764495347,26,49.51,63.43,0.096098783,0.620973515,0.775590551,2.326823364,0.46241947
000165.OF,3312.823074,29.87633829,21.0647126,0.22204798,18.2524167,10.74841136,10.56165293,8.1818477,41.7696763,29.24982227,4.61915998,0.718324982,0.24051539,0.127057981,0.021832498,0.11130995,0.192197566,0.258052971,0.18575519,0.11202577,0.162133142,0.24015748,35,26.28,25.02,0.256442377,0.149248389,0.088761632,3.989881101,0.714387974
000166.OF,1035.677708,45.4006458,49.1475983,70.70037064,24.33127668,11.46746408,13.07817825,11.96365777,72.11133449,38.78925515,8.1116856,0.214745884,0.765569077,0.522906228,0.908732999,0.225125268,0.229778096,0.489620616,0.51896922,0.72190408,0.516821761,0.637079456,26,49.1,68.06,0.096098783,0.612920544,0.826413744,6.156512709,0.869362921
000167.OF,5618.393839,50.5322633,24.95622302,52.06658279,48.87977761,23.8742683,19.48372807,17.42987956,77.85443228,41.29080838,10.95421893,0.917322835,0.877236936,0.160343593,0.663922691,0.956692913,0.947745168,0.936292054,0.931997137,0.906227631,0.659269864,0.916249105,26,68.46,63.12,0.096098783,0.939513243,0.770221904,3.109516824,0.600214746
000172.OF,3135.633981,21.86384134,75.96370954,27.37229251,28.49145214,19.37936255,16.70639458,12.29671851,62.63921012,48.2446529,5.24576709,0.694345025,0.079455977,0.835361489,0.263063708,0.409806729,0.802791696,0.826413744,0.571581961,0.352899069,0.914101646,0.288117394,278,15.12,26.24,0.979778096,0.064065855,0.096277738,1.604954954,0.291696492
000173.OF,1551.508138,48.75383154,51.22387667,80.69130549,40.1738656,16.8988086,14.52273021,14.54978532,64.92338471,33.36361058,9.23836496,0.360057266,0.848246242,0.55619184,0.96277738,0.848962062,0.642448103,0.639942734,0.809591983,0.421617752,0.264137437,0.774516822,53,45.32,51.54,0.58285612,0.514316392,0.57408733,2.425740849,0.484251969
000190.OF,4152.369545,38.79529851,6.14069012,13.55260334,9.88325646,5.23718616,3.54750857,3.13945702,16.70592446,7.75851837,1.72427195,0.811023622,0.539727989,0.021116679,0.115962777,0.052970651,0.064423765,0.044022906,0.047959914,0.030422334,0.007516106,0.066929134,21,14.96,12.64,0.042949177,0.061918397,0.040801718,0.523532908,0.041875447
000195.OF,2814.218822,23.00877636,9.58012204,6.4937849,7.128225,3.82954189,3.57854794,2.81494174,17.59314324,11.48332783,1.0966692,0.641732283,0.090193271,0.038296349,0.049033644,0.030422334,0.039370079,0.045096636,0.039727989,0.033285612,0.029706514,0.030064424,72,8.83,7.59,0.780064424,0.022548318,0.012526843,0.118777767,0.002863278
000199.OF,4562.717532,31.41332971,82.09525371,41.44252434,32.98735173,23.33584094,21.38060257,15.85814032,73.22146168,48.09431808,8.08858582,0.850035791,0.281675018,0.878668576,0.492125984,0.644595562,0.939871152,0.969577666,0.877594846,0.760200429,0.911596278,0.630994989,77,29.12,36.05,0.811381532,0.182176092,0.23067287,5.089886547,0.817823908
000209.OF,2082.640791,40.61837323,42.91063751,35.38994716,25.94276628,12.87061819,12.53963634,10.87170433,67.29364255,45.12954727,8.39144137,0.48103078,0.606299213,0.422691482,0.387258411,0.288117394,0.319613457,0.433070866,0.393342878,0.508589835,0.832140301,0.678239084,36,45.5,71.89,0.273979957,0.520579814,0.859878311,4.254117596,0.739799571
000219.OF,1245.607353,33.32208585,51.38588116,57.30577487,39.1950827,23.6001043,16.83683402,14.24717431,68.58332608,38.4839604,8.30020307,0.272727273,0.347888332,0.557265569,0.752326414,0.830708661,0.94488189,0.834287759,0.784538296,0.560128848,0.49928418,0.665354331,37,47.5,54.19,0.292770222,0.57337151,0.620257695,2.028653761,0.394774517
000220.OF,1571.813157,58.69381139,61.32054678,77.39454414,49.90721069,26.50191831,16.9282687,16.91058232,78.78970053,24.59650467,13.73236814,0.366499642,0.96206156,0.699355762,0.949176807,0.966714388,0.983894059,0.837866858,0.916249105,0.92519685,0.094846099,0.989978525,43,51.5,90.47,0.404795991,0.670722978,0.980493916,1.24036034,0.198282033
000242.OF,765.1637123,29.15603056,123.4664688,50.77871039,30.08755468,10.73628833,12.5624725,11.0371792,50.25899376,39.29638429,4.93090662,0.138869005,0.22226199,0.98210451,0.643521832,0.493915533,0.191481747,0.435576235,0.414817466,0.16750179,0.543664996,0.266642806,44,42.63,35.01,0.423765211,0.447208304,0.208303508,1.214689569,0.190765927
000251.OF,3221.06949,12.29163968,23.61054844,12.71335821,14.24793538,27.29721284,12.4955527,2.41677696,49.06994495,75.59812821,2.28661056,0.704724409,0.011095204,0.151037938,0.106657122,0.078382248,0.987831067,0.429491768,0.030780243,0.157122405,0.99928418,0.094846099,29,71.78,75.74,0.144237652,0.958482462,0.895132427,0.972806096,0.131710809
000259.OF,2467.109317,44.4401996,47.73689884,44.21973765,20.91346664,9.8598864,8.46437837,7.96286869,44.14453499,26.63753924,5.76120645,0.575876879,0.74015748,0.502863278,0.53614889,0.151753758,0.156406586,0.139942734,0.173944166,0.125626342,0.119541875,0.337866858,104,22.16,26.5,0.900143164,0.109520401,0.098783107,1.33031507,0.22190408
000263.OF,2632.811532,43.51550659,46.95077846,34.70666916,34.1120288,16.7460972,15.78234719,14.5217082,69.59919995,40.72813106,10.02738673,0.609878311,0.717251253,0.487831067,0.37043665,0.686113099,0.63027917,0.760916249,0.807086614,0.605225483,0.631352899,0.852899069,43,39.14,46.85,0.404795991,0.356120258,0.487294202,1.280994532,0.210093057
000264.OF,1050.129579,45.11104511,43.37146844,55.10558613,29.18728459,11.68262401,10.30795177,9.8316951,48.30948449,27.23747916,6.88762634,0.216893343,0.755905512,0.429133858,0.711524696,0.452397996,0.243020759,0.239799571,0.291338583,0.152111668,0.12920544,0.468146027,38,42.7,43.23,0.312276306,0.451682176,0.392269148,1.401375881,0.238010021
000270.OF,396.9855255,26.69049861,95.43155849,35.05118821,29.1587783,13.7970354,12.62808443,11.09450297,67.07109812,42.75520681,4.54876624,0.039727989,0.153543307,0.939513243,0.378668576,0.450250537,0.392627058,0.4452398,0.418396564,0.498568361,0.739083751,0.234788833,407,10.88,28.11,0.993199714,0.035433071,0.117036507,4.341890334,0.750178955
000273.OF,4286.613297,28.91190068,34.20734763,31.30404553,25.38448107,16.66837844,12.83210646,9.41126908,53.48704224,44.03297757,5.12187595,0.823908375,0.214387974,0.290622763,0.316392269,0.265211167,0.625268432,0.464924839,0.25948461,0.197208304,0.794917681,0.27809592,318,20.26,28.34,0.987294202,0.096635648,0.119541875,1.453326705,0.253400143
000279.OF,2830.026104,40.77511553,20.33416918,50.47460841,17.54431697,7.99108943,7.00676074,6.71467434,45.86177862,36.33048558,5.47135374,0.646027201,0.61166786,0.120973515,0.637437366,0.101646385,0.103793844,0.101288475,0.125268432,0.136005727,0.386542591,0.308518253,44,31.95,31.93,0.423765211,0.218682892,0.15694345,7.486036982,0.913027917
000294.OF,4251.63323,39.67262578,38.85726968,20.16696432,35.43489381,15.38775661,11.35840816,10.40920823,55.37845071,42.6084992,7.1099677,0.821403006,0.571224052,0.358983536,0.18468146,0.739083751,0.524695777,0.316392269,0.343235505,0.221188261,0.729062276,0.505010737,55,42.14,51.05,0.614531138,0.434502505,0.56531854,3.814058309,0.692197566
000308.OF,641.6039956,41.78865415,65.87134573,57.05499695,33.62018993,16.63997247,13.05744499,12.1064406,68.68908742,38.29923777,6.6034874,0.104509664,0.655690766,0.755189692,0.746241947,0.668217609,0.621689334,0.487473157,0.543664996,0.565855404,0.489978525,0.430565497,58,37.71,37.79,0.653364352,0.322118826,0.265748031,3.95647972,0.709377237
000309.OF,1125.005667,51.29296603,41.48276946,50.26465837,28.71246995,15.27346005,10.38595913,9.2541013,57.60704074,42.13379213,8.00888695,0.24123121,0.887616321,0.400501074,0.634216178,0.421617752,0.513242663,0.245168218,0.246599857,0.246957767,0.706156049,0.618468146,34,63.44,50.89,0.240694345,0.88904796,0.561560487,3.531762846,0.659269864
000326.OF,1152.424054,33.9402608,84.06057529,46.93259746,32.05162283,17.18080443,14.08447413,12.02528609,66.28323023,39.22236725,6.30417588,0.248389406,0.365068003,0.890837509,0.584466714,0.593772369,0.659269864,0.590909091,0.532927702,0.469935576,0.539727989,0.393700787,102,22.39,34.65,0.895311382,0.11130995,0.201861131,4.341137684,0.749821045
000327.OF,1170.866391,34.02115206,85.40885618,48.15208593,32.67541551,17.48758227,14.29172369,12.23484813,67.56440222,39.86333075,6.39309804,0.252684324,0.367215462,0.894774517,0.604509664,0.630994989,0.680386543,0.614889048,0.561202577,0.519685039,0.578024338,0.404438082,105,22.57,35.06,0.903006442,0.113457409,0.209914102,4.441014266,0.761274159
000328.OF,2030.080745,41.56814598,65.52000955,58.1089186,28.31909657,13.92865616,14.68744601,12.67249906,63.54537385,40.73584017,8.91697631,0.471009306,0.645669291,0.750536865,0.767000716,0.402648533,0.401574803,0.654259127,0.622047244,0.377952756,0.632784538,0.736578382,58,32.76,51.34,0.653364352,0.233536149,0.570150322,4.325002456,0.747315676
000336.OF,2269.819202,41.26032246,93.41484771,63.98332545,27.83345261,14.33649577,13.48341583,12.3025808,71.50785416,41.10759478,8.80502194,0.527201145,0.631710809,0.933786686,0.846814603,0.372584109,0.432712956,0.531496063,0.572655691,0.690050107,0.651037938,0.72226199,24,53.2,54.4,0.069971367,0.712598425,0.625447387,0.758021108,0.084466714
000339.OF,459.4611507,43.60868027,43.61231572,61.33183194,46.15780995,14.99853951,11.33824077,11.51192523,74.80913189,29.7307187,7.09180601,0.051896922,0.720114531,0.434502505,0.812813171,0.930923407,0.491768074,0.313886901,0.469577666,0.811023622,0.170365068,0.501431639,79,38.05,88.87,0.821939871,0.327129563,0.970293486,6.965657655,0.897995705
000354.OF,415.0252366,73.97534167,26.24641891,98.27118084,24.30685974,9.85389687,6.38359206,7.25844001,35.69601738,26.75049177,6.85533231,0.043307087,0.991768074,0.176807445,0.990336435,0.224409449,0.155690766,0.094488189,0.139584825,0.089835361,0.120973515,0.46385111,15,57.35,54.51,0.008052971,0.792412312,0.627773801,6.57406231,0.885110952
000362.OF,568.6458596,24.79411492,77.25861429,38.65447933,27.14181892,11.21563552,11.97023208,10.57532516,70.9035812,42.0145854,5.0602694,0.083750895,0.120257695,0.848604152,0.4452398,0.340730136,0.216893343,0.375447387,0.356836077,0.660701503,0.700071582,0.274874732,57,47.08,64.94,0.640658554,0.561739442,0.794738726,2.239021963,0.44452398
000390.OF,949.899699,15.42450896,174.1291644,-5.81636854,18.93161415,8.48496095,13.79866445,8.56286174,65.87383239,51.17785756,2.36001962,0.190050107,0.025411596,0.998568361,0.015390122,0.118468146,0.113815319,0.562634216,0.206871868,0.455261274,0.957050823,0.097709377,66,38.14,61.02,0.74051539,0.329634932,0.734073014,1.702846579,0.318539728
000404.OF,2022.170393,46.9537858,76.56450665,74.87287454,28.07877734,12.34326088,13.46134182,12.02380334,75.75964909,43.0813174,9.12103008,0.468861847,0.804581246,0.841445956,0.939513243,0.38940587,0.285969936,0.528990694,0.532569792,0.845740873,0.755905512,0.763421618,29,66.48,64.99,0.144237652,0.920186113,0.79599141,1.941582459,0.376521117
000408.OF,1384.604599,28.00544091,78.99652451,36.58039841,32.93160412,18.69275302,21.84488189,17.15445947,75.475217,43.2999416,7.41939507,0.312097351,0.188260558,0.859699356,0.40694345,0.642090193,0.763063708,0.974946314,0.92519685,0.83357194,0.764495347,0.549033644,57,61.09,44.39,0.640658554,0.858267717,0.42555476,2.366846374,0.469577666
000409.OF,3291.193315,48.29689025,61.48461269,64.90398086,24.27601132,13.8220473,13.70022744,11.86592365,71.04044618,43.44838287,10.03338435,0.715461704,0.839656407,0.701503221,0.855404438,0.2226199,0.395490336,0.551539012,0.510737294,0.66678597,0.771653543,0.853256979,40,62.73,73.03,0.349856836,0.879742305,0.87043665,1.889000418,0.360415175
000410.OF,1783.464998,50.69025258,54.13708394,45.59013035,28.21507418,14.60856614,11.77342304,11.42905358,57.94582303,40.88525195,7.59433359,0.416964925,0.880458125,0.595561918,0.560486757,0.397637795,0.455261274,0.354688618,0.459556192,0.249105225,0.641374374,0.571939871,53,30.53,50.43,0.58285612,0.201145311,0.552791696,4.958150367,0.806012885
000411.OF,4243.359399,27.34369007,70.24801687,36.92787688,30.05863102,20.55404988,19.32260755,13.78853712,69.36435687,50.97962411,6.96016648,0.821045097,0.170365068,0.792054402,0.414817466,0.492841804,0.854330709,0.931639227,0.738367931,0.596993558,0.954903364,0.479957051,131,30.1,33.57,0.938260558,0.196134574,0.183965641,2.743672474,0.547602004
000417.OF,805.2644742,26.7900701,16.73567447,9.70140334,5.31431949,3.65289281,2.14412966,2.52972076,12.28919608,14.12544457,1.62213722,0.145311382,0.154617037,0.090551181,0.078024338,0.017179671,0.0365068,0.020400859,0.032569792,0.015748031,0.044380816,0.061918397,17,17.99,11.89,0.015748031,0.081961346,0.039012169,3.614161121,0.671796707
000418.OF,2680.015905,41.25921267,50.39600903,54.73408699,36.73374112,20.22951552,12.16989357,11.65713122,56.56502795,39.21288897,8.38284273,0.617394417,0.631352899,0.542949177,0.706513958,0.773085183,0.842519685,0.397995705,0.488546886,0.235504653,0.539012169,0.676807445,110,40.29,37.52,0.912312097,0.385647817,0.260200429,2.447652831,0.489978525
000423.OF,1538.835802,17.54874379,32.35450851,11.68455865,13.10915182,24.64076548,10.53101319,2.42724998,9.50273019,61.30485173,2.77373238,0.355762348,0.039370079,0.261632069,0.095204009,0.071939871,0.960987831,0.254831782,0.031138153,0.007874016,0.989620616,0.116678597,12,76,90,0.002684324,0.979241231,0.977093772,3.170383144,0.607372942
000431.OF,2744.695938,48.71373182,51.21734889,75.02104608,27.9258562,14.36665756,13.75384532,12.38146684,71.44596887,38.92694017,10.01786835,0.628489621,0.847172513,0.55583393,0.940944882,0.379026485,0.436292054,0.557981389,0.582319256,0.687902649,0.526127416,0.85182534,54,48.33,62.41,0.599498926,0.595919828,0.759305655,3.969385396,0.711524696
000432.OF,2430.237163,44.25142945,63.79199783,65.29138968,32.99500071,20.20003032,15.99161721,12.9001131,67.06513425,43.18819965,9.29865804,0.563707946,0.735862563,0.730851825,0.859699356,0.644953472,0.842161775,0.773443092,0.645311382,0.497852541,0.75984252,0.781675018,40,36.84,30.3,0.349856836,0.303507516,0.137079456,4.163012322,0.732283465
000433.OF,879.5672818,31.88291939,53.083771,34.87447412,23.27448183,10.30138588,8.47995865,7.58579654,46.53968272,38.82869348,4.63300954,0.167859699,0.29634932,0.581245526,0.375447387,0.195776664,0.169649248,0.140300644,0.153185397,0.139942734,0.51861131,0.242304939,73,25.54,33.99,0.78614889,0.142448103,0.190229062,7.301406814,0.909448819
000452.OF,1265.664135,60.4370374,92.90646383,79.94358657,53.88261371,31.32380819,20.88293933,21.21982562,77.04071646,23.15525694,14.38164916,0.279169649,0.969577666,0.931639227,0.959914102,0.989262706,0.996420902,0.960987831,0.9817466,0.884037223,0.083035075,0.993915533,28,56.31,92.86,0.127773801,0.774516822,0.993557623,1.774630186,0.334287759
000457.OF,1468.887733,19.50840052,47.32519439,20.00401618,26.04511188,12.55496989,14.54477108,12.04393503,65.93214693,40.68228808,4.14242077,0.33357194,0.053686471,0.497852541,0.181818182,0.291696492,0.298138869,0.642090193,0.5365068,0.457408733,0.627415891,0.20400859,70,40.5,43.19,0.767179671,0.390479599,0.390837509,2.886858878,0.569792412
000458.OF,907.4686475,27.8431605,82.89691442,46.62655668,26.3427429,10.26693209,10.14192745,9.90341039,59.06412837,42.46234507,5.93646636,0.175733715,0.18503937,0.883679313,0.577666428,0.302075877,0.16714388,0.226914817,0.297780959,0.271653543,0.723335719,0.353614889,81,19.53,57.03,0.831424481,0.09234073,0.669291339,2.732635788,0.545096636
000462.OF,1832.677389,46.57145688,81.04650431,73.51735842,30.52470784,13.44830666,11.44442033,10.18318512,67.32372617,40.8098281,8.24356413,0.428775948,0.79599141,0.872942019,0.931281317,0.51932713,0.366499642,0.322118826,0.320687187,0.510737294,0.636721546,0.654617037,52,44.18,48.61,0.566750179,0.492841804,0.520758769,3.532795998,0.659985684
000471.OF,2089.056423,28.14067305,45.97707151,25.18358735,30.92826578,15.90654614,15.34580316,13.37594056,73.56645049,41.03024188,6.06325619,0.48210451,0.192197566,0.467430208,0.239441661,0.539370079,0.569076593,0.720830351,0.691839656,0.774158912,0.64853257,0.368289191,63,27.55,41.27,0.713314245,0.165354331,0.341445956,1.918039495,0.369005011
000477.OF,5659.255528,47.85831357,41.72708802,63.91258308,55.11256645,28.28147929,21.79549799,20.38143776,83.68904296,30.03882459,13.08849057,0.919112384,0.829992842,0.405511811,0.845740873,0.991768074,0.988904796,0.973156764,0.976377953,0.986041518,0.175375805,0.982462419,46,56.4,73.11,0.465998568,0.775948461,0.871689334,0.727285123,0.077666428
000480.OF,2258.974091,17.42197792,14.51057219,21.10291492,23.50811087,9.91476846,9.36420329,8.25609243,54.74996237,36.96330246,3.29186711,0.524695777,0.03793844,0.070150322,0.192555476,0.201861131,0.157480315,0.181460272,0.189334288,0.212240515,0.417680744,0.14781675,34,46.58,28.12,0.240694345,0.548675734,0.117394417,1.247055207,0.199355762
000496.OF,2702.737865,49.98892769,107.1807577,54.06071135,25.69366284,14.58638789,12.41948242,10.73498996,66.74300329,43.97985578,10.73412688,0.622047244,0.869005011,0.966356478,0.698282033,0.276664281,0.453471725,0.421617752,0.372942019,0.483536149,0.792054402,0.901574803,27,54.01,61.7,0.111488905,0.727630637,0.747315676,3.56367079,0.664280601
000513.OF,2262.277818,36.79632862,57.54447207,44.0662356,33.68607709,18.0919502,15.72221974,14.02743884,76.32990023,36.81362795,8.04625312,0.525411596,0.468146027,0.643163923,0.532211883,0.671438797,0.724767359,0.756979241,0.765926986,0.865068003,0.40765927,0.624194703,50,44.11,44.94,0.533464567,0.490336435,0.439692198,1.30388829,0.214030064
000520.OF,5740.381554,20.25359795,15.81843817,18.02242752,28.07809524,16.33566294,14.74743372,12.12880492,64.84399586,33.35461788,4.15531479,0.927702219,0.058697208,0.079813887,0.161775233,0.38904796,0.599141016,0.662133142,0.546528275,0.418038654,0.263779528,0.204724409,42,50.27,40.4,0.38833214,0.640300644,0.318360773,0.723396063,0.076234789
