基金代码,总市值,一致预期PE,每股一致预期增速,静态pe,毛利率,净利率,roe,roic,经营现金流净额/净利润,资产负债率,静态pb,总市值排名,一致预期PE排名,每股一致预期增速排名,静态pe排名,毛利率排名,净利率排名,roe排名,roic排名,经营现金流净额/净利润排名,资产负债率排名,静态pb排名,股票个数,前十大股票占比,前三大行业占比,股票个数排名,前十大股票占比排名,前三大行业占比排名,换手率,换手率排名
006857.OF,466.614015,24.18094307,154.1678534,34.15934931,24.88855594,14.29896818,15.3484904,11.79881396,65.12529566,33.66256846,4.56185697,0.053328561,0.107730852,0.995705082,0.355762348,0.245168218,0.428775948,0.721188261,0.503937008,0.428775948,0.27702219,0.235862563,137,11.1,40.34,0.943629205,0.03722262,0.31531854,6.984445826,0.898711525
006863.OF,1684.100826,18.75026009,31.65715942,26.22382447,26.75169793,10.84189477,15.09853908,12.30567024,77.2933616,47.1891725,3.74964977,0.392627058,0.048317824,0.251968504,0.250536865,0.318897638,0.196134574,0.698997853,0.573013601,0.88940587,0.892269148,0.175017895,18,71.16,40.76,0.021832498,0.953471725,0.326950608,0.494835703,0.038654259
006864.OF,1159.871202,34.45789446,78.33737859,32.09945542,32.22957743,15.2197982,14.39253056,11.13897436,74.18364795,40.72758023,5.89433781,0.250178955,0.384037223,0.855762348,0.329634932,0.605583393,0.508947745,0.626700072,0.422691482,0.792770222,0.630994989,0.350035791,38,61,50.86,0.312276306,0.856478168,0.560307802,2.913986393,0.575161059
006868.OF,4827.056749,54.7015133,40.1072982,57.83530966,35.46002819,13.6666631,9.98042804,10.49022408,70.63999828,37.95833403,8.15465596,0.872942019,0.931281317,0.377952756,0.760558339,0.74123121,0.382605583,0.216177523,0.35182534,0.650680029,0.470651396,0.642448103,34,56.37,57.36,0.240694345,0.774874732,0.674481031,1.68968948,0.31460272
006877.OF,4464.17658,38.03549996,33.56436873,47.76307291,41.5864057,22.81824987,19.28966661,17.13942987,71.43285541,38.31747456,10.4230753,0.841445956,0.515748031,0.281317108,0.598067287,0.871868289,0.930207588,0.930923407,0.924481031,0.686471009,0.491052255,0.880100215,32,52.46,58.67,0.202576951,0.69452398,0.697924123,4.68230172,0.783464567
006879.OF,1527.808921,44.90711204,87.11448413,6.38864049,28.72710881,11.36018056,8.15575811,7.61178938,45.4926307,47.69059173,7.00751501,0.35146743,0.750894775,0.905511811,0.046886185,0.423407301,0.224767359,0.132068719,0.154974946,0.132426628,0.902648533,0.487473157,57,44.1,49.82,0.640658554,0.489978525,0.541875447,3.492167724,0.655690766
006881.OF,1036.555624,44.74051216,62.29905203,56.83851709,40.43815643,16.59060927,13.5280001,12.71816808,76.4377521,29.86324425,9.36933935,0.215103794,0.747673586,0.711166786,0.74158912,0.854330709,0.618110236,0.53614889,0.627057981,0.866857552,0.171796707,0.790622763,53,43.85,77.79,0.58285612,0.484609878,0.912312097,5.978194314,0.863278454
006882.OF,2990.565609,47.62788482,4.19135121,35.32624445,30.13756993,11.67340728,7.52961927,10.09566463,56.37898109,29.9534533,7.16557092,0.675733715,0.824266285,0.013958482,0.383321403,0.495347173,0.24158912,0.112383679,0.31424481,0.232999284,0.173944166,0.513242663,51,39.4,55.29,0.550286328,0.363278454,0.640300644,6.514769925,0.882247674
006887.OF,1971.177332,50.44692919,69.4418616,47.98612688,31.40503366,12.96136911,13.60507035,12.01943898,65.58957895,40.13030525,9.39978414,0.461345741,0.875089477,0.784538296,0.601288475,0.561918397,0.327487473,0.542591267,0.531853973,0.445597709,0.59234073,0.793486042,43,33.38,49.21,0.404795991,0.24051539,0.531853973,9.119982359,0.9452398
006890.OF,2334.194126,40.26257889,52.52078038,55.55898822,33.3322861,17.64499259,14.7177457,11.92577492,69.4741114,44.00791311,8.34717373,0.542233357,0.590909091,0.572297781,0.717609162,0.656764495,0.691123837,0.657480315,0.515748031,0.600572656,0.793128132,0.672512527,33,38.19,43.34,0.224051539,0.332319256,0.397100931,4.236123354,0.736220472
006904.OF,2208.921879,41.86865138,56.92385018,61.50992974,40.39511273,20.4586978,16.4720188,15.49828474,76.66508512,37.09344606,9.69501444,0.510379384,0.659627774,0.637079456,0.816750179,0.852899069,0.850393701,0.813886901,0.862562634,0.872942019,0.423049392,0.824266285,50,44.84,48.89,0.533464567,0.504294918,0.527201145,4.830480489,0.798496779
006911.OF,1502.299017,28.12854857,114.1101818,37.08575383,38.77195305,22.02698334,23.71484958,18.66620263,82.06740719,40.78474509,7.38508153,0.344309234,0.190765927,0.973514674,0.419112384,0.823192555,0.909806729,0.989978525,0.958124553,0.974946314,0.636005727,0.543307087,129,23.2,35.7,0.935218325,0.117394417,0.220830351,6.777580834,0.892269148
006921.OF,3843.2687,30.03980849,9.03943147,34.05303353,32.59658122,15.59745264,18.0405875,14.56700726,77.21459608,44.09336501,7.07213829,0.775948461,0.244452398,0.034717251,0.353256979,0.623836793,0.545812455,0.890479599,0.809949893,0.88797423,0.798138869,0.498210451,31,67.33,42.75,0.180386543,0.930207588,0.37992126,1.744788313,0.327129563
006923.OF,1346.927952,36.26566976,9.14509829,35.23679912,16.23775908,6.19486959,5.96522861,5.94299853,79.18229127,48.77769406,1.49396717,0.301360057,0.453471725,0.035433071,0.381889764,0.091267001,0.075876879,0.087329993,0.109520401,0.931997137,0.924838941,0.052254832,22,68.28,69.14,0.051717967,0.936649964,0.835361489,2.380933722,0.472440945
006926.OF,3869.709974,36.87650592,50.20988422,48.57943716,67.7466847,28.9971664,25.10004551,24.39866557,89.86527716,32.73715744,12.4175934,0.77809592,0.471009306,0.540443808,0.61095204,0.99928418,0.991410165,0.994989263,0.997136722,0.99964209,0.245526127,0.970651396,46,74.24,87.41,0.465998568,0.972083035,0.96313529,1.870441241,0.357193987
006942.OF,3177.170554,28.00519415,78.21629007,30.87086833,31.97089695,19.7730651,16.81688394,13.16774094,64.38958508,45.99797191,6.18425293,0.699355762,0.187902649,0.855046528,0.311739442,0.588045812,0.823192555,0.83285612,0.673228346,0.403722262,0.859341446,0.381889764,270,15.35,27.28,0.978525412,0.066213314,0.107551897,1.944001426,0.376879026
006967.OF,3927.143722,51.30463566,27.56108064,59.97702678,39.59196079,18.84156339,15.44922429,16.1451058,70.5722533,37.64796601,10.77911598,0.787759485,0.88797423,0.191839656,0.793128132,0.838940587,0.771653543,0.733357194,0.88797423,0.646743021,0.450250537,0.904438082,37,46.08,59.96,0.292770222,0.533464567,0.719577666,2.553843618,0.512884753
006969.OF,1739.800277,38.39886455,105.3954311,45.67106614,25.04001374,13.05155381,10.99582261,11.46974633,62.19444314,40.11085806,7.79846716,0.405153901,0.526127416,0.964566929,0.562276306,0.252326414,0.337151038,0.291696492,0.46277738,0.340014316,0.590909091,0.594488189,64,42.17,54.91,0.724051539,0.435576235,0.634216178,5.134080982,0.822118826
006976.OF,1341.640197,53.56536198,35.92466808,55.83669518,28.62511252,14.29624094,13.39992796,11.78955217,74.8433584,45.19014291,6.94438241,0.299212598,0.918754474,0.312097351,0.723693629,0.418038654,0.427702219,0.522548318,0.501073729,0.813171081,0.834645669,0.477093772,78,52.97,32.06,0.816571224,0.707229778,0.159269864,1.523722398,0.273085183
006977.OF,2311.603822,41.38734985,93.1188745,63.27432121,27.59457463,14.28814908,13.41840523,12.24219879,70.59511092,40.43579986,8.75585901,0.535790981,0.637079456,0.932712956,0.838582677,0.360057266,0.42662849,0.525053686,0.562634216,0.64889048,0.61023622,0.715103794,30,52.49,54.42,0.161238368,0.695060845,0.626342162,1.107091683,0.162848962
006981.OF,970.4381159,55.06153066,65.69180771,74.45932799,49.60834045,23.27752082,14.12901777,14.64805872,75.78281405,22.72314366,10.58308394,0.196134574,0.935934145,0.752684324,0.937365784,0.964924839,0.938797423,0.596635648,0.813886901,0.846456693,0.080171797,0.893342878,63,41.87,89.12,0.713314245,0.423944166,0.972083035,1.856627809,0.35218325
006992.OF,973.9037122,24.41986465,43.40433496,24.63675067,29.14879425,12.33078494,12.88907174,12.46475667,64.04553075,31.70177702,4.70367758,0.196850394,0.113457409,0.429849678,0.231925555,0.449534717,0.285612026,0.472440945,0.59234073,0.392984968,0.217251253,0.249105225,27,42.16,43.02,0.111488905,0.435218325,0.386900501,2.278351671,0.451682176
007012.OF,367.5601053,24.32050812,47.18393291,20.66288528,18.54632944,3.34030857,3.61598923,4.97110335,69.05221789,48.66181062,2.81650908,0.032569792,0.11095204,0.492841804,0.187902649,0.114531138,0.033643522,0.046528275,0.088761632,0.580887616,0.922691482,0.118468146,19,70.13,57.32,0.02809592,0.948818898,0.673586256,5.002781452,0.812097351
007016.OF,3986.632471,36.09500742,27.67191125,41.51156465,25.04461236,16.64901908,12.9474748,9.57992232,51.57729409,37.59317804,5.81542562,0.794917681,0.44380816,0.193271296,0.493557623,0.252684324,0.623120974,0.477809592,0.273801002,0.179312813,0.448460988,0.343951324,34,45.92,37.12,0.240694345,0.528990694,0.251610594,3.808027051,0.691481747
007047.OF,5249.232106,39.04914407,44.64842697,49.47516609,57.13442709,26.36035049,20.82762474,19.66413836,79.47304484,34.35775516,11.14940846,0.894416607,0.550465283,0.449534717,0.621331424,0.995705082,0.982820329,0.960629921,0.971725125,0.936292054,0.305297065,0.92591267,45,57.93,72.8,0.445776664,0.802791696,0.868289191,3.283002133,0.627415891
007056.OF,4309.057692,40.58373578,75.3155969,57.37048952,35.41628413,17.14476405,15.12488305,14.22425013,74.81548018,38.07329373,8.39289484,0.827129563,0.604151754,0.830350752,0.753758053,0.738367931,0.657480315,0.700429492,0.782748747,0.812097351,0.474588404,0.678596994,35,46.96,49.41,0.256442377,0.557981389,0.534001432,1.475833319,0.260558339
007063.OF,5809.656333,34.40938024,57.92865525,40.09753292,33.05020247,19.48319309,16.07619541,14.48769019,71.76191635,41.72957419,7.94213275,0.929849678,0.382605583,0.650322119,0.472083035,0.64781675,0.808876163,0.781317108,0.804581246,0.702576951,0.68468146,0.61059413,64,40.27,34.96,0.724051539,0.384395132,0.207229778,1.877388935,0.358625626
007066.OF,2774.47664,27.34147555,32.93517394,29.98073114,27.9555516,13.07778584,12.72307729,12.16829836,69.02774341,34.143642,3.95627437,0.634574087,0.169649248,0.271653543,0.29599141,0.381173944,0.340014316,0.455619184,0.551896922,0.579098067,0.298138869,0.191839656,63,60.14,59.49,0.713314245,0.841445956,0.712956335,1.302371091,0.213672155
007074.OF,1499.561842,32.93216383,56.43392101,39.47122954,24.35876646,14.07308477,13.0166379,11.65311654,64.89111147,35.30339919,6.50417138,0.342519685,0.335003579,0.630637079,0.46206156,0.226198998,0.410880458,0.484251969,0.487473157,0.419828203,0.341088046,0.416249105,64,26.79,49.85,0.724051539,0.156048676,0.542233357,1.414219142,0.242662849
007082.OF,4100.32816,34.50774413,34.06389617,51.23990166,29.39760085,15.94049028,13.29735527,12.03458848,77.03742527,44.51167886,7.43997414,0.805654975,0.385826772,0.287759485,0.650322119,0.458124553,0.571224052,0.509305655,0.534001432,0.883679313,0.813528991,0.552254832,57,47.89,41.83,0.640658554,0.584108805,0.353078024,2.509354279,0.504294918
007084.OF,4779.901987,37.05042642,32.34564083,47.31016425,47.69231518,25.45629291,20.99217548,19.67000625,82.33357031,34.73680518,10.1247842,0.869362921,0.477093772,0.261274159,0.591267001,0.949176807,0.973156764,0.964924839,0.972083035,0.977451682,0.320329277,0.858983536,23,71.49,66.44,0.060665712,0.955619184,0.811381532,0.724043439,0.076592699
007109.OF,1923.307116,22.56907303,6.03462522,7.09128994,23.70676457,-2.72235953,4.77704916,14.36612628,61.69279089,43.92486424,0.03388736,0.451682176,0.086614173,0.020042949,0.053686471,0.208303508,0.002505369,0.065855404,0.795275591,0.329634932,0.789549034,0.006800286,31,48.24,89.06,0.180386543,0.592161775,0.971725125,4.064466468,0.720830351
007110.OF,9789.318549,20.26045876,4.12972947,12.68003717,23.96176209,22.75940985,12.16291144,10.19310888,69.55913185,50.65480002,0,0.994989263,0.059055118,0.013242663,0.106299213,0.214387974,0.928060129,0.396206156,0.322834646,0.603435934,0.950250537,0.003042233,30,59.32,79.64,0.161238368,0.828203293,0.924123121,0.27793324,0.015748031
007113.OF,2405.434807,50.31890848,54.19673027,22.61772322,30.01536853,16.9560813,12.07025305,10.86393056,66.67155682,42.96062159,8.10758706,0.559413028,0.873299928,0.598067287,0.205798139,0.489978525,0.645669291,0.38904796,0.391553329,0.48103078,0.747673586,0.636721546,67,37.69,43.14,0.748568361,0.321403006,0.389942734,1.841321474,0.348604152
007119.OF,1854.939686,33.70285798,51.47935204,51.93355002,28.82215439,12.01499556,12.87772507,11.65497954,68.47641332,39.1001279,5.57934023,0.433070866,0.357909807,0.558697208,0.662491052,0.429133858,0.263421618,0.469577666,0.487831067,0.552970651,0.533285612,0.320329277,72,50.31,45.92,0.780064424,0.641374374,0.467072298,1.112401643,0.164996421
007126.OF,2237.937997,42.56710796,115.8920009,66.777139,39.2709605,20.23643972,16.45635843,14.52351242,76.29420609,37.76180453,9.04258855,0.51932713,0.687544739,0.976020043,0.875089477,0.83249821,0.842877595,0.812097351,0.807444524,0.862920544,0.456335004,0.753042233,209,20.8,37.25,0.969219757,0.099498926,0.254294918,7.068250658,0.901932713
007130.OF,132.5097878,14.75352477,91.56708603,16.68090574,26.171721,11.37923572,11.58067831,8.84063249,74.38287927,49.21754798,2.20924179,0.002505369,0.021832498,0.924838941,0.150322119,0.29706514,0.225125268,0.336435218,0.220830351,0.797780959,0.931997137,0.091267001,157,41.27,28.38,0.954724409,0.408554044,0.120257695,2.309071564,0.458124553
007132.OF,7224.616718,40.62222909,15.03868891,35.16124198,25.76048282,16.40113265,13.24551383,11.62505584,67.12272786,43.81926526,0.74496997,0.975304223,0.606657122,0.072297781,0.380100215,0.282032928,0.604509664,0.504652827,0.483536149,0.50035791,0.785254116,0.017179671,28,65.97,76.83,0.127773801,0.915891195,0.904438082,2.384728007,0.473514674
007133.OF,737.9323224,37.73766134,35.83982066,54.42406943,39.56427351,19.63082068,15.69076403,15.237439,77.92495275,33.46761265,8.88713453,0.130994989,0.506442377,0.311023622,0.70365068,0.837866858,0.81496063,0.753400143,0.85110952,0.908375089,0.269506084,0.734430923,36,43.98,57.82,0.273979957,0.488010021,0.68503937,3.10717715,0.599856836
007137.OF,1825.103375,45.41712366,66.32415417,62.48809476,30.950184,19.68455518,16.18184336,13.64361266,69.11050356,44.46298465,9.91717248,0.42662849,0.765926986,0.75841088,0.828919112,0.540085898,0.818539728,0.790264853,0.72297781,0.584466714,0.811739442,0.845382963,30,51.65,35.52,0.161238368,0.674659986,0.217788117,5.28555319,0.828919112
007139.OF,6625.635818,37.68882878,52.15706084,31.61021649,33.354408,14.89881318,7.97746598,9.91490003,74.38316397,35.36736409,2.20857812,0.960987831,0.504294918,0.566571224,0.321403006,0.657480315,0.484609878,0.125268432,0.298854689,0.798138869,0.344309234,0.090909091,35,58.12,69.37,0.256442377,0.806728704,0.837687903,3.825123079,0.696492484
007141.OF,5493.535744,48.91222978,25.53221146,41.93162559,30.91068938,12.78271156,9.09055792,8.69264094,51.58711182,30.62823319,6.58091235,0.90765927,0.853614889,0.16714388,0.503221188,0.53758053,0.310665712,0.16750179,0.213314245,0.179670723,0.18575519,0.426986399,67,50.47,35.17,0.748568361,0.644595562,0.211524696,4.415728716,0.756621331
007146.OF,696.6610682,35.93294944,88.98546239,33.97345423,26.09580529,16.09898931,12.02097232,11.19050972,60.39228751,26.37754646,5.79974344,0.120257695,0.435576235,0.916249105,0.35182534,0.293843951,0.583392985,0.382963493,0.428775948,0.300644238,0.115246958,0.342519685,185,20.74,33.67,0.966177523,0.099141016,0.186471009,1.243730058,0.198997853
007151.OF,8085.108116,36.02740252,9.34056427,27.68348471,26.85190421,3.18041025,6.6027409,14.28743219,53.74280458,42.77017301,0.60586155,0.983894059,0.439513243,0.03686471,0.265926986,0.325340014,0.029706514,0.096277738,0.789906943,0.200787402,0.739799571,0.013242663,14,78.85,77.58,0.006621331,0.986757337,0.910522548,1.448375371,0.252684324
007152.OF,2874.29261,41.76332297,8.55765692,52.68224331,44.46252814,19.39484688,16.65233732,15.9865643,71.84331442,29.70016586,8.95642335,0.652827487,0.654617037,0.032211883,0.675375805,0.911954188,0.804223336,0.823550465,0.881531854,0.706156049,0.170007158,0.7408733,28,56.22,59.7,0.127773801,0.773085183,0.715819613,3.214162835,0.615604868
007163.OF,1693.985862,41.02029678,57.96161559,67.65179682,23.99414716,10.5534184,12.32173289,11.39226562,71.86751856,43.93540671,8.93298589,0.395490336,0.620257695,0.651037938,0.880816034,0.215103794,0.181818182,0.409448819,0.456335004,0.707587688,0.789906943,0.738725841,44,40.29,65.88,0.423765211,0.385647817,0.806370795,2.76736185,0.552612742
007177.OF,1599.766516,30.9653338,72.34412942,42.64587816,27.32056839,16.88335587,13.11602144,10.95882463,75.43646107,46.57011049,5.65482476,0.374373658,0.268790265,0.808518253,0.511095204,0.345740873,0.641016464,0.492483894,0.403006442,0.83249821,0.875447387,0.326771654,133,27.01,41.89,0.940408017,0.158554044,0.355404438,1.276295877,0.208303508
007202.OF,1729.921126,35.11407793,6.65332489,60.80863514,27.98844341,10.60224646,9.1855993,7.19077613,63.09840818,41.5279489,6.7459762,0.402648533,0.40694345,0.023979957,0.806012885,0.383679313,0.18432355,0.171080888,0.136005727,0.364710093,0.673586256,0.452040086,39,52.55,43.61,0.330887616,0.695776664,0.405153901,1.344241386,0.228346457
007203.OF,2551.609977,62.76852934,60.14732287,89.5323076,35.93692325,20.86072573,12.36581467,10.85644612,72.05979001,43.86148901,10.65854323,0.594846099,0.976377953,0.68503937,0.98067287,0.749821045,0.87079456,0.413385827,0.38904796,0.716893343,0.786327845,0.896921976,50,58.86,53.66,0.533464567,0.820329277,0.61130995,4.934426706,0.804223336
007207.OF,6021.926162,35.53436832,15.61536034,31.34079211,29.50166586,15.1721415,11.82610216,10.74792142,51.83544831,29.6563145,4.66689856,0.943450251,0.421259843,0.077666428,0.317108089,0.461703651,0.506084467,0.360057266,0.374015748,0.180744452,0.168217609,0.247315676,52,33.57,39.87,0.566750179,0.243736578,0.304939155,0.991713538,0.136363636
007243.OF,4086.702798,23.95384924,30.77242929,18.02547833,21.20132533,12.85538249,10.99899003,7.86566059,45.67795962,27.88261777,3.80260478,0.803507516,0.103078024,0.236936292,0.162133142,0.156048676,0.317465999,0.292054402,0.169649248,0.134216178,0.138869005,0.177523264,56,34.9,22.51,0.627415891,0.267000716,0.07372942,2.410487834,0.48138869
007254.OF,3612.098665,36.63547721,43.55034466,38.01389856,46.23268871,10.83730868,12.96701987,4.22249243,74.20813745,30.6666519,8.01372119,0.750894775,0.46385111,0.432355047,0.432355047,0.932712956,0.195776664,0.479957051,0.075161059,0.793843951,0.186471009,0.619541875,26,56.39,52.08,0.096098783,0.775232641,0.580887616,11.87906228,0.977451682
007257.OF,1948.544241,26.10458221,27.37951343,27.16117051,21.29374872,9.73650176,7.5717278,5.64769589,25.47905498,33.88817538,3.52537708,0.457408733,0.141016464,0.190050107,0.261632069,0.157122405,0.149248389,0.114173228,0.100572656,0.062992126,0.289191124,0.160343593,51,35.42,38.95,0.550286328,0.273085183,0.28722262,11.5124673,0.972083035
007261.OF,1891.142301,47.07320494,59.86323842,68.98315399,30.20304476,15.35089875,12.53889702,12.21471972,69.08648709,40.74463901,9.83027913,0.439513243,0.809949893,0.678596994,0.892269148,0.5,0.521116679,0.432712956,0.556907659,0.583392985,0.634216178,0.838582677,42,41.76,57.36,0.38833214,0.420007158,0.674481031,2.378163024,0.471367215
007277.OF,2468.046381,39.97808958,51.59951874,33.66979546,29.39836712,14.29960399,17.34644329,16.04689905,69.34323664,44.73488685,7.97373196,0.576234789,0.580529707,0.559770938,0.348962062,0.458482462,0.429491768,0.857551897,0.884037223,0.595204009,0.818181818,0.614173228,35,41.59,41.71,0.256442377,0.415891195,0.351288475,4.330036244,0.748747316
007281.OF,5095.614939,44.49408346,24.36368388,66.4514024,47.10123306,18.81725904,14.80423241,13.89501411,72.07937873,33.84714357,8.76882093,0.886900501,0.74158912,0.155332856,0.87043665,0.943450251,0.768790265,0.66714388,0.750178955,0.718324982,0.287043665,0.717967072,25,67.14,71.1,0.081603436,0.927523264,0.853256979,4.05828197,0.720472441
007287.OF,5695.853116,27.85713935,6.5330459,18.41644107,31.04280822,12.26925814,12.41847118,12.27098575,67.37341116,38.24014888,3.95226908,0.922691482,0.18575519,0.022906228,0.16642806,0.545096636,0.281317108,0.420901933,0.567644953,0.512884753,0.484967788,0.191481747,34,52.77,54.65,0.240694345,0.700787402,0.62992126,0.634258117,0.059055118
007291.OF,3888.744056,39.66797374,31.06728278,12.19253188,33.18709478,0.420398,12.06831328,20.83289048,73.0800308,40.68502632,2.10407226,0.781317108,0.570508232,0.24158912,0.099856836,0.653901217,0.006084467,0.38869005,0.979241231,0.754115963,0.627773801,0.086256263,50,61.53,86.2,0.533464567,0.864352183,0.957408733,4.564251604,0.772011453
007305.OF,1580.962853,47.02134127,53.09465425,44.46581836,32.60269283,14.90284993,12.41736416,11.44162294,62.50379462,33.73833479,8.10097923,0.369005011,0.808160344,0.581603436,0.539370079,0.625268432,0.484967788,0.420544023,0.460987831,0.348604152,0.280959198,0.633858268,50,34.76,69.56,0.533464567,0.264137437,0.840730136,1.482940753,0.262347888
007306.OF,2361.42382,46.98638687,78.18155953,94.18825675,32.18864232,14.7554847,15.29836431,14.25831505,66.41413194,43.87123076,10.94979457,0.549033644,0.807086614,0.854688618,0.987473157,0.602362205,0.471009306,0.716535433,0.785612026,0.476020043,0.787043665,0.914817466,40,63.08,66.81,0.349856836,0.882605583,0.813886901,5.119984772,0.820687187
007308.OF,5052.719765,35.23937179,29.95724368,39.62687434,48.64915224,20.69313487,20.3179105,18.60367307,80.06398402,34.24102926,9.50692398,0.885468862,0.413385827,0.226198998,0.466356478,0.954903364,0.860415175,0.953829635,0.956335004,0.949176807,0.301002147,0.805654975,41,54.55,76.72,0.37007874,0.742483894,0.903185397,2.914421326,0.576234789
007340.OF,1665.731659,45.31153536,87.66557489,45.99297262,25.0262142,8.20412789,11.98574666,12.84958212,63.57841853,40.49225236,7.0987395,0.38833214,0.762347888,0.909806729,0.568002863,0.251252684,0.108446671,0.378668576,0.641374374,0.379384395,0.614173228,0.503221188,67,39.48,50.24,0.748568361,0.365425913,0.549391553,5.551825066,0.842519685
007343.OF,2449.119393,50.27365982,49.86354437,73.78449165,30.66623002,15.27405551,12.59529304,11.7063519,66.03819625,37.75234347,8.36649897,0.569792412,0.872226199,0.534359341,0.932712956,0.526127416,0.513600573,0.440944882,0.492841804,0.46206156,0.455619184,0.674302076,90,51.01,62.18,0.862920544,0.659627774,0.755905512,1.87437387,0.357909807
007345.OF,965.1537004,41.93997597,83.29267452,66.66012944,37.35052795,15.73054906,16.08345459,14.93679592,78.63326673,38.45142411,8.38378191,0.194702935,0.662848962,0.886542591,0.873299928,0.791338583,0.55511811,0.782032928,0.835003579,0.921975662,0.498210451,0.677165354,50,39.63,49.52,0.533464567,0.369183966,0.53614889,5.84867057,0.856120258
007346.OF,2058.226652,47.37124034,69.26671786,57.55663894,29.55230553,10.69784291,11.7571917,10.7124969,80.90270406,41.49544371,8.28126643,0.477809592,0.816392269,0.783106657,0.756621331,0.464209019,0.188976378,0.353614889,0.371868289,0.960987831,0.670722978,0.661059413,30,64.13,60.63,0.161238368,0.897279885,0.728704366,1.781152981,0.336435218
007349.OF,2012.503465,45.85034193,60.64199499,41.74088947,36.7758197,14.02257982,12.86303257,12.52694856,83.77800417,38.20027118,9.11118737,0.467072298,0.77702219,0.691481747,0.498568361,0.774516822,0.40765927,0.467072298,0.601646385,0.987115247,0.48210451,0.763063708,40,64.45,40.74,0.349856836,0.902290623,0.326055834,1.335018193,0.224409449
007353.OF,6717.464023,46.86666498,43.40642234,56.65939108,36.99829458,19.54161722,14.24844183,14.93547253,71.67088271,36.58004239,9.26189634,0.964566929,0.802791696,0.430207588,0.738367931,0.778811739,0.812097351,0.61095204,0.834645669,0.696850394,0.394774517,0.77809592,57,45.41,52.38,0.640658554,0.517537581,0.585182534,1.051243582,0.150680029
007355.OF,649.2760156,46.23673461,73.24515464,63.26162646,29.57422039,13.43833707,9.74937251,8.95256521,62.75636301,32.82309109,7.05004909,0.106657122,0.786327845,0.81424481,0.838224767,0.464566929,0.366141732,0.205082319,0.228704366,0.356120258,0.248747316,0.494631353,69,42.85,52.96,0.761989979,0.456335004,0.597709377,2.66074173,0.534359341
007368.OF,3634.917414,37.11049235,12.09792737,25.65545549,28.90275251,0.38007222,7.14824387,9.40295332,66.47000932,35.33256846,1.45868931,0.752326414,0.48067287,0.05583393,0.243736578,0.435218325,0.005368647,0.103078024,0.25841088,0.477809592,0.341445956,0.047959914,40,36.55,67.24,0.349856836,0.2956335,0.818181818,2.290709711,0.454903364
007381.OF,2139.264845,24.36168265,25.55134907,26.81475432,26.78798771,12.10078155,14.68094645,12.37502141,65.25107339,37.33970818,4.91410411,0.494273443,0.112383679,0.16750179,0.256621331,0.321760916,0.269863994,0.653901217,0.581961346,0.431997137,0.435218325,0.264495347,39,32.78,37.38,0.330887616,0.234073014,0.257158196,8.273361763,0.929849678
007388.OF,1705.757745,31.79783117,47.20960724,41.83223092,37.03290288,17.66878969,15.19577279,13.43761084,76.39668355,40.81296005,6.75050589,0.399785254,0.292412312,0.493557623,0.5,0.781317108,0.694345025,0.706871868,0.695418754,0.866141732,0.637079456,0.452397996,50,32.46,36.42,0.533464567,0.227809592,0.239262706,5.130108955,0.821403006
007393.OF,3888.096995,27.21951858,47.78497824,35.66317643,33.02900388,18.51273732,15.33971561,12.99243066,69.20551902,38.10266997,5.83377581,0.780959198,0.16607015,0.503579098,0.392984968,0.646743021,0.752684324,0.719398712,0.654617037,0.590551181,0.476735863,0.345382963,71,37.59,32.15,0.773085183,0.319076593,0.161238368,1.261641131,0.20293486
007412.OF,10295.5123,42.83369158,20.12437582,38.05660872,47.19769005,24.54972225,17.23836771,17.75284715,80.24635824,31.61041423,8.33897795,0.996778812,0.695776664,0.117752326,0.433428776,0.94452398,0.959914102,0.85182534,0.938797423,0.951324266,0.212956335,0.670007158,21,71.78,73.75,0.042949177,0.958124553,0.879742305,0.684679746,0.069076593
007423.OF,1116.572649,13.42355752,24.4994957,12.8952096,12.55295124,15.38759783,10.01967257,6.35886849,29.11632963,44.95948474,1.94191817,0.238725841,0.015390122,0.155690766,0.108446671,0.069434503,0.524337867,0.218324982,0.118110236,0.070150322,0.826055834,0.076234789,17,54.25,63.34,0.015748031,0.735862563,0.774516822,7.598837685,0.914817466
007439.OF,1767.753492,38.65983473,52.63762335,38.99281826,23.40115563,10.46345581,11.97984117,10.9321507,56.1066932,44.47205455,7.16284405,0.413743737,0.534359341,0.57444524,0.451682176,0.199713672,0.177165354,0.377594846,0.401216893,0.229778096,0.812097351,0.512884753,32,43.7,51.25,0.202576951,0.479957051,0.567644953,5.891283912,0.858625626
007449.OF,1746.788087,40.96463836,56.52787253,31.88523778,29.73775912,12.09221799,9.62342884,7.85931961,59.67553457,38.76924582,6.10303046,0.40730136,0.617036507,0.632068719,0.322476736,0.474946314,0.269148175,0.195060845,0.168217609,0.282748747,0.516105941,0.371868289,55,32.15,40.3,0.614531138,0.221367215,0.313886901,2.703743988,0.541159628
007460.OF,1593.461086,45.11801575,85.40898117,24.6682407,28.86504787,12.22194004,9.62648409,8.44400435,50.14321478,46.82467263,7.40776184,0.372584109,0.756621331,0.895490336,0.232283465,0.433070866,0.2773801,0.196134574,0.198282033,0.16642806,0.883321403,0.546886185,63,40.71,47.93,0.713314245,0.395848246,0.508589835,3.409238296,0.645311382
