基金代码,基金代码,总市值,一致预期PE,每股一致预期增速,静态pe,毛利率,净利率,roe,roic,经营现金流净额/净利润,资产负债率,静态pb,总市值排名,一致预期PE排名,每股一致预期增速排名,静态pe排名,毛利率排名,净利率排名,roe排名,roic排名,经营现金流净额/净利润排名,资产负债率排名,静态pb排名,股票个数,前十大股票占比,前三大行业占比,股票个数排名,前十大股票占比排名,前三大行业占比排名,换手率,换手率排名,交易效率,交易效率排名
000072.OF,000072.OF,3566.886915,24.22913875,-1.44508212,4.62313272,4.8452094,6.72927814,1.05284405,0.45726855,15.13933673,14.93869278,0.62148443,0.821550256,0.157155026,0.007666099,0.015332198,0.018313458,0.089437819,0.023424191,0.015758092,0.039182283,0.039608177,0.021720613,75,9.49,16.57,0.854131175,0.02044293,0.040672913,0.618768146,0.181431005,2.68033433964133,0.6196763202725724
000073.OF,000073.OF,1869.57751,54.05641552,32.11056273,94.10917543,51.36189281,19.43246038,7.84526487,7.48485318,78.68189219,32.54979675,14.10435036,0.545144804,0.909284497,0.494889267,0.882027257,0.956132879,0.792589438,0.776405451,0.820698467,0.886712095,0.31516184,0.958262351,33,47.51,49.71,0.30302385,0.549403748,0.530664395,2.2827185,0.773850085,6.27084939294968,0.7359454855195912
000082.OF,000082.OF,2746.089401,28.83347415,27.11682928,45.55965919,29.97908336,15.32862754,6.61142758,4.66473139,61.28333419,47.32135414,6.34775669,0.711243612,0.269165247,0.390545145,0.373935264,0.348807496,0.522572402,0.55834753,0.36669506,0.453151618,0.900340716,0.426320273,156,26.42,28.97,0.965715503,0.147359455,0.131601363,0.821099634,0.273850085,-9.965722235360296,0.2606473594548552
000083.OF,000083.OF,3643.042728,39.02726852,33.55214517,66.11218403,47.9404282,20.18067099,9.21235479,8.63018379,81.82979263,32.00633264,11.05635513,0.828364566,0.589437819,0.52044293,0.631175468,0.911413969,0.836456559,0.901192504,0.925042589,0.945911414,0.293441227,0.837308348,56,49.44,57.34,0.722529813,0.610093697,0.695059625,0.511115172,0.133730835,-4.275354850941501,0.38841567291311757
000117.OF,000117.OF,3287.186268,45.75016717,33.72183149,64.34028249,50.33767779,23.57537279,9.97845198,8.35899008,76.15591706,34.60191438,11.26283308,0.78407155,0.785349233,0.522998296,0.614139693,0.943781942,0.947614991,0.943781942,0.908006814,0.832197615,0.417376491,0.850936968,69,39.79,63.92,0.826022147,0.363926746,0.782793867,0.392299348,0.091141397,-5.680269726066441,0.35008517887563884
000120.OF,000120.OF,1699.620877,34.82551468,31.30853614,67.30377215,30.9603678,13.64113881,8.35031191,7.6638388,66.55368755,34.82937484,7.41152116,0.501703578,0.448892675,0.474872232,0.646507666,0.386286201,0.415247019,0.827512777,0.84241908,0.589863714,0.425894378,0.537478705,33,53.98,54.9,0.30302385,0.719761499,0.64693356,1.184060287,0.447614991,0.1966057240124293,0.5255536626916525
000124.OF,000124.OF,1277.113264,37.75438624,47.32390882,72.75420773,38.21421614,12.39129131,6.14052955,5.85158975,74.97087394,41.13646298,9.93958925,0.389267462,0.551107325,0.750425894,0.707836457,0.680579216,0.336030664,0.474020443,0.571124361,0.807069847,0.737649063,0.765758092,33,60.76,48.81,0.30302385,0.851788756,0.514480409,1.116936014,0.417376491,22.350565096918796,0.9186541737649063
000126.OF,000126.OF,1000.935923,39.00064819,47.02966794,69.42842675,34.52769618,14.03294187,7.33755927,6.47741511,73.36633152,42.23995402,9.09354092,0.282793867,0.588160136,0.747870528,0.67120954,0.520868825,0.440374787,0.686541738,0.686115843,0.770868825,0.776831346,0.704855196,42,52.12,59.05,0.500851789,0.675894378,0.717206133,2.210676589,0.755536627,4.7371926323864475,0.6942078364565588
000127.OF,000127.OF,2175.927439,64.04732761,32.2518792,104.2333461,48.66537488,18.68748802,7.3482434,7.17810413,71.51952201,33.21575271,17.33772535,0.612010221,0.97572402,0.498296422,0.931005111,0.922913118,0.750425894,0.69165247,0.785349233,0.721890971,0.344122658,0.992759796,54,51.7,66.58,0.701235094,0.666737649,0.811967632,1.826469425,0.671635434,8.088184361476513,0.7708688245315162
000136.OF,000136.OF,2345.349221,57.38732476,23.3445562,88.59241412,29.7726759,10.40775904,5.04948062,4.60555001,37.71594135,32.99874329,11.31674585,0.644804089,0.940800681,0.32197615,0.846678024,0.342844974,0.213798978,0.310902896,0.360306644,0.154173765,0.336456559,0.853492334,24,57.08,56.98,0.104982964,0.792589438,0.689097104,2.002109019,0.711243612,5.357103333642191,0.7155025553662692
000165.OF,000165.OF,1588.498308,38.3016202,32.27945905,55.34398495,38.21648439,15.35868367,8.07770564,7.67140924,79.17947323,37.16697275,8.62184556,0.477001704,0.566865417,0.499148211,0.502555366,0.681431005,0.526405451,0.800681431,0.845400341,0.897785349,0.549829642,0.659284497,60,34.7,42.91,0.764267462,0.259795571,0.381175468,1.988720323,0.708262351,3.687039497307938,0.659710391822828
000166.OF,000166.OF,609.4808669,66.44766152,66.18504675,121.9755847,36.72894463,12.13439554,4.33283931,4.54675615,55.44191915,33.87610354,11.55517856,0.125638842,0.982112436,0.906303237,0.974020443,0.618398637,0.319420784,0.211243612,0.350936968,0.337734242,0.376064736,0.865843271,62,23.87,75.9,0.781516184,0.121379898,0.903747871,3.57522424,0.912265758,10.819461164763194,0.830068143100511
000167.OF,000167.OF,3800.391081,39.26749042,16.68281829,50.09070039,53.43203762,24.94622756,10.24929001,8.95597905,79.27368072,31.87665706,10.94970096,0.840289608,0.598807496,0.204855196,0.434412266,0.974872232,0.964224872,0.956132879,0.943356048,0.899914821,0.288756388,0.830494037,35,65.36,71.78,0.353279387,0.906303237,0.866482112,1.531775592,0.575809199,-5.461318324753669,0.35562180579216357
000172.OF,000172.OF,2317.482996,20.06550894,36.50841077,28.33776574,29.24139542,19.29240205,7.61700525,5.66085099,57.18628721,47.12594498,4.94036032,0.635860307,0.070698467,0.584327087,0.181856899,0.323679727,0.781942078,0.741908007,0.533645656,0.369250426,0.895655877,0.282367973,144,23.16,32.48,0.957836457,0.114991482,0.172274276,1.252639169,0.471890971,-8.005264794653726,0.30195911413969334
000173.OF,000173.OF,2745.766739,45.52154001,79.89623883,60.18778585,42.88777849,14.51066429,6.12058437,6.40294888,70.29676056,34.63137702,9.64724431,0.710817717,0.777683135,0.95528109,0.558773424,0.811754685,0.467632027,0.469761499,0.673764906,0.690374787,0.419931857,0.744463373,38,62.14,53.68,0.418228279,0.867546848,0.621805792,0.762952294,0.246166951,-1.2424608031914492,0.4735945485519591
000190.OF,000190.OF,4039.066969,31.58121313,3.23174981,8.31380418,10.27635981,4.8885405,2.58431419,2.35579907,19.85854845,8.78954628,1.8289227,0.86286201,0.344974446,0.041737649,0.032793867,0.049829642,0.050255537,0.081345826,0.100511073,0.057069847,0.017887564,0.074957411,30,15.61,18.5,0.227214651,0.049403748,0.050255537,0.258753599,0.053662692,9.222425346825807,0.7964224872231687
000195.OF,000195.OF,3004.269677,25.95483535,3.34427118,19.07508672,13.07978519,6.82167887,2.77506325,2.00485242,27.86183985,21.96263821,2.30311462,0.751703578,0.191226576,0.042589438,0.107751278,0.070698467,0.094548552,0.089863714,0.080068143,0.098807496,0.084327087,0.101788756,59,17.7,13.23,0.753407155,0.067717206,0.028960818,0.039888572,0.003407155,-152.4946917127041,0.011499148211243612
000199.OF,000199.OF,2939.241657,23.26242638,36.10695644,30.7799445,34.29384891,22.44277368,9.22309223,6.1155484,64.68508113,51.55030647,5.87648246,0.739778535,0.134582624,0.574957411,0.201448041,0.510221465,0.920783646,0.902470187,0.620954003,0.539182283,0.951022147,0.376064736,67,29.05,35.69,0.817078365,0.177597956,0.240204429,2.855440441,0.847529813,-5.721181834308832,0.34880749574105624
000209.OF,000209.OF,479.1678177,40.04251805,62.0052062,66.16660989,26.87367257,11.00464721,4.41434383,4.17848433,62.4523478,42.06375698,5.68357794,0.07879046,0.626064736,0.878194208,0.631601363,0.261925043,0.246166951,0.223168654,0.295570698,0.478279387,0.770868825,0.3560477,28,45.08,70.64,0.180792164,0.487649063,0.85988075,3.59630249,0.913117547,-7.9650284200648525,0.3023850085178876
000214.OF,000214.OF,2153.685225,32.09905759,23.45616721,28.60278897,16.21100576,7.59945147,3.50516512,2.74547436,29.41024858,22.42930829,3.22032395,0.607325383,0.35988075,0.324105622,0.183986371,0.098807496,0.106899489,0.137989779,0.129897785,0.108603066,0.089011925,0.158858603,106,16.71,17.84,0.921635434,0.05983816,0.04770017,0.403680012,0.095826235,-22.35690834749579,0.14395229982964225
000219.OF,000219.OF,126.614413,33.35491268,37.59065058,34.54283261,37.26635547,10.40969958,4.52239741,4.40718936,64.77677083,29.12376269,5.04285297,0.001703578,0.403747871,0.599659284,0.24318569,0.642248722,0.214224872,0.234241908,0.329642249,0.542589438,0.186967632,0.293015332,29,59.4,46.63,0.20379046,0.837308348,0.470400341,0.64070094,0.192504259,-0.12153159943857915,0.5166098807495741
000220.OF,000220.OF,1295.504379,54.194878,39.18860885,91.23029474,54.02688399,26.25200042,12.37074984,11.39421706,82.38228198,29.23987545,15.84849802,0.393526405,0.911413969,0.634156729,0.863713799,0.978705281,0.979131175,0.990630324,0.991908007,0.953151618,0.190374787,0.982964225,32,51.67,91.62,0.276405451,0.665672913,0.985945486,0.751589383,0.240630324,69.13750093513495,0.9893526405451448
000242.OF,000242.OF,493.1970881,30.44030234,68.47259306,34.9312696,35.7586831,13.3207693,5.98800236,5.67709633,71.27610035,35.25114356,5.47511713,0.082623509,0.310051107,0.91439523,0.247444634,0.570698467,0.388841567,0.446763203,0.5379046,0.714224872,0.449744463,0.336456559,37,57.72,42.48,0.397998296,0.806005111,0.373722317,1.043885498,0.384156729,5.563105791895961,0.7206132879045997
000251.OF,000251.OF,3890.319721,15.38382273,16.88321521,19.94383594,13.75850565,23.94665398,5.82047967,1.22779477,44.25555343,67.74336569,2.39635482,0.847955707,0.023850085,0.208262351,0.113287905,0.077938671,0.951873935,0.41439523,0.045570698,0.198040886,0.991056218,0.108603066,44,57.77,69.37,0.5379046,0.807921635,0.840715503,0.717290486,0.224446337,-41.30901536870517,0.07921635434412266
000259.OF,000259.OF,1614.659987,43.30117454,37.23965662,70.76907703,36.53689204,14.12340173,6.90641769,6.1359674,62.54340338,35.82696011,9.16408578,0.485519591,0.737223169,0.594974446,0.689522998,0.609454855,0.44548552,0.611158433,0.62350937,0.479982964,0.47572402,0.712521295,92,32.99,37.48,0.904812606,0.229770017,0.273850085,0.850316184,0.287052811,15.56373610078201,0.8807495741056218
000263.OF,000263.OF,1358.170303,51.25297459,38.36889922,88.78590294,42.59162076,16.8834241,6.60436369,6.08889722,78.77434235,36.56594015,9.75203645,0.414821124,0.875212947,0.614565588,0.847955707,0.805366269,0.635860307,0.556643952,0.614991482,0.887989779,0.523850085,0.752555366,48,42.52,48.28,0.606260647,0.429301533,0.504897785,1.503753939,0.566439523,-12.54137889244126,0.22359454855195912
000264.OF,000264.OF,492.1426468,30.62647431,42.63409601,98.77204264,36.79144628,14.88278815,4.56179387,5.36868906,55.99999662,28.34810015,6.16074264,0.082197615,0.316865417,0.682708688,0.902896082,0.620954003,0.495741056,0.239352641,0.478279387,0.347529813,0.169505963,0.403747871,17,57.92,45.78,0.031516184,0.811754685,0.446763203,1.366126155,0.522998296,-0.1829918848160845,0.5149063032367973
000270.OF,000270.OF,1749.522195,30.81683481,6.72142441,6.73947062,3.91811073,1.72697704,0.6962574,0.67761584,3.45760291,4.15170206,0.67623022,0.514906303,0.323679727,0.090715503,0.02427598,0.012776831,0.019165247,0.015332198,0.021294719,0.008517888,0.00681431,0.023424191,16,9.2,7.53,0.02576661,0.017035775,0.010647359,0.704371806,0.220187394,-4.129085328551608,0.3909710391822828
000273.OF,000273.OF,6664.762465,22.61501345,2.64559118,15.48796636,13.61998674,11.57199697,4.10763679,2.1748452,30.34496822,31.66176917,2.64703326,0.969335605,0.120102215,0.037478705,0.080494037,0.074957411,0.284923339,0.188245315,0.091141397,0.115843271,0.280238501,0.12350937,59,30.43,31.05,0.753407155,0.194207836,0.155025554,0.588435026,0.166098807,-14.46197145647139,0.20315161839863713
000279.OF,000279.OF,4532.01157,31.11011332,16.11381864,32.15318237,30.20701979,16.79826635,7.08147212,5.58518699,54.38167474,32.30434222,6.96782619,0.892248722,0.331771721,0.19846678,0.216780239,0.354770017,0.63032368,0.643100511,0.52044293,0.321124361,0.305366269,0.489352641,38,42.27,44.68,0.418228279,0.425042589,0.420357751,2.382545315,0.789608177,-1.3526966096760258,0.4684838160136286
000294.OF,000294.OF,1822.175109,36.96083674,45.11295967,69.93930725,39.99881509,15.14295657,9.47703975,7.94679949,74.77150644,31.24678781,9.13104738,0.530664395,0.523424191,0.724446337,0.678875639,0.738074957,0.511073254,0.924190801,0.877342419,0.802810903,0.261073254,0.708262351,65,37.78,50.46,0.803662692,0.320272572,0.547274276,1.232873072,0.467632027,18.907379177473025,0.9007666098807495
000308.OF,000308.OF,782.1448272,28.19260742,49.17340214,63.53897685,35.37429961,13.31548063,5.71746117,4.99828674,53.89492297,40.92281958,7.22334478,0.197189097,0.249574106,0.769591141,0.602214651,0.556218058,0.387989779,0.400340716,0.422061329,0.311754685,0.722316865,0.520868825,50,39.1,49.35,0.643313458,0.350511073,0.526405451,4.881792472,0.958262351,-0.12918171217172583,0.5161839863713799
000309.OF,000309.OF,942.6202938,45.73084386,32.21019674,100.9109155,29.68275272,6.76891275,2.73262508,2.65598544,52.24588982,41.594194,5.24157528,0.26362862,0.784497445,0.497444634,0.916950596,0.338586031,0.091567291,0.088160136,0.122231687,0.287052811,0.754258944,0.309625213,33,64.89,47.92,0.30302385,0.899488927,0.497444634,2.546130323,0.816439523,-1.7718703631338042,0.45741056218057924
000326.OF,000326.OF,384.2058898,28.93800101,38.07119882,32.08297558,29.50001451,11.55745881,4.79395355,4.13542776,60.95685481,38.26312072,4.77428166,0.048977853,0.271294719,0.610732538,0.215502555,0.332197615,0.282793867,0.275127768,0.288330494,0.447189097,0.6060477,0.268739353,85,25.66,33.36,0.889267462,0.140332198,0.188032368,1.565788546,0.587308348,-0.4698398464335153,0.5029812606473595
000327.OF,000327.OF,390.0910708,29.15829518,39.01913351,32.51091576,29.21293693,11.46052358,4.78808338,4.11119698,60.6472795,38.57118568,4.80762746,0.053236797,0.279812606,0.629471891,0.222316865,0.323253833,0.275553663,0.273850085,0.283219761,0.439522998,0.623083475,0.271720613,85,24.84,32.85,0.889267462,0.131601363,0.178449744,1.602080514,0.59923339,-0.1825060959451873,0.5153321976149915
000328.OF,000328.OF,2248.629991,48.1482042,37.41717979,64.46371201,41.4433759,17.86848547,8.07039956,7.51415379,67.4729853,36.34434541,10.58864864,0.624787053,0.827512777,0.597103918,0.615417376,0.776405451,0.699744463,0.799403748,0.824531516,0.620102215,0.508943782,0.813032368,53,46.28,55.2,0.688458262,0.521294719,0.652044293,2.552303982,0.816865417,3.0587635505244437,0.633304940374787
000336.OF,000336.OF,829.7259745,47.43138177,45.51415518,110.1167977,32.43352897,12.90920485,5.17888479,4.69852944,78.96810951,40.24184848,6.87417718,0.218483816,0.81516184,0.729131175,0.948892675,0.439522998,0.363713799,0.329642249,0.372657581,0.891822828,0.692078365,0.480834753,27,61.14,59.49,0.157155026,0.856686542,0.722316865,0.634734016,0.188245315,-41.098118570031076,0.08049403747870527
000339.OF,000339.OF,946.9582447,51.08981084,67.53170366,98.73785163,45.46763609,20.38253501,8.99811525,8.85375068,73.91519194,28.37924753,12.85063192,0.265758092,0.873083475,0.911839864,0.902470187,0.86669506,0.842844974,0.885008518,0.936967632,0.781516184,0.170357751,0.931005111,50,38.99,81.83,0.643313458,0.348168654,0.933986371,5.532043923,0.96890971,8.907666839940237,0.7896081771720613
000354.OF,000354.OF,707.6243527,44.95739028,41.6496199,91.36688293,33.88535317,9.60442329,5.05083593,4.37980427,69.49180834,41.458342,9.45048246,0.167802385,0.76746167,0.669505963,0.864991482,0.490204429,0.175042589,0.31132879,0.327086882,0.669080068,0.75,0.732964225,30,59.15,59.6,0.227214651,0.830494037,0.723594549,4.146090185,0.936967632,4.046874841435703,0.6733390119250426
000362.OF,000362.OF,298.879179,27.58274829,64.29737557,37.55929449,36.64130268,11.88601603,5.95364292,5.58386048,72.37054394,35.30324388,5.1796839,0.026405451,0.234241908,0.8939523,0.28109029,0.614139693,0.30451448,0.439097104,0.519591141,0.741908007,0.45229983,0.304088586,48,47.74,69.45,0.606260647,0.55834753,0.84241908,1.806748864,0.666950596,23.431041304919283,0.9233390119250426
000390.OF,000390.OF,793.2853685,42.22472761,64.84926384,63.69238013,22.46155752,-0.05206662,-0.13640824,0.27162671,41.82246071,50.22410685,5.67659821,0.203577513,0.706984668,0.898637138,0.603492334,0.163969336,0.007666099,0.003407155,0.011499148,0.181005111,0.937819421,0.355621806,65,40.76,53.7,0.803662692,0.385434412,0.622231687,1.486495345,0.555792164,-7.03588530241916,0.32453151618398635
000398.OF,000398.OF,460.6094445,40.66313806,62.7010054,56.58388212,26.19552082,8.70085534,3.81419624,3.47032474,62.21213603,37.32730714,4.45313674,0.073253833,0.649488927,0.882879046,0.52044293,0.241908007,0.140971039,0.162265758,0.201448041,0.474020443,0.559625213,0.239352641,27,35.92,43.52,0.157155026,0.283006814,0.394378194,0.945549009,0.333475298,-2.304815931545227,0.43313458262350935
000404.OF,000404.OF,1003.968051,48.44627229,40.62743498,78.42183241,38.55485033,13.9759649,5.1267453,4.80716749,72.2667168,34.84993308,11.18701618,0.284497445,0.833049404,0.653747871,0.766609881,0.695911414,0.436541738,0.321550256,0.392248722,0.738500852,0.42802385,0.847529813,39,54.68,56.94,0.44165247,0.734241908,0.687819421,1.365904041,0.522572402,15.914651657436599,0.8837308347529813
000408.OF,000408.OF,1166.304986,30.40832441,29.41696001,48.32989178,38.273151,17.22571959,8.53774306,7.51902565,74.11353463,40.92638165,7.99861358,0.345826235,0.307921635,0.437819421,0.409710392,0.684412266,0.655877342,0.847529813,0.825383305,0.786626917,0.723168654,0.589011925,37,53.21,50.56,0.397998296,0.705706985,0.549829642,0.936047752,0.330068143,-6.8767883863258294,0.32793867120954
000409.OF,000409.OF,909.3287184,35.94768648,39.02679115,61.30441298,25.59907407,10.28225958,4.98125541,4.52321748,70.79836213,46.85437467,5.61500879,0.244889267,0.494463373,0.629897785,0.574105622,0.225298126,0.204003407,0.30153322,0.348807496,0.704855196,0.889693356,0.348807496,62,39.8,62.36,0.781516184,0.364565588,0.761925043,0.607542734,0.175894378,-25.228135589882633,0.12649063032367971
000410.OF,000410.OF,2428.685202,32.28808075,21.76053832,56.52667784,30.84124116,14.7272714,5.43554899,4.90594804,72.45569796,40.51193787,5.48340442,0.661839864,0.365417376,0.291311755,0.520017036,0.382879046,0.485519591,0.368824532,0.412265758,0.747444634,0.699744463,0.337308348,40,40.71,36.06,0.463586031,0.384156729,0.247018739,2.456168113,0.803662692,-2.6193909634881734,0.4186541737649063
000411.OF,000411.OF,2930.853938,23.64897113,32.40836362,31.47460528,26.73053514,19.79016624,8.49868088,5.52977101,54.25779561,54.05902291,5.76735358,0.737649063,0.145655877,0.500851789,0.20911414,0.258091993,0.814310051,0.842844974,0.509369676,0.317717206,0.965502555,0.365417376,130,29.96,38.18,0.947189097,0.188245315,0.286201022,2.040802903,0.721465077,-7.637654340400554,0.3104770017035775
000417.OF,000417.OF,1421.498184,35.02458095,34.38057818,57.82951246,35.47937649,14.18790279,7.06939784,5.17754293,56.52588347,43.12989276,7.29166742,0.43483816,0.461669506,0.539182283,0.533645656,0.563458262,0.449318569,0.639267462,0.451022147,0.356899489,0.80451448,0.527683135,34,53.37,48.36,0.327938671,0.70911414,0.506388416,2.185997811,0.749148211,-0.4590846866131656,0.5034071550255537
000418.OF,000418.OF,888.8564963,33.72044228,37.95272485,72.13061173,36.32472762,15.08955758,5.48347122,4.8579672,70.37921212,40.87485379,7.17931357,0.237649063,0.412265758,0.609028961,0.701448041,0.59923339,0.505536627,0.375638842,0.401192504,0.692930153,0.719761499,0.514054514,58,46.22,52.05,0.743398637,0.520017036,0.583049404,3.065315843,0.87350937,9.633544353165044,0.8057921635434412
000423.OF,000423.OF,770.1422781,32.53828603,47.62990371,33.75905696,13.21225929,6.63893045,2.36218855,1.97811146,34.40087069,19.77584995,3.41487662,0.192078365,0.37649063,0.755536627,0.233816014,0.072827939,0.086882453,0.070698467,0.078364566,0.135008518,0.069420784,0.172061329,15,39.26,39.08,0.022146508,0.354770017,0.305792164,1.461714747,0.546422487,10.626215143466702,0.8283645655877342
000431.OF,000431.OF,1003.516816,41.21491244,40.0702986,74.41302435,41.8978832,14.50266734,8.09786668,7.7461893,83.48278053,40.78495198,10.91028303,0.283219761,0.667802385,0.644804089,0.724446337,0.789182283,0.466780239,0.802810903,0.856473595,0.96890971,0.715076661,0.82879046,51,44.77,44.64,0.660562181,0.483816014,0.419080068,1.693935237,0.636286201,10.496716457407281,0.8253833049403748
