基金代码,基金代码,基金代码.1,总市值,一致预期PE,每股一致预期增速,静态pe,毛利率,净利率,roe,roic,经营现金流净额/净利润,资产负债率,静态pb,总市值排名,一致预期PE排名,每股一致预期增速排名,静态pe排名,毛利率排名,净利率排名,roe排名,roic排名,经营现金流净额/净利润排名,资产负债率排名,静态pb排名,股票个数,前十大股票占比,前三大行业占比,股票个数排名,前十大股票占比排名,前三大行业占比排名,换手率,换手率排名,交易效率,交易效率排名
000082.OF,000082.OF,000082.OF,3866.869157,38.0461003,44.03371716,37.50306626,29.56346894,18.75896602,8.11305986,6.24422315,61.52427174,41.66131927,7.98818964,0.614893617,0.309219858,0.49751773,0.268439716,0.337943262,0.573758865,0.542907801,0.40070922,0.274113475,0.718439716,0.415602837,195,23.61,27.6,0.964893617,0.114539007,0.102836879,0.783084344,0.345390071,19.577911890931638,0.74822695035461
000083.OF,000083.OF,000083.OF,6576.010139,57.29544203,39.9581574,74.47119637,53.92562375,25.38479254,16.08526456,14.60485703,87.78803746,36.1373735,20.10450508,0.853900709,0.703191489,0.435460993,0.689716312,0.931560284,0.884751773,0.965602837,0.971631206,0.937234043,0.446099291,0.95035461,40,66.3,73.47,0.410460993,0.871985816,0.831914894,0.434459223,0.137943262,46.81191392270202,0.9234042553191489
000117.OF,000117.OF,000117.OF,5977.075134,65.18814127,34.26500259,84.29951653,54.84165512,30.19562496,11.55821302,10.46535162,82.40277769,32.16683653,17.12128823,0.817730496,0.807092199,0.332978723,0.770921986,0.936524823,0.939716312,0.868439716,0.882978723,0.887234043,0.269858156,0.915957447,52,47.24,68.78,0.617375887,0.470567376,0.781205674,0.296468432,0.076595745,62.827189506638604,0.9521276595744681
000120.OF,000120.OF,000120.OF,2944.562094,54.95474949,62.52942769,87.22167688,31.87895198,17.89622133,7.27825747,6.13443368,71.52344201,38.3105032,9.94448759,0.488297872,0.663120567,0.747163121,0.796453901,0.431205674,0.517375887,0.413475177,0.380141844,0.532978723,0.556737589,0.572695035,55,34.6,51.24,0.663475177,0.204609929,0.513120567,1.260310712,0.583687943,-0.479464987678372,0.1652482269503546
000124.OF,000124.OF,000124.OF,2518.846003,54.41420483,55.2302269,81.62605682,31.41003875,15.43009169,6.8578251,6.43676378,64.80249704,35.54168295,10.43791555,0.411702128,0.65248227,0.667375887,0.75177305,0.409219858,0.345035461,0.34822695,0.439716312,0.340780142,0.415602837,0.611347518,47,53.39,49.3,0.541666667,0.629432624,0.473049645,0.995581273,0.459574468,4.869355944584948,0.3872340425531915
000126.OF,000126.OF,000126.OF,1883.368441,55.68696564,77.92018614,92.4764658,35.82331747,19.17572647,9.46097843,8.44513493,77.78414419,35.88592307,11.83324739,0.284397163,0.675886525,0.869858156,0.831205674,0.583333333,0.60212766,0.709574468,0.728368794,0.762056738,0.435106383,0.711347518,48,52.83,49.08,0.557269504,0.617730496,0.468794326,0.86640808,0.390070922,36.470254490239746,0.8847517730496454
000127.OF,000127.OF,000127.OF,2551.234958,57.66295333,44.92852806,71.82781833,31.01281347,15.68402373,8.34418903,7.73971503,65.91981765,31.62631778,10.80427581,0.417375887,0.709929078,0.513829787,0.664893617,0.391134752,0.362765957,0.577659574,0.647163121,0.367021277,0.252836879,0.638297872,42,39.09,31.45,0.44858156,0.273758865,0.143262411,1.58282159,0.689007092,3.1698841686889048,0.30957446808510636
000136.OF,000136.OF,000136.OF,5435.264026,62.25482123,53.70444965,63.98044285,32.16448695,17.98808688,7.37989549,6.32639706,55.69272867,37.11034361,12.20000325,0.775177305,0.770567376,0.64822695,0.577659574,0.443617021,0.520921986,0.427659574,0.412056738,0.197163121,0.493617021,0.737234043,22,51.28,32.88,0.067375887,0.574822695,0.163475177,0.974761651,0.44893617,2.495003088708914,0.27695035460992906
000165.OF,000165.OF,000165.OF,4636.310231,40.07654721,36.45843141,33.72313665,22.45015416,14.64660612,5.31071169,4.14654329,51.20452281,35.21334715,6.07452829,0.70070922,0.35248227,0.371276596,0.224822695,0.15035461,0.293617021,0.168439716,0.158156028,0.156737589,0.39929078,0.293262411,62,32.37,26.47,0.740957447,0.184397163,0.095744681,2.206944479,0.815602837,0.7220439594937361,0.20319148936170212
000166.OF,000166.OF,000166.OF,1023.369778,65.94274262,55.63915303,95.2142115,37.9472662,12.69233201,5.45172016,6.03488284,48.04466444,32.27272444,10.25379129,0.134397163,0.814539007,0.670921986,0.845390071,0.656737589,0.19822695,0.177659574,0.363120567,0.138297872,0.274468085,0.59929078,36,36.51,78.92,0.329432624,0.233687943,0.878014184,3.434839618,0.930496454,-3.8748717524545566,0.09042553191489362
000167.OF,000167.OF,000167.OF,6595.296077,63.30740871,27.54206762,73.65609942,57.13874932,33.18878735,14.8434386,13.00688902,81.09282076,37.78555759,20.50691198,0.856382979,0.784397163,0.217021277,0.683687943,0.94751773,0.953900709,0.953191489,0.956382979,0.856028369,0.528368794,0.954255319,27,62.81,76.12,0.140425532,0.816666667,0.856028369,1.497149819,0.665248227,14.246839213624485,0.6542553191489362
000172.OF,000172.OF,000172.OF,4145.255671,22.6875165,57.09318488,29.46045784,29.02946479,21.16578632,10.1465517,6.83633239,61.41299813,51.18354452,5.72859989,0.65106383,0.070921986,0.687234043,0.189716312,0.320567376,0.717375887,0.778368794,0.50212766,0.271631206,0.906382979,0.273404255,200,21.84,30.14,0.967021277,0.09964539,0.131560284,0.802071056,0.358510638,7.594632338908388,0.47801418439716314
000173.OF,000173.OF,000173.OF,4099.733531,69.95518176,45.61557779,81.0504194,47.21701505,19.15022923,8.47510111,8.60090569,63.28489251,33.70439774,13.86621369,0.644326241,0.85177305,0.526241135,0.744326241,0.867375887,0.6,0.595390071,0.746099291,0.310638298,0.331914894,0.819858156,47,56.78,56.0,0.541666667,0.70212766,0.60248227,0.623326378,0.254964539,29.836564015906283,0.849645390070922
000190.OF,000190.OF,000190.OF,5410.602807,36.63184861,5.93643735,10.06308387,7.58333542,5.02077882,1.92524794,1.57456258,16.38154689,9.33097603,1.69405682,0.774113475,0.280851064,0.019858156,0.042553191,0.032978723,0.043617021,0.034397163,0.043262411,0.034751773,0.018085106,0.053900709,25,11.87,11.86,0.109751773,0.039007092,0.038297872,0.183355958,0.036524823,7.859206189525621,0.4836879432624113
000195.OF,000195.OF,000195.OF,3948.65085,23.15644548,5.23938404,4.7408271,5.1127926,3.26879022,1.67526461,1.19718096,11.82299091,9.03640714,1.05348887,0.625886525,0.077304965,0.015957447,0.011702128,0.013829787,0.018794326,0.026595745,0.026241135,0.015602837,0.017021277,0.029078014,50,6.51,5.61,0.588829787,0.010638298,0.006382979,0.044281152,0.003546099,56.60319361158445,0.9425531914893617
000199.OF,000199.OF,000199.OF,4540.033961,43.91235292,77.24737797,56.75769477,34.52677687,22.94536173,15.89401967,11.62196643,76.43240756,48.27240642,14.26091243,0.689007092,0.436524823,0.867375887,0.492198582,0.539007092,0.80070922,0.963120567,0.927659574,0.713120567,0.875886525,0.836170213,102,29.4,32.58,0.901241135,0.152836879,0.157801418,2.40830854,0.843262411,7.450259130833791,0.4734042553191489
000209.OF,000209.OF,000209.OF,1234.500395,57.04186594,91.47660692,99.55926273,28.9232708,15.73166365,6.45511856,6.09530998,76.73737135,40.00360264,9.08798347,0.166312057,0.69858156,0.923404255,0.867730496,0.317375887,0.365602837,0.295035461,0.372340426,0.727659574,0.64787234,0.506382979,28,49.61,76.61,0.157801418,0.532092199,0.862234043,2.526825936,0.856028369,1.4315180750938772,0.22907801418439716
000214.OF,000214.OF,000214.OF,3667.424384,44.72851034,15.09274841,20.22187909,13.07361329,6.96857277,3.05538343,2.46215661,22.85814126,16.73535183,3.4208244,0.589007092,0.45,0.086879433,0.119148936,0.075177305,0.067730496,0.067375887,0.076595745,0.060638298,0.060992908,0.142907801,109,11.71,13.48,0.909397163,0.038297872,0.046099291,0.186869133,0.037588652,27.22828023181335,0.827304964539007
000219.OF,000219.OF,000219.OF,188.1770353,43.81113004,47.86677387,40.86144355,39.49740176,11.28456564,4.38198034,4.23476618,65.43897323,28.3460642,5.3051341,0.007092199,0.433687943,0.561702128,0.309574468,0.69964539,0.146453901,0.109219858,0.164184397,0.355319149,0.178723404,0.24964539,32,51.66,71.59,0.243971631,0.587234043,0.812411348,0.714603265,0.307446809,18.36488366730314,0.725177304964539
000220.OF,000220.OF,000220.OF,2025.674784,90.92361817,35.2205804,126.0379126,51.2552411,29.40938666,11.87911511,11.3169034,81.12522817,27.62668514,22.61960691,0.316666667,0.94893617,0.353191489,0.952836879,0.913120567,0.934751773,0.881205674,0.919503546,0.858156028,0.162056738,0.970212766,34,58.98,91.91,0.289716312,0.74787234,0.943617021,0.533056899,0.19787234,84.98790829832221,0.9726950354609929
000242.OF,000242.OF,000242.OF,918.2093963,31.60227951,130.3408714,52.06373577,31.4334682,14.56528986,8.30592234,6.66765121,75.74474664,37.56459903,5.03349866,0.118794326,0.188652482,0.983333333,0.443971631,0.410283688,0.288297872,0.571985816,0.473404255,0.685106383,0.519858156,0.233333333,40,46.37,47.78,0.410460993,0.45248227,0.441843972,0.736591982,0.318439716,22.473151547283614,0.7843971631205674
000251.OF,000251.OF,000251.OF,4258.67737,16.88039657,17.65455368,18.44302713,13.40474113,27.55026229,6.3409761,1.2094417,42.94019168,73.69382891,3.1231706,0.661702128,0.027304965,0.103191489,0.105319149,0.075531915,0.920921986,0.280496454,0.027304965,0.114184397,0.965957447,0.127304965,38,65.56,75.28,0.370035461,0.862056738,0.847695035,0.499043141,0.178368794,5.7002177693491225,0.41312056737588654
000259.OF,000259.OF,000259.OF,3400.302556,54.12736806,34.25285901,48.22670217,21.3547482,11.78595,5.08106029,4.64026078,47.27334993,23.47348008,6.39083496,0.54893617,0.64858156,0.331914894,0.39751773,0.131914894,0.160992908,0.15177305,0.19822695,0.131914894,0.096808511,0.313120567,101,20.49,23.95,0.89929078,0.092907801,0.077659574,0.631065835,0.259219858,0.8351575711589591,0.20851063829787234
000263.OF,000263.OF,000263.OF,3156.121763,50.32757368,43.23109403,67.40921549,40.0217191,20.66899872,9.2786571,8.48865274,78.32084367,36.21280227,12.03560196,0.517021277,0.575886525,0.482624113,0.614184397,0.712056738,0.687588652,0.689007092,0.734042553,0.783687943,0.45070922,0.726950355,38,41.57,41.39,0.370035461,0.330141844,0.326595745,0.530551669,0.195035461,19.979085430037543,0.7549645390070922
000264.OF,000264.OF,000264.OF,2405.250689,50.59271552,62.96445057,58.58912035,31.57069299,16.91607858,7.31513366,7.02570403,57.6351093,27.45293771,8.86458679,0.392553191,0.580141844,0.75141844,0.516312057,0.416312057,0.44893617,0.418794326,0.531560284,0.219148936,0.156028369,0.485815603,42,47.48,41.26,0.44858156,0.478723404,0.323404255,0.922338069,0.425886525,1.7142150510107583,0.2404255319148936
000270.OF,000270.OF,000270.OF,4567.668472,20.53055387,17.89740135,14.54570842,12.79547704,8.37806036,3.55665525,2.4906417,34.28294683,27.16791868,2.21204385,0.693262411,0.05212766,0.107092199,0.079432624,0.074113475,0.084397163,0.080496454,0.077659574,0.087234043,0.14964539,0.087943262,37,22.61,18.61,0.348758865,0.104255319,0.060638298,0.939212496,0.434042553,-12.12014790953122,0.029078014184397163
000273.OF,000273.OF,000273.OF,4852.74153,33.08055053,23.73876682,26.47381802,19.91654117,14.35550153,5.79743581,4.03225884,42.38138981,33.93587944,5.09022813,0.725177305,0.211347518,0.169503546,0.162765957,0.116312057,0.275177305,0.209574468,0.14751773,0.110638298,0.343617021,0.237234043,318,16.0,23.96,0.990425532,0.063475177,0.078014184,0.861699511,0.386879433,8.945787228141992,0.5209219858156028
000279.OF,000279.OF,000279.OF,3753.942997,59.89597084,39.13632589,66.94322475,24.16149595,14.11215974,5.71591558,4.8342153,58.39884672,36.72576188,8.96404427,0.59929078,0.740780142,0.423404255,0.609574468,0.183333333,0.262411348,0.204255319,0.214539007,0.227659574,0.474468085,0.494326241,51,41.02,42.29,0.60248227,0.318439716,0.345390071,3.869524482,0.95,0.653056403120077,0.20035460992907803
000294.OF,000294.OF,000294.OF,3131.76069,72.11410025,38.28457986,94.79914034,46.02636742,19.17701791,9.43612675,8.75646833,75.19829532,30.90703199,14.90982175,0.512411348,0.869503546,0.407446809,0.843971631,0.853546099,0.60248227,0.706382979,0.762056738,0.668085106,0.234751773,0.859219858,52,45.62,60.39,0.617375887,0.432624113,0.669858156,1.325221829,0.608156028,24.84472487511372,0.8081560283687943
000308.OF,000308.OF,000308.OF,579.3661444,48.41377501,63.30683957,73.29264889,31.55818927,14.54510774,7.24718218,6.56055657,70.1681037,40.12343551,8.70490732,0.062056738,0.530851064,0.755673759,0.679787234,0.414893617,0.286524823,0.408156028,0.458156028,0.481914894,0.657092199,0.471276596,45,43.27,55.99,0.511170213,0.376595745,0.60212766,2.373927574,0.837943262,-2.303782137205168,0.12092198581560283
000309.OF,000309.OF,000309.OF,1585.734271,42.77526618,69.35734074,61.0798764,25.57307729,10.70125373,4.2804132,3.90815437,51.53229405,45.9444424,6.48927263,0.225531915,0.407092199,0.817021277,0.546099291,0.217730496,0.127659574,0.103900709,0.139007092,0.159929078,0.839716312,0.319503546,45,60.53,56.38,0.511170213,0.779432624,0.609042553,1.47963064,0.658156028,9.178741837895437,0.5294326241134751
000326.OF,000326.OF,000326.OF,1774.981228,36.1326448,52.8230962,53.03269085,34.15156593,17.84360541,7.56830324,6.15062018,66.05728169,40.14145529,7.79990294,0.260638298,0.275177305,0.637234043,0.45248227,0.522695035,0.513829787,0.457446809,0.383333333,0.369503546,0.659219858,0.404964539,101,22.56,36.51,0.89929078,0.103546099,0.231560284,2.167538692,0.810283688,9.542905229947333,0.5358156028368795
000327.OF,000327.OF,000327.OF,1789.634463,35.84067784,51.04985462,50.9875855,33.37574645,17.52684951,7.50634786,6.08404773,65.11150033,39.76839915,7.67722098,0.265957447,0.268085106,0.610283688,0.430496454,0.491489362,0.495035461,0.446453901,0.369858156,0.34787234,0.636879433,0.39751773,97,22.31,36.15,0.893085106,0.10248227,0.223404255,2.175753037,0.810992908,9.645102032781859,0.5400709219858156
000328.OF,000328.OF,000328.OF,4536.059877,59.15206996,59.03220072,87.78997316,35.17531973,19.25690765,9.78518191,9.00994831,77.76888256,36.69934769,13.24758986,0.688652482,0.730141844,0.709929078,0.80141844,0.559574468,0.606382979,0.746099291,0.781560284,0.761347518,0.473404255,0.796453901,55,48.04,40.59,0.663475177,0.490425532,0.310992908,1.474840877,0.656028369,8.187419821562214,0.4950354609929078
000336.OF,000336.OF,000336.OF,2029.087106,53.42741737,69.27211896,84.28163253,33.63839494,16.54617249,6.91396114,6.33847145,81.49315527,41.66239685,10.01537357,0.317021277,0.632269504,0.815957447,0.770567376,0.506382979,0.420921986,0.357092199,0.415957447,0.868085106,0.719148936,0.581205674,24,60.61,56.72,0.096276596,0.781914894,0.614539007,0.443285812,0.147163121,-14.505149603118813,0.02517730496453901
000339.OF,000339.OF,000339.OF,1448.812042,81.80598163,45.47410593,107.6804583,41.98177768,23.90484497,7.24525803,7.43444705,66.71429362,23.53153361,14.61121715,0.205673759,0.921985816,0.523758865,0.907446809,0.766312057,0.841489362,0.407801418,0.596099291,0.386524823,0.09787234,0.847163121,66,40.9,73.93,0.775,0.314539007,0.835106383,3.13519155,0.911702128,8.208333277116672,0.49609929078014187
000354.OF,000354.OF,000354.OF,481.7708013,49.35417658,44.0276885,71.34066031,38.06846189,19.31350308,7.07481845,6.86130912,79.78148942,40.1318002,8.09757963,0.039361702,0.55212766,0.497163121,0.660283688,0.659574468,0.609929078,0.379432624,0.507446809,0.830141844,0.657446809,0.426950355,23,61.38,94.26,0.081560284,0.795744681,0.957624113,2.549796611,0.860283688,-15.864154672374374,0.02198581560283688
000362.OF,000362.OF,000362.OF,477.4715709,27.78768877,86.55975475,46.50226081,32.40663267,14.02793081,5.93056563,5.68809717,54.69201787,38.98273375,4.90667468,0.038297872,0.126950355,0.911702128,0.380496454,0.453191489,0.258156028,0.228368794,0.312411348,0.187588652,0.593617021,0.226241135,48,49.68,55.49,0.557269504,0.534042553,0.592907801,0.913566353,0.420212766,-24.02012824568201,0.013120567375886525
000390.OF,000390.OF,000390.OF,993.7551256,23.06227413,125.1086315,24.95298098,22.07793288,9.46811564,5.92300888,4.07760246,38.67293254,49.86774314,3.46611007,0.130141844,0.076241135,0.978014184,0.14929078,0.142907801,0.10106383,0.225886525,0.15212766,0.09893617,0.894680851,0.145390071,60,38.68,56.29,0.72287234,0.267730496,0.608156028,0.850142748,0.380851064,-15.0867294112353,0.023404255319148935
000398.OF,000398.OF,000398.OF,5780.259085,9.31358984,0.48508787,0.58724937,0.94355007,1.87859744,0.32370755,0.10512088,4.22480631,4.28507074,0.06924732,0.803546099,0.002836879,0.00248227,0.003191489,0.00212766,0.007801418,0.003546099,0.002836879,0.006737589,0.003900709,0.008510638,9,6.02,5.87,0.003014184,0.007978723,0.007269504,0.315364347,0.081560284,8.053164582995807,0.4900709219858156
000404.OF,000404.OF,000404.OF,2014.184538,60.81777812,75.15079971,97.86196536,35.16323433,16.44826161,7.10405709,6.62747779,76.83417458,36.34048541,11.03580922,0.313120567,0.75141844,0.857801418,0.859219858,0.559219858,0.413829787,0.383333333,0.468085106,0.732624113,0.454609929,0.660283688,22,73.49,54.56,0.067375887,0.942907801,0.571631206,0.755265941,0.329787234,1.2311855195917023,0.22234042553191488
000408.OF,000408.OF,000408.OF,2309.012421,20.46824098,79.87667051,27.28480365,25.18791247,17.42231647,8.9805318,5.27543579,71.843109,49.44535808,4.46290532,0.373049645,0.05177305,0.881560284,0.170567376,0.203546099,0.486879433,0.655673759,0.257446809,0.546453901,0.890425532,0.19858156,33,54.88,37.77,0.266666667,0.663829787,0.253900709,1.178230827,0.54822695,-3.327018178586495,0.09929078014184398
000409.OF,000409.OF,000409.OF,3224.811887,54.54889423,60.99901948,88.05295113,30.25317029,17.23320088,8.04703592,7.36761897,77.16965499,43.30479329,11.91198418,0.527659574,0.653546099,0.730851064,0.803900709,0.362056738,0.471276596,0.531560284,0.584397163,0.741489362,0.770212766,0.716312057,49,58.0,78.28,0.573404255,0.733156028,0.873049645,0.998794833,0.462765957,1.4507788407832125,0.23085106382978723
000410.OF,000410.OF,000410.OF,2922.899656,42.44335969,61.16981159,53.4449113,32.09977928,17.75167093,8.12219038,6.6634554,76.52707221,40.114843,8.50278285,0.482978723,0.40248227,0.733687943,0.456028369,0.439361702,0.508865248,0.545390071,0.473049645,0.716666667,0.656028369,0.456737589,43,34.37,56.64,0.467907801,0.20177305,0.613120567,1.906630301,0.764893617,3.4307004701274804,0.32163120567375886
000411.OF,000411.OF,000411.OF,4112.479709,31.80812299,48.64381124,38.4249892,30.74672721,23.25604287,12.45216754,8.71483467,68.81829968,51.32008266,9.31385229,0.646453901,0.191843972,0.574468085,0.279078014,0.380496454,0.815248227,0.905673759,0.756028369,0.444680851,0.907446809,0.520921986,142,28.08,38.14,0.939007092,0.143262411,0.259219858,1.438187918,0.646099291,9.403483474403657,0.5319148936170213
000417.OF,000417.OF,000417.OF,5278.578209,25.10915693,8.79301267,10.10090281,6.17414822,6.27562997,2.07548608,1.34938044,21.1806105,15.26929952,1.59977768,0.760992908,0.097163121,0.042553191,0.042907801,0.020212766,0.057801418,0.038297872,0.032269504,0.053191489,0.056737589,0.04787234,41,22.76,14.3,0.430673759,0.107092199,0.04787234,0.734181962,0.317375887,1.2471979255736607,0.2230496453900709
000418.OF,000418.OF,000418.OF,3096.660788,42.07493652,41.84691706,53.73662191,41.36572771,21.92648223,8.01352272,6.91638071,73.12997732,39.6533906,9.40737824,0.507446809,0.394326241,0.461702128,0.457092199,0.74929078,0.757446809,0.526595745,0.517375887,0.60141844,0.630141844,0.529787234,95,41.54,36.22,0.890425532,0.329078014,0.225,0.914890557,0.420567376,1.8327002800183,0.24645390070921985
